Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.9,-0.5,-0.6,0.294,0.973,0.088,0.391,0.099,0.53,0.266,0.947,0.05,0.383,-0.009,0.499,0.266,0.947,0.05,0.383,-0.005,0.499
RBF,1,0.01,-1.6,0.8,-0.3,0.725,0.793,0.704,0.574,0.429,0.749,0.618,0.695,0.593,0.466,0.247,0.644,0.608,0.737,0.567,0.475,0.259,0.652
RBF,1,0.001,-1.4,1.3,0.3,0.834,0.342,0.983,0.483,0.47,0.663,0.752,0.326,0.887,0.388,0.246,0.606,0.759,0.368,0.883,0.424,0.282,0.626
RBF,1,0.0001,-0.4,0.9,0.3,0.808,0.272,0.971,0.375,0.354,0.622,0.749,0.316,0.887,0.373,0.233,0.601,0.759,0.158,0.95,0.24,0.174,0.554
RBF,1,1e-05,0.9,1.0,0.9,0.658,0.633,0.667,0.441,0.26,0.65,0.641,0.663,0.633,0.475,0.267,0.648,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.9,-0.5,-0.6,0.294,0.973,0.088,0.391,0.099,0.53,0.266,0.947,0.05,0.383,-0.009,0.499,0.266,0.947,0.05,0.383,-0.005,0.499
RBF,5,0.01,-2.0,0.7,-0.6,0.658,0.903,0.583,0.555,0.414,0.743,0.534,0.895,0.42,0.48,0.284,0.657,0.57,0.895,0.467,0.5,0.318,0.681
RBF,5,0.001,-2.6,2.1,-0.2,0.789,0.726,0.808,0.619,0.489,0.767,0.623,0.495,0.663,0.385,0.139,0.579,0.582,0.263,0.683,0.233,-0.05,0.473
RBF,5,0.0001,-1.4,1.3,0.0,0.834,0.422,0.958,0.536,0.477,0.69,0.744,0.337,0.873,0.388,0.237,0.605,0.734,0.368,0.85,0.4,0.232,0.609
RBF,5,1e-05,-1.0,0.9,0.7,0.786,0.093,0.996,0.152,0.188,0.545,0.762,0.137,0.96,0.19,0.135,0.548,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.9,-0.5,-0.6,0.294,0.973,0.088,0.391,0.099,0.53,0.266,0.947,0.05,0.383,-0.009,0.499,0.266,0.947,0.05,0.383,-0.005,0.499
RBF,10,0.01,-2.1,0.8,-0.2,0.792,0.547,0.867,0.549,0.416,0.707,0.656,0.368,0.747,0.331,0.106,0.558,0.608,0.368,0.683,0.311,0.047,0.526
RBF,10,0.001,-3.4,3.2,-0.2,0.805,0.725,0.829,0.633,0.512,0.777,0.635,0.495,0.68,0.394,0.156,0.587,0.62,0.579,0.633,0.423,0.184,0.606
RBF,10,0.0001,-1.7,1.6,0.3,0.831,0.342,0.979,0.479,0.457,0.661,0.775,0.347,0.91,0.425,0.308,0.629,0.772,0.368,0.9,0.438,0.309,0.634
RBF,10,1e-05,-1.0,0.8,-0.0,0.716,0.362,0.821,0.302,0.23,0.591,0.706,0.421,0.797,0.351,0.209,0.609,0.772,0.211,0.95,0.308,0.241,0.58
