Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,-0.3,-0.5,0.562,0.809,0.488,0.463,0.255,0.648,0.494,0.874,0.373,0.454,0.228,0.624,0.468,0.895,0.333,0.447,0.217,0.614
RBF,1,0.01,-1.8,1.0,-0.2,0.735,0.644,0.762,0.533,0.366,0.703,0.711,0.663,0.727,0.526,0.347,0.695,0.747,0.737,0.75,0.583,0.432,0.743
RBF,1,0.001,-1.3,1.6,-0.0,0.818,0.423,0.938,0.517,0.43,0.68,0.777,0.453,0.88,0.494,0.355,0.666,0.81,0.526,0.9,0.571,0.453,0.713
RBF,1,0.0001,-0.2,0.9,0.4,0.811,0.285,0.971,0.39,0.382,0.628,0.734,0.316,0.867,0.361,0.205,0.591,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.338,0.907,0.167,0.39,0.085,0.537,0.344,0.926,0.16,0.409,0.096,0.543,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.1,-0.3,-0.5,0.565,0.809,0.492,0.465,0.258,0.65,0.494,0.874,0.373,0.454,0.228,0.624,0.481,0.895,0.35,0.453,0.23,0.622
RBF,5,0.01,-2.8,1.3,-0.7,0.623,0.875,0.546,0.523,0.36,0.711,0.542,0.884,0.433,0.482,0.283,0.659,0.57,0.842,0.483,0.485,0.283,0.663
RBF,5,0.001,-2.1,2.4,-0.1,0.799,0.589,0.862,0.578,0.449,0.726,0.747,0.526,0.817,0.494,0.329,0.671,0.722,0.421,0.817,0.421,0.238,0.619
RBF,5,0.0001,-1.2,1.3,0.1,0.821,0.286,0.983,0.408,0.412,0.635,0.762,0.305,0.907,0.381,0.258,0.606,0.772,0.316,0.917,0.4,0.287,0.616
RBF,5,1e-05,-1.0,0.9,0.7,0.799,0.2,0.979,0.263,0.251,0.59,0.747,0.168,0.93,0.202,0.116,0.549,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.1,-0.3,-0.5,0.565,0.809,0.492,0.465,0.258,0.65,0.494,0.874,0.373,0.454,0.228,0.624,0.481,0.895,0.35,0.453,0.23,0.622
RBF,10,0.01,-2.9,1.1,-0.6,0.658,0.792,0.617,0.521,0.348,0.705,0.59,0.811,0.52,0.488,0.285,0.665,0.582,0.789,0.517,0.476,0.263,0.653
RBF,10,0.001,-3.1,3.4,0.1,0.808,0.52,0.896,0.556,0.438,0.708,0.754,0.474,0.843,0.467,0.315,0.659,0.747,0.368,0.867,0.412,0.256,0.618
RBF,10,0.0001,-1.4,1.8,0.2,0.827,0.327,0.979,0.459,0.442,0.653,0.775,0.347,0.91,0.423,0.305,0.629,0.772,0.316,0.917,0.4,0.287,0.616
RBF,10,1e-05,-1.0,0.8,0.4,0.799,0.2,0.979,0.263,0.251,0.59,0.747,0.168,0.93,0.202,0.116,0.549,0.759,0.0,1.0,0.0,0.0,0.5
