Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.4,0.3,-0.5,0.594,0.876,0.508,0.503,0.33,0.692,0.582,0.905,0.48,0.511,0.339,0.693,0.557,0.895,0.45,0.493,0.306,0.672
RBF,1,0.01,-2.1,1.5,0.3,0.818,0.342,0.962,0.463,0.413,0.652,0.737,0.147,0.923,0.21,0.104,0.535,0.722,0.105,0.917,0.154,0.033,0.511
RBF,1,0.001,-1.2,1.3,-0.2,0.776,0.491,0.862,0.505,0.361,0.677,0.757,0.526,0.83,0.511,0.35,0.678,0.722,0.474,0.8,0.45,0.265,0.637
RBF,1,0.0001,0.2,0.9,0.7,0.799,0.137,1.0,0.236,0.321,0.569,0.797,0.158,1.0,0.273,0.353,0.579,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.233,1.0,0.0,0.378,0.0,0.5,0.241,1.0,0.0,0.388,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.6,0.4,-0.5,0.613,0.823,0.55,0.498,0.317,0.686,0.62,0.895,0.533,0.532,0.37,0.714,0.595,0.895,0.5,0.515,0.344,0.697
RBF,5,0.01,-3.0,1.7,-0.6,0.674,0.849,0.621,0.548,0.398,0.735,0.618,0.811,0.557,0.505,0.315,0.684,0.671,0.895,0.6,0.567,0.423,0.747
RBF,5,0.001,-2.1,2.7,0.0,0.786,0.549,0.858,0.539,0.406,0.703,0.734,0.474,0.817,0.464,0.292,0.645,0.747,0.526,0.817,0.5,0.332,0.671
RBF,5,0.0001,-1.1,1.2,0.2,0.802,0.19,0.988,0.3,0.333,0.589,0.813,0.221,1.0,0.359,0.418,0.611,0.835,0.316,1.0,0.48,0.509,0.658
RBF,5,1e-05,-1.0,1.0,0.8,0.78,0.133,0.975,0.187,0.152,0.554,0.797,0.179,0.993,0.267,0.275,0.586,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.6,0.4,-0.5,0.613,0.823,0.55,0.498,0.317,0.686,0.62,0.895,0.533,0.532,0.37,0.714,0.595,0.895,0.5,0.515,0.344,0.697
RBF,10,0.01,-3.1,1.7,-0.2,0.783,0.602,0.838,0.562,0.42,0.72,0.704,0.505,0.767,0.451,0.255,0.636,0.709,0.474,0.783,0.439,0.245,0.629
RBF,10,0.001,-2.6,2.8,-0.1,0.763,0.63,0.804,0.556,0.412,0.717,0.686,0.537,0.733,0.454,0.249,0.635,0.684,0.526,0.733,0.444,0.236,0.63
RBF,10,0.0001,-1.4,1.6,0.4,0.808,0.191,0.996,0.31,0.365,0.594,0.808,0.2,1.0,0.332,0.398,0.6,0.823,0.263,1.0,0.417,0.462,0.632
RBF,10,1e-05,-1.0,0.9,0.7,0.786,0.08,1.0,0.139,0.19,0.54,0.777,0.074,1.0,0.131,0.185,0.537,0.759,0.0,1.0,0.0,0.0,0.5
