Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,-0.4,-0.5,0.661,0.62,0.675,0.418,0.253,0.648,0.549,0.495,0.567,0.312,0.046,0.531,0.494,0.684,0.433,0.394,0.102,0.559
RBF,1,0.01,-1.9,0.9,-0.5,0.645,0.889,0.571,0.543,0.395,0.73,0.547,0.842,0.453,0.473,0.261,0.648,0.544,0.789,0.467,0.455,0.223,0.628
RBF,1,0.001,-1.4,1.3,0.4,0.831,0.287,0.996,0.431,0.465,0.641,0.759,0.305,0.903,0.377,0.25,0.604,0.759,0.316,0.9,0.387,0.257,0.608
RBF,1,0.0001,-0.2,0.8,0.4,0.805,0.245,0.975,0.339,0.344,0.61,0.747,0.295,0.89,0.358,0.219,0.592,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.396,0.864,0.254,0.401,0.137,0.559,0.42,0.863,0.28,0.422,0.158,0.572,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.0,-0.4,-0.5,0.664,0.62,0.679,0.42,0.257,0.65,0.549,0.495,0.567,0.312,0.046,0.531,0.494,0.684,0.433,0.394,0.102,0.559
RBF,5,0.01,-2.2,0.6,-0.4,0.7,0.739,0.688,0.536,0.369,0.713,0.605,0.726,0.567,0.472,0.251,0.646,0.62,0.737,0.583,0.483,0.274,0.66
RBF,5,0.001,-2.7,2.3,-0.1,0.789,0.645,0.833,0.588,0.454,0.739,0.678,0.537,0.723,0.442,0.234,0.63,0.684,0.421,0.767,0.39,0.179,0.594
RBF,5,0.0001,-1.4,1.2,0.0,0.834,0.394,0.967,0.516,0.472,0.68,0.762,0.4,0.877,0.447,0.302,0.638,0.759,0.421,0.867,0.457,0.306,0.644
RBF,5,1e-05,-1.0,0.9,0.7,0.792,0.16,0.983,0.218,0.214,0.572,0.752,0.158,0.94,0.199,0.12,0.549,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.0,-0.4,-0.5,0.664,0.62,0.679,0.42,0.257,0.65,0.549,0.495,0.567,0.312,0.046,0.531,0.494,0.684,0.433,0.394,0.102,0.559
RBF,10,0.01,-2.4,0.7,-0.2,0.764,0.588,0.817,0.54,0.387,0.702,0.638,0.442,0.7,0.367,0.128,0.571,0.595,0.474,0.633,0.36,0.094,0.554
RBF,10,0.001,-3.8,3.4,0.2,0.815,0.563,0.892,0.586,0.469,0.727,0.701,0.442,0.783,0.411,0.216,0.613,0.709,0.368,0.817,0.378,0.189,0.593
RBF,10,0.0001,-1.7,1.6,0.1,0.834,0.395,0.967,0.519,0.474,0.681,0.785,0.442,0.893,0.497,0.369,0.668,0.772,0.421,0.883,0.471,0.332,0.652
RBF,10,1e-05,-1.0,0.8,0.4,0.792,0.16,0.983,0.218,0.214,0.572,0.752,0.158,0.94,0.199,0.12,0.549,0.747,0.053,0.967,0.091,0.043,0.51
