Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.7,0.9,-0.5,0.594,0.822,0.525,0.488,0.298,0.673,0.506,0.863,0.393,0.458,0.232,0.628,0.506,0.895,0.383,0.466,0.256,0.639
RBF,1,0.01,-1.9,1.3,0.5,0.789,0.207,0.967,0.307,0.275,0.587,0.754,0.147,0.947,0.222,0.147,0.547,0.772,0.211,0.95,0.308,0.241,0.58
RBF,1,0.001,-1.3,1.7,-0.3,0.744,0.453,0.833,0.451,0.287,0.643,0.734,0.537,0.797,0.493,0.317,0.667,0.722,0.526,0.783,0.476,0.291,0.655
RBF,1,0.0001,0.3,0.9,0.7,0.796,0.15,0.992,0.245,0.301,0.571,0.797,0.158,1.0,0.273,0.353,0.579,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.233,1.0,0.0,0.378,0.0,0.5,0.241,1.0,0.0,0.388,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.0,0.8,-0.6,0.559,0.823,0.479,0.465,0.261,0.651,0.489,0.905,0.357,0.46,0.246,0.631,0.468,0.895,0.333,0.447,0.217,0.614
RBF,5,0.01,-3.1,1.7,-0.4,0.639,0.739,0.608,0.491,0.295,0.674,0.519,0.695,0.463,0.411,0.137,0.579,0.544,0.737,0.483,0.438,0.19,0.61
RBF,5,0.001,-2.1,3.1,0.6,0.799,0.206,0.979,0.32,0.317,0.592,0.777,0.158,0.973,0.253,0.242,0.566,0.797,0.211,0.983,0.333,0.34,0.597
RBF,5,0.0001,-1.2,1.2,0.1,0.799,0.177,0.987,0.28,0.314,0.582,0.8,0.168,1.0,0.288,0.365,0.584,0.81,0.211,1.0,0.348,0.41,0.605
RBF,5,1e-05,-1.0,0.9,0.8,0.783,0.173,0.967,0.227,0.191,0.57,0.787,0.211,0.97,0.279,0.246,0.59,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-2.2,0.9,-0.5,0.62,0.74,0.583,0.475,0.275,0.662,0.549,0.821,0.463,0.467,0.249,0.642,0.506,0.842,0.4,0.451,0.218,0.621
RBF,10,0.01,-3.5,1.7,-0.2,0.7,0.59,0.733,0.478,0.289,0.661,0.572,0.568,0.573,0.39,0.122,0.571,0.544,0.526,0.55,0.357,0.065,0.538
RBF,10,0.001,-3.0,4.3,1.6,0.792,0.11,1.0,0.194,0.287,0.555,0.765,0.053,0.99,0.094,0.104,0.521,0.759,0.053,0.983,0.095,0.098,0.518
RBF,10,0.0001,-1.3,1.9,0.3,0.792,0.177,0.979,0.279,0.288,0.578,0.795,0.158,0.997,0.27,0.334,0.577,0.797,0.158,1.0,0.273,0.353,0.579
RBF,10,1e-05,-1.0,0.9,0.7,0.789,0.093,1.0,0.156,0.203,0.547,0.777,0.074,1.0,0.131,0.185,0.537,0.759,0.0,1.0,0.0,0.0,0.5
