Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.2,-0.0,-0.5,0.585,0.849,0.504,0.486,0.305,0.676,0.481,0.895,0.35,0.454,0.231,0.622,0.468,0.842,0.35,0.432,0.179,0.596
RBF,1,0.01,-1.7,1.2,-0.1,0.754,0.546,0.817,0.504,0.346,0.681,0.719,0.526,0.78,0.474,0.288,0.653,0.709,0.526,0.767,0.465,0.272,0.646
RBF,1,0.001,-1.3,1.4,0.1,0.812,0.355,0.95,0.461,0.397,0.653,0.785,0.4,0.907,0.472,0.352,0.653,0.772,0.368,0.9,0.438,0.309,0.634
RBF,1,0.0001,-0.1,0.9,0.5,0.808,0.26,0.975,0.371,0.363,0.618,0.762,0.326,0.9,0.391,0.267,0.613,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.265,0.987,0.046,0.386,0.035,0.516,0.261,0.979,0.033,0.389,0.015,0.506,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.2,-0.0,-0.5,0.588,0.849,0.508,0.489,0.308,0.678,0.489,0.884,0.363,0.454,0.231,0.624,0.468,0.842,0.35,0.432,0.179,0.596
RBF,5,0.01,-2.8,1.3,-0.7,0.639,0.876,0.567,0.532,0.376,0.721,0.562,0.884,0.46,0.493,0.305,0.672,0.544,0.895,0.433,0.486,0.293,0.664
RBF,5,0.001,-2.4,2.2,0.9,0.815,0.245,0.988,0.37,0.391,0.616,0.777,0.095,0.993,0.162,0.235,0.544,0.772,0.053,1.0,0.1,0.201,0.526
RBF,5,0.0001,-1.2,1.3,0.2,0.818,0.23,0.996,0.359,0.407,0.613,0.777,0.253,0.943,0.353,0.276,0.598,0.785,0.263,0.95,0.37,0.302,0.607
RBF,5,1e-05,-1.0,0.9,0.8,0.786,0.08,1.0,0.139,0.19,0.54,0.762,0.095,0.973,0.145,0.111,0.534,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.2,-0.0,-0.5,0.588,0.849,0.508,0.489,0.308,0.678,0.489,0.884,0.363,0.454,0.231,0.624,0.468,0.842,0.35,0.432,0.179,0.596
RBF,10,0.01,-2.9,1.3,-0.8,0.632,0.903,0.55,0.535,0.388,0.726,0.547,0.895,0.437,0.487,0.297,0.666,0.532,0.842,0.433,0.464,0.244,0.638
RBF,10,0.001,-2.9,3.0,0.3,0.802,0.423,0.917,0.488,0.388,0.67,0.78,0.421,0.893,0.471,0.348,0.657,0.747,0.368,0.867,0.412,0.256,0.618
RBF,10,0.0001,-1.5,1.7,0.1,0.815,0.341,0.958,0.453,0.409,0.65,0.787,0.4,0.91,0.475,0.359,0.655,0.81,0.474,0.917,0.545,0.437,0.695
RBF,10,1e-05,-1.0,0.8,0.5,0.795,0.16,0.988,0.225,0.228,0.574,0.759,0.147,0.953,0.193,0.131,0.55,0.759,0.0,1.0,0.0,0.0,0.5
