Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.4,1.0,-0.1,0.83,0.659,1.0,0.783,0.705,0.83,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.7,1.3,0.2,0.933,0.931,0.933,0.933,0.871,0.932,0.869,0.7,0.944,0.766,0.683,0.822,0.846,0.625,0.944,0.714,0.624,0.785
RBF,1,0.001,-1.6,1.7,-0.2,0.926,0.877,0.973,0.921,0.859,0.925,0.931,0.875,0.956,0.887,0.838,0.915,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.0001,-0.9,1.0,-0.2,0.7,0.787,0.627,0.666,0.45,0.707,0.677,0.775,0.633,0.573,0.419,0.704,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,1e-05,-1.0,1.0,-0.0,0.64,0.493,0.8,0.518,0.341,0.647,0.685,0.425,0.8,0.421,0.325,0.612,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,0.1,-0.4,1.0,-0.1,0.784,0.767,0.8,0.773,0.629,0.783,0.623,0.4,0.722,0.225,0.138,0.561,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.6,1.2,0.4,0.946,0.918,0.973,0.944,0.897,0.946,0.831,0.5,0.978,0.642,0.593,0.739,0.846,0.5,1.0,0.667,0.64,0.75
RBF,5,0.001,-1.9,2.5,0.0,0.939,0.905,0.973,0.937,0.885,0.939,0.885,0.725,0.956,0.795,0.728,0.84,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.0001,-1.6,1.6,-0.2,0.926,0.878,0.973,0.922,0.857,0.926,0.915,0.875,0.933,0.865,0.804,0.904,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,1e-05,-1.0,1.0,-0.1,0.706,0.773,0.653,0.651,0.436,0.713,0.669,0.75,0.633,0.529,0.359,0.692,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,0.1,-0.4,1.0,-0.1,0.784,0.767,0.8,0.773,0.629,0.783,0.623,0.4,0.722,0.225,0.138,0.561,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.6,1.2,0.4,0.953,0.931,0.973,0.951,0.91,0.952,0.831,0.5,0.978,0.642,0.593,0.739,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.001,-1.8,3.0,0.1,0.939,0.905,0.973,0.937,0.885,0.939,0.885,0.725,0.956,0.794,0.723,0.84,0.885,0.75,0.944,0.8,0.723,0.847
RBF,10,0.0001,-1.8,2.0,-0.2,0.926,0.864,0.987,0.919,0.86,0.925,0.908,0.825,0.944,0.847,0.782,0.885,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,1e-05,-0.9,1.0,-0.2,0.713,0.787,0.653,0.676,0.473,0.72,0.677,0.775,0.633,0.573,0.419,0.704,0.846,0.875,0.833,0.778,0.672,0.854
