Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.6,1.2,0.0,0.879,0.864,0.893,0.874,0.763,0.879,0.846,0.875,0.833,0.778,0.672,0.854,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.01,-1.9,2.2,0.0,0.871,0.794,0.947,0.854,0.751,0.87,0.854,0.85,0.856,0.781,0.679,0.853,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.001,-1.1,1.4,-0.3,0.844,0.795,0.892,0.833,0.693,0.844,0.792,0.725,0.822,0.682,0.531,0.774,0.808,0.75,0.833,0.706,0.566,0.792
RBF,1,0.0001,-1.0,1.0,-0.0,0.58,0.373,0.8,0.395,0.245,0.587,0.654,0.325,0.8,0.299,0.233,0.562,0.769,0.25,1.0,0.4,0.433,0.625
RBF,1,1e-05,-1.0,1.0,-0.0,0.58,0.373,0.8,0.395,0.245,0.587,0.654,0.325,0.8,0.299,0.233,0.562,0.769,0.25,1.0,0.4,0.433,0.625
RBF,5,0.1,-1.8,1.6,0.2,0.899,0.89,0.907,0.897,0.809,0.898,0.838,0.8,0.856,0.753,0.64,0.828,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.01,-2.3,3.5,0.0,0.878,0.836,0.919,0.87,0.762,0.878,0.869,0.925,0.844,0.813,0.728,0.885,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,0.001,-2.0,2.9,0.0,0.844,0.728,0.96,0.82,0.708,0.844,0.8,0.6,0.889,0.648,0.513,0.744,0.808,0.625,0.889,0.667,0.535,0.757
RBF,5,0.0001,-0.9,1.2,-0.3,0.748,0.706,0.8,0.743,0.543,0.753,0.723,0.675,0.744,0.617,0.474,0.71,0.808,0.625,0.889,0.667,0.535,0.757
RBF,5,1e-05,-1.0,1.0,-0.0,0.58,0.373,0.8,0.395,0.245,0.587,0.654,0.325,0.8,0.299,0.233,0.562,0.769,0.25,1.0,0.4,0.433,0.625
RBF,10,0.1,-1.9,1.7,0.3,0.899,0.89,0.907,0.897,0.809,0.898,0.831,0.675,0.9,0.706,0.603,0.788,0.808,0.625,0.889,0.667,0.535,0.757
RBF,10,0.01,-2.6,3.8,0.1,0.871,0.808,0.932,0.856,0.752,0.87,0.846,0.85,0.844,0.771,0.664,0.847,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,0.001,-2.3,4.3,0.0,0.865,0.809,0.919,0.852,0.737,0.864,0.823,0.675,0.889,0.698,0.575,0.782,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.0001,-1.2,1.5,-0.3,0.845,0.81,0.879,0.837,0.691,0.844,0.785,0.725,0.811,0.674,0.518,0.768,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,1e-05,-1.0,1.0,-0.1,0.593,0.773,0.427,0.576,0.247,0.6,0.569,0.8,0.467,0.466,0.268,0.633,0.769,0.875,0.722,0.7,0.553,0.799
