Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.0,-0.1,0.736,0.47,1.0,0.623,0.555,0.735,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.5,1.2,0.4,0.939,0.878,1.0,0.934,0.886,0.939,0.8,0.4,0.978,0.535,0.51,0.689,0.769,0.25,1.0,0.4,0.433,0.625
RBF,1,0.001,-1.6,1.8,-0.2,0.892,0.85,0.932,0.885,0.791,0.891,0.908,0.875,0.922,0.854,0.788,0.899,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.0001,-0.9,1.0,-0.2,0.747,0.76,0.747,0.702,0.531,0.753,0.677,0.75,0.644,0.567,0.405,0.697,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,1e-05,-1.0,1.0,-0.0,0.606,0.427,0.8,0.449,0.288,0.613,0.685,0.425,0.8,0.421,0.325,0.612,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,0.1,-0.2,1.0,-0.1,0.757,0.632,0.88,0.713,0.587,0.756,0.638,0.2,0.833,0.103,0.048,0.517,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.5,1.2,0.4,0.939,0.878,1.0,0.934,0.886,0.939,0.754,0.225,0.989,0.296,0.293,0.607,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.001,-1.9,2.3,0.4,0.926,0.864,0.987,0.919,0.86,0.925,0.869,0.575,1.0,0.724,0.694,0.788,0.885,0.625,1.0,0.769,0.732,0.812
RBF,5,0.0001,-1.6,1.8,-0.1,0.898,0.822,0.972,0.886,0.809,0.897,0.915,0.875,0.933,0.865,0.804,0.904,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,1e-05,-0.9,1.0,-0.1,0.733,0.733,0.747,0.67,0.48,0.74,0.677,0.725,0.656,0.53,0.356,0.69,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,0.1,-0.2,1.0,-0.1,0.757,0.632,0.88,0.713,0.587,0.756,0.638,0.2,0.833,0.103,0.048,0.517,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.5,1.2,0.4,0.946,0.891,1.0,0.941,0.899,0.946,0.754,0.225,0.989,0.296,0.293,0.607,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.001,-1.9,3.3,0.3,0.932,0.891,0.973,0.928,0.869,0.932,0.862,0.6,0.978,0.724,0.67,0.789,0.885,0.625,1.0,0.769,0.732,0.812
RBF,10,0.0001,-1.9,2.3,-0.2,0.919,0.863,0.972,0.911,0.846,0.918,0.877,0.825,0.9,0.806,0.717,0.862,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,1e-05,-0.9,1.0,-0.2,0.74,0.747,0.747,0.695,0.517,0.747,0.685,0.75,0.656,0.574,0.416,0.703,0.885,0.875,0.889,0.824,0.741,0.882
