Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.4,1.2,0.2,0.899,0.865,0.933,0.895,0.801,0.899,0.938,0.875,0.967,0.898,0.861,0.921,0.962,0.875,1.0,0.933,0.91,0.938
RBF,1,0.01,-1.5,1.8,0.0,0.866,0.798,0.933,0.856,0.738,0.866,0.9,0.85,0.922,0.84,0.768,0.886,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.001,-1.3,1.4,-0.2,0.871,0.77,0.973,0.857,0.76,0.872,0.854,0.75,0.9,0.76,0.656,0.825,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.0001,-1.0,1.0,-0.1,0.686,0.747,0.64,0.632,0.398,0.693,0.638,0.725,0.6,0.494,0.306,0.662,0.769,0.75,0.778,0.667,0.501,0.764
RBF,1,1e-05,-1.0,1.0,-0.0,0.646,0.507,0.8,0.528,0.352,0.653,0.685,0.425,0.8,0.421,0.325,0.612,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,0.1,-1.4,1.2,0.2,0.913,0.891,0.933,0.911,0.827,0.912,0.915,0.775,0.978,0.839,0.804,0.876,0.923,0.75,1.0,0.857,0.822,0.875
RBF,5,0.01,-2.0,2.8,0.0,0.892,0.851,0.932,0.887,0.788,0.892,0.831,0.9,0.8,0.768,0.659,0.85,0.808,0.875,0.778,0.737,0.61,0.826
RBF,5,0.001,-2.0,2.4,0.0,0.865,0.73,1.0,0.844,0.759,0.865,0.862,0.75,0.911,0.768,0.672,0.831,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,0.0001,-1.1,1.2,-0.3,0.871,0.812,0.933,0.864,0.759,0.873,0.815,0.75,0.844,0.717,0.585,0.797,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,1e-05,-1.0,1.0,-0.0,0.646,0.507,0.8,0.528,0.352,0.653,0.685,0.425,0.8,0.421,0.325,0.612,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.1,-1.4,1.2,0.2,0.913,0.891,0.933,0.911,0.827,0.912,0.915,0.775,0.978,0.839,0.804,0.876,0.923,0.75,1.0,0.857,0.822,0.875
RBF,10,0.01,-2.4,2.9,0.5,0.899,0.838,0.96,0.891,0.805,0.899,0.877,0.7,0.956,0.775,0.704,0.828,0.885,0.75,0.944,0.8,0.723,0.847
RBF,10,0.001,-2.2,3.5,0.2,0.859,0.744,0.973,0.84,0.739,0.859,0.869,0.75,0.922,0.78,0.689,0.836,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.0001,-1.4,1.6,-0.2,0.878,0.77,0.987,0.863,0.776,0.879,0.846,0.75,0.889,0.75,0.639,0.819,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,1e-05,-1.0,1.0,-0.1,0.686,0.747,0.64,0.632,0.398,0.693,0.631,0.7,0.6,0.483,0.281,0.65,0.808,0.75,0.833,0.706,0.566,0.792
