activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.754,0.341,0.879,0.387,0.245,0.61,0.719,0.221,0.877,0.267,0.116,0.549,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(25,)",0.01,0.795,0.395,0.917,0.47,0.364,0.656,0.739,0.2,0.91,0.268,0.147,0.555,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(25,)",0.001,0.792,0.369,0.921,0.454,0.358,0.645,0.734,0.168,0.913,0.235,0.117,0.541,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(25,)",0.0001,0.808,0.369,0.942,0.47,0.394,0.655,0.732,0.158,0.913,0.223,0.105,0.536,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(50,)",0.1,0.751,0.368,0.867,0.407,0.261,0.617,0.699,0.168,0.867,0.203,0.035,0.518,0.633,0.105,0.8,0.121,-0.106,0.453
relu,"(50,)",0.01,0.773,0.313,0.912,0.391,0.28,0.613,0.737,0.189,0.91,0.257,0.136,0.55,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(50,)",0.001,0.77,0.313,0.908,0.388,0.272,0.611,0.739,0.137,0.93,0.203,0.105,0.533,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(50,)",0.0001,0.773,0.287,0.921,0.368,0.272,0.604,0.747,0.147,0.937,0.218,0.129,0.542,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(75,)",0.1,0.76,0.408,0.867,0.429,0.284,0.637,0.714,0.189,0.88,0.236,0.086,0.535,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(75,)",0.01,0.767,0.369,0.888,0.423,0.289,0.628,0.716,0.168,0.89,0.22,0.075,0.529,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(75,)",0.001,0.779,0.381,0.9,0.443,0.32,0.64,0.711,0.168,0.883,0.219,0.067,0.526,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(75,)",0.0001,0.795,0.423,0.908,0.489,0.375,0.666,0.724,0.168,0.9,0.227,0.093,0.534,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(100,)",0.1,0.757,0.383,0.871,0.419,0.274,0.627,0.711,0.253,0.857,0.293,0.13,0.555,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(100,)",0.01,0.767,0.327,0.9,0.388,0.264,0.613,0.734,0.2,0.903,0.266,0.137,0.552,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(100,)",0.001,0.767,0.314,0.904,0.385,0.261,0.609,0.754,0.2,0.93,0.279,0.183,0.565,0.759,0.211,0.933,0.296,0.204,0.572
relu,"(100,)",0.0001,0.776,0.301,0.921,0.386,0.281,0.611,0.754,0.189,0.933,0.269,0.177,0.561,0.759,0.211,0.933,0.296,0.204,0.572
relu,"(125,)",0.1,0.77,0.476,0.858,0.485,0.343,0.667,0.691,0.179,0.853,0.209,0.031,0.516,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(125,)",0.01,0.763,0.353,0.888,0.412,0.278,0.62,0.722,0.147,0.903,0.202,0.068,0.525,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(125,)",0.001,0.77,0.3,0.912,0.382,0.27,0.606,0.749,0.189,0.927,0.265,0.164,0.558,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(125,)",0.0001,0.773,0.288,0.921,0.371,0.266,0.604,0.749,0.168,0.933,0.244,0.152,0.551,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(150,)",0.1,0.751,0.422,0.85,0.437,0.284,0.636,0.701,0.2,0.86,0.239,0.07,0.53,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(150,)",0.01,0.773,0.327,0.908,0.397,0.28,0.617,0.739,0.2,0.91,0.267,0.144,0.555,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(150,)",0.001,0.776,0.313,0.917,0.392,0.28,0.615,0.752,0.211,0.923,0.29,0.184,0.567,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(150,)",0.0001,0.76,0.272,0.908,0.34,0.217,0.59,0.762,0.211,0.937,0.296,0.207,0.574,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(175,)",0.1,0.757,0.435,0.854,0.448,0.3,0.645,0.676,0.189,0.83,0.212,0.014,0.51,0.671,0.105,0.85,0.133,-0.055,0.478
relu,"(175,)",0.01,0.783,0.368,0.908,0.437,0.321,0.638,0.732,0.221,0.893,0.285,0.147,0.557,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(175,)",0.001,0.77,0.328,0.904,0.4,0.278,0.616,0.744,0.211,0.913,0.283,0.165,0.562,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(175,)",0.0001,0.77,0.301,0.912,0.38,0.27,0.607,0.754,0.221,0.923,0.3,0.194,0.572,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(200,)",0.1,0.744,0.478,0.825,0.465,0.299,0.652,0.673,0.211,0.82,0.23,0.031,0.515,0.646,0.158,0.8,0.176,-0.046,0.479
relu,"(200,)",0.01,0.773,0.368,0.896,0.425,0.297,0.632,0.732,0.2,0.9,0.264,0.136,0.55,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(200,)",0.001,0.786,0.367,0.912,0.442,0.329,0.64,0.747,0.2,0.92,0.275,0.165,0.56,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(200,)",0.0001,0.789,0.354,0.921,0.441,0.336,0.638,0.749,0.189,0.927,0.268,0.168,0.558,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(225,)",0.1,0.763,0.421,0.867,0.445,0.305,0.644,0.668,0.232,0.807,0.251,0.044,0.519,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(225,)",0.01,0.773,0.353,0.9,0.415,0.291,0.627,0.724,0.168,0.9,0.228,0.099,0.534,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(225,)",0.001,0.776,0.329,0.912,0.399,0.284,0.621,0.737,0.158,0.92,0.223,0.112,0.539,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(225,)",0.0001,0.776,0.342,0.908,0.416,0.3,0.625,0.732,0.147,0.917,0.209,0.092,0.532,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(250,)",0.1,0.741,0.451,0.829,0.446,0.288,0.64,0.681,0.242,0.82,0.265,0.065,0.531,0.633,0.105,0.8,0.121,-0.106,0.453
relu,"(250,)",0.01,0.757,0.341,0.883,0.393,0.255,0.612,0.716,0.168,0.89,0.224,0.079,0.529,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(250,)",0.001,0.776,0.353,0.904,0.415,0.294,0.629,0.747,0.168,0.93,0.242,0.146,0.549,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(250,)",0.0001,0.776,0.354,0.904,0.414,0.292,0.629,0.747,0.158,0.933,0.231,0.14,0.546,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(275,)",0.1,0.744,0.382,0.854,0.409,0.252,0.618,0.706,0.232,0.857,0.278,0.108,0.544,0.633,0.105,0.8,0.121,-0.106,0.453
relu,"(275,)",0.01,0.782,0.353,0.912,0.427,0.312,0.633,0.719,0.179,0.89,0.236,0.093,0.534,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(275,)",0.001,0.786,0.38,0.908,0.449,0.334,0.644,0.752,0.189,0.93,0.269,0.174,0.56,0.759,0.158,0.95,0.24,0.174,0.554
relu,"(275,)",0.0001,0.786,0.368,0.912,0.443,0.332,0.64,0.754,0.158,0.943,0.236,0.158,0.551,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(300,)",0.1,0.77,0.434,0.871,0.457,0.318,0.653,0.661,0.253,0.79,0.258,0.045,0.521,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(300,)",0.01,0.76,0.341,0.888,0.398,0.262,0.614,0.722,0.179,0.893,0.232,0.09,0.536,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(300,)",0.001,0.783,0.34,0.917,0.418,0.309,0.628,0.744,0.168,0.927,0.239,0.139,0.548,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(300,)",0.0001,0.773,0.274,0.925,0.359,0.265,0.6,0.752,0.147,0.943,0.223,0.148,0.545,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(25,5)",0.1,0.77,0.436,0.871,0.459,0.322,0.654,0.704,0.242,0.85,0.274,0.114,0.546,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(25,5)",0.01,0.782,0.408,0.896,0.458,0.333,0.652,0.722,0.2,0.887,0.257,0.112,0.543,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(25,5)",0.001,0.76,0.41,0.867,0.438,0.292,0.638,0.724,0.242,0.877,0.298,0.143,0.559,0.709,0.158,0.883,0.207,0.053,0.521
