activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.735,0.357,0.85,0.378,0.216,0.604,0.724,0.368,0.837,0.386,0.211,0.603,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(25,)",0.01,0.764,0.302,0.904,0.364,0.249,0.603,0.722,0.295,0.857,0.331,0.165,0.576,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(25,)",0.001,0.767,0.289,0.912,0.358,0.248,0.601,0.709,0.232,0.86,0.274,0.105,0.546,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(25,)",0.0001,0.773,0.316,0.912,0.391,0.282,0.614,0.709,0.179,0.877,0.224,0.066,0.528,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(50,)",0.1,0.744,0.37,0.858,0.398,0.245,0.614,0.727,0.411,0.827,0.415,0.239,0.619,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(50,)",0.01,0.764,0.33,0.896,0.387,0.262,0.613,0.722,0.274,0.863,0.318,0.156,0.569,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(50,)",0.001,0.751,0.304,0.888,0.348,0.213,0.596,0.719,0.221,0.877,0.271,0.116,0.549,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(50,)",0.0001,0.754,0.303,0.892,0.353,0.223,0.597,0.722,0.179,0.893,0.236,0.093,0.536,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(75,)",0.1,0.735,0.33,0.858,0.362,0.203,0.594,0.729,0.358,0.847,0.387,0.218,0.602,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(75,)",0.01,0.764,0.357,0.888,0.404,0.27,0.622,0.742,0.411,0.847,0.431,0.267,0.629,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(75,)",0.001,0.776,0.33,0.912,0.398,0.289,0.621,0.754,0.421,0.86,0.446,0.293,0.641,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(75,)",0.0001,0.767,0.301,0.908,0.37,0.253,0.605,0.77,0.379,0.893,0.433,0.304,0.636,0.785,0.421,0.9,0.485,0.359,0.661
relu,"(100,)",0.1,0.767,0.371,0.888,0.419,0.285,0.629,0.742,0.368,0.86,0.406,0.249,0.614,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(100,)",0.01,0.764,0.358,0.888,0.409,0.276,0.623,0.732,0.337,0.857,0.378,0.213,0.597,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(100,)",0.001,0.77,0.358,0.896,0.407,0.281,0.627,0.722,0.305,0.853,0.346,0.176,0.579,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(100,)",0.0001,0.764,0.303,0.904,0.367,0.244,0.604,0.732,0.263,0.88,0.319,0.171,0.572,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.1,0.751,0.37,0.867,0.412,0.263,0.619,0.722,0.358,0.837,0.383,0.209,0.597,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(125,)",0.01,0.76,0.344,0.888,0.383,0.25,0.616,0.722,0.347,0.84,0.373,0.198,0.594,0.785,0.579,0.85,0.564,0.422,0.714
relu,"(125,)",0.001,0.77,0.345,0.9,0.396,0.28,0.622,0.722,0.326,0.847,0.358,0.185,0.586,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.0001,0.751,0.303,0.888,0.35,0.213,0.595,0.716,0.295,0.85,0.331,0.158,0.572,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(150,)",0.1,0.764,0.371,0.883,0.411,0.278,0.627,0.709,0.337,0.827,0.343,0.163,0.582,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(150,)",0.01,0.77,0.33,0.904,0.385,0.273,0.617,0.722,0.358,0.837,0.378,0.201,0.597,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(150,)",0.001,0.76,0.276,0.908,0.337,0.222,0.592,0.714,0.295,0.847,0.33,0.154,0.571,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(150,)",0.0001,0.77,0.317,0.908,0.376,0.266,0.613,0.737,0.326,0.867,0.369,0.211,0.596,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(175,)",0.1,0.741,0.33,0.867,0.365,0.211,0.599,0.739,0.368,0.857,0.402,0.242,0.613,0.797,0.474,0.9,0.529,0.407,0.687
relu,"(175,)",0.01,0.767,0.305,0.908,0.366,0.255,0.607,0.732,0.305,0.867,0.352,0.193,0.586,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(175,)",0.001,0.764,0.275,0.912,0.343,0.233,0.594,0.724,0.295,0.86,0.34,0.176,0.577,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(175,)",0.0001,0.751,0.262,0.9,0.322,0.195,0.581,0.727,0.263,0.873,0.315,0.16,0.568,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(200,)",0.1,0.741,0.357,0.858,0.392,0.237,0.608,0.747,0.411,0.853,0.434,0.276,0.632,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(200,)",0.01,0.764,0.316,0.9,0.375,0.254,0.608,0.744,0.368,0.863,0.407,0.252,0.616,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(200,)",0.001,0.754,0.276,0.9,0.333,0.205,0.588,0.749,0.368,0.87,0.413,0.262,0.619,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(200,)",0.0001,0.757,0.276,0.904,0.339,0.216,0.59,0.734,0.284,0.877,0.339,0.187,0.58,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(225,)",0.1,0.744,0.426,0.842,0.433,0.272,0.634,0.729,0.411,0.83,0.421,0.247,0.62,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(225,)",0.01,0.748,0.29,0.888,0.336,0.2,0.589,0.732,0.347,0.853,0.381,0.216,0.6,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(225,)",0.001,0.77,0.317,0.908,0.383,0.273,0.613,0.742,0.326,0.873,0.375,0.224,0.6,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(225,)",0.0001,0.77,0.276,0.921,0.352,0.253,0.599,0.732,0.274,0.877,0.326,0.175,0.575,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(250,)",0.1,0.757,0.399,0.867,0.422,0.279,0.633,0.737,0.442,0.83,0.447,0.276,0.636,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(250,)",0.01,0.754,0.304,0.892,0.353,0.223,0.598,0.734,0.368,0.85,0.397,0.231,0.609,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(250,)",0.001,0.751,0.276,0.896,0.33,0.197,0.586,0.732,0.337,0.857,0.374,0.211,0.597,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(250,)",0.0001,0.757,0.304,0.896,0.36,0.23,0.6,0.739,0.316,0.873,0.364,0.211,0.595,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(275,)",0.1,0.754,0.37,0.871,0.411,0.266,0.621,0.719,0.368,0.83,0.388,0.209,0.599,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(275,)",0.01,0.757,0.304,0.896,0.355,0.23,0.6,0.737,0.379,0.85,0.408,0.242,0.614,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(275,)",0.001,0.767,0.304,0.908,0.363,0.254,0.606,0.724,0.316,0.853,0.352,0.184,0.585,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(275,)",0.0001,0.76,0.29,0.904,0.349,0.234,0.597,0.727,0.263,0.873,0.311,0.156,0.568,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(300,)",0.1,0.728,0.342,0.846,0.356,0.196,0.594,0.719,0.389,0.823,0.398,0.218,0.606,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(300,)",0.01,0.763,0.358,0.888,0.399,0.27,0.623,0.732,0.358,0.85,0.388,0.222,0.604,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(300,)",0.001,0.773,0.33,0.908,0.384,0.269,0.619,0.722,0.284,0.86,0.321,0.157,0.572,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(300,)",0.0001,0.773,0.316,0.912,0.385,0.272,0.614,0.734,0.284,0.877,0.335,0.184,0.58,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(25,5)",0.1,0.696,0.491,0.758,0.428,0.23,0.625,0.701,0.505,0.763,0.445,0.249,0.634,0.658,0.632,0.667,0.471,0.26,0.649
relu,"(25,5)",0.01,0.763,0.382,0.879,0.417,0.286,0.631,0.737,0.379,0.85,0.408,0.245,0.614,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(25,5)",0.001,0.748,0.33,0.875,0.366,0.224,0.603,0.732,0.326,0.86,0.364,0.204,0.593,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(25,5)",0.0001,0.757,0.315,0.892,0.367,0.239,0.603,0.716,0.263,0.86,0.31,0.143,0.562,0.722,0.316,0.85,0.353,0.181,0.583
