activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.744,0.369,0.858,0.399,0.243,0.613,0.706,0.211,0.863,0.243,0.078,0.537,0.646,0.158,0.8,0.176,-0.046,0.479
relu,"(25,)",0.01,0.757,0.37,0.875,0.416,0.272,0.622,0.727,0.232,0.883,0.283,0.134,0.557,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(25,)",0.001,0.76,0.37,0.879,0.414,0.272,0.624,0.739,0.274,0.887,0.334,0.195,0.58,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(25,)",0.0001,0.779,0.37,0.904,0.437,0.32,0.637,0.752,0.263,0.907,0.339,0.216,0.585,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(50,)",0.1,0.748,0.394,0.854,0.415,0.258,0.624,0.699,0.263,0.837,0.297,0.117,0.55,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(50,)",0.01,0.767,0.341,0.896,0.403,0.274,0.618,0.729,0.263,0.877,0.319,0.166,0.57,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(50,)",0.001,0.786,0.383,0.908,0.454,0.336,0.646,0.716,0.211,0.877,0.263,0.109,0.544,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(50,)",0.0001,0.776,0.34,0.908,0.407,0.288,0.624,0.724,0.168,0.9,0.227,0.092,0.534,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(75,)",0.1,0.738,0.409,0.838,0.422,0.254,0.623,0.711,0.211,0.87,0.259,0.101,0.54,0.747,0.316,0.883,0.375,0.23,0.6
relu,"(75,)",0.01,0.757,0.301,0.896,0.367,0.242,0.598,0.719,0.211,0.88,0.264,0.113,0.545,0.696,0.053,0.9,0.077,-0.071,0.476
relu,"(75,)",0.001,0.748,0.275,0.892,0.334,0.201,0.583,0.722,0.189,0.89,0.245,0.101,0.54,0.684,0.053,0.883,0.074,-0.091,0.468
relu,"(75,)",0.0001,0.764,0.302,0.904,0.371,0.25,0.603,0.716,0.147,0.897,0.2,0.06,0.522,0.684,0.053,0.883,0.074,-0.091,0.468
relu,"(100,)",0.1,0.728,0.341,0.846,0.367,0.197,0.593,0.701,0.211,0.857,0.252,0.078,0.534,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(100,)",0.01,0.757,0.342,0.883,0.399,0.259,0.613,0.709,0.2,0.87,0.247,0.087,0.535,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(100,)",0.001,0.76,0.342,0.888,0.398,0.263,0.615,0.722,0.189,0.89,0.247,0.103,0.54,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(100,)",0.0001,0.773,0.313,0.912,0.391,0.274,0.613,0.742,0.189,0.917,0.258,0.147,0.553,0.734,0.211,0.9,0.276,0.142,0.555
relu,"(125,)",0.1,0.728,0.394,0.829,0.395,0.224,0.612,0.701,0.295,0.83,0.321,0.134,0.562,0.646,0.158,0.8,0.176,-0.046,0.479
relu,"(125,)",0.01,0.754,0.302,0.892,0.365,0.232,0.597,0.714,0.211,0.873,0.262,0.104,0.542,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(125,)",0.001,0.76,0.275,0.908,0.351,0.236,0.592,0.711,0.168,0.883,0.219,0.066,0.526,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(125,)",0.0001,0.767,0.302,0.908,0.377,0.263,0.605,0.719,0.179,0.89,0.234,0.089,0.534,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(150,)",0.1,0.728,0.41,0.825,0.413,0.24,0.618,0.699,0.326,0.817,0.345,0.151,0.571,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(150,)",0.01,0.763,0.355,0.888,0.408,0.274,0.621,0.724,0.242,0.877,0.294,0.14,0.559,0.671,0.158,0.833,0.187,-0.01,0.496
relu,"(150,)",0.001,0.754,0.273,0.9,0.343,0.215,0.587,0.737,0.242,0.893,0.306,0.171,0.568,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(150,)",0.0001,0.757,0.274,0.904,0.345,0.223,0.589,0.742,0.2,0.913,0.271,0.154,0.557,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(175,)",0.1,0.757,0.408,0.862,0.429,0.28,0.635,0.681,0.253,0.817,0.279,0.086,0.535,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(175,)",0.01,0.757,0.328,0.888,0.387,0.251,0.608,0.716,0.232,0.87,0.283,0.123,0.551,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(175,)",0.001,0.754,0.26,0.904,0.331,0.205,0.582,0.734,0.189,0.907,0.255,0.129,0.548,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(175,)",0.0001,0.77,0.273,0.921,0.353,0.245,0.597,0.729,0.168,0.907,0.229,0.101,0.538,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(200,)",0.1,0.744,0.394,0.85,0.413,0.257,0.622,0.694,0.232,0.84,0.268,0.086,0.536,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(200,)",0.01,0.76,0.342,0.888,0.398,0.262,0.615,0.709,0.2,0.87,0.248,0.087,0.535,0.671,0.105,0.85,0.133,-0.055,0.478
relu,"(200,)",0.001,0.764,0.342,0.892,0.402,0.269,0.617,0.724,0.211,0.887,0.27,0.124,0.549,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(200,)",0.0001,0.767,0.329,0.9,0.396,0.275,0.614,0.737,0.158,0.92,0.224,0.115,0.539,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(225,)",0.1,0.751,0.382,0.862,0.416,0.262,0.622,0.711,0.253,0.857,0.297,0.13,0.555,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(225,)",0.01,0.76,0.342,0.888,0.396,0.262,0.615,0.724,0.232,0.88,0.288,0.138,0.556,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(225,)",0.001,0.764,0.314,0.9,0.377,0.253,0.607,0.722,0.189,0.89,0.247,0.103,0.54,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(225,)",0.0001,0.767,0.3,0.908,0.37,0.253,0.604,0.737,0.158,0.92,0.224,0.115,0.539,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(250,)",0.1,0.725,0.368,0.833,0.384,0.212,0.6,0.678,0.253,0.813,0.275,0.075,0.533,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(250,)",0.01,0.757,0.355,0.879,0.409,0.273,0.617,0.727,0.232,0.883,0.287,0.138,0.557,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(250,)",0.001,0.779,0.341,0.912,0.421,0.312,0.627,0.732,0.179,0.907,0.242,0.115,0.543,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(250,)",0.0001,0.776,0.329,0.912,0.405,0.304,0.621,0.742,0.189,0.917,0.261,0.146,0.553,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(275,)",0.1,0.738,0.381,0.846,0.403,0.236,0.613,0.694,0.316,0.813,0.332,0.141,0.565,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(275,)",0.01,0.767,0.355,0.892,0.415,0.284,0.623,0.719,0.242,0.87,0.291,0.134,0.556,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(275,)",0.001,0.76,0.355,0.883,0.406,0.268,0.619,0.722,0.232,0.877,0.287,0.133,0.554,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(275,)",0.0001,0.783,0.396,0.9,0.459,0.336,0.648,0.727,0.211,0.89,0.271,0.127,0.55,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(300,)",0.1,0.735,0.382,0.842,0.402,0.235,0.612,0.709,0.316,0.833,0.341,0.159,0.575,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(300,)",0.01,0.763,0.354,0.888,0.411,0.276,0.621,0.734,0.284,0.877,0.338,0.188,0.58,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(300,)",0.001,0.767,0.315,0.904,0.387,0.273,0.61,0.729,0.242,0.883,0.301,0.154,0.563,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(300,)",0.0001,0.783,0.342,0.917,0.423,0.326,0.629,0.737,0.211,0.903,0.277,0.149,0.557,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(25,5)",0.1,0.731,0.436,0.821,0.428,0.257,0.629,0.711,0.316,0.837,0.346,0.166,0.576,0.722,0.421,0.817,0.421,0.238,0.619
relu,"(25,5)",0.01,0.738,0.33,0.862,0.368,0.211,0.596,0.704,0.221,0.857,0.261,0.088,0.539,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(25,5)",0.001,0.754,0.303,0.892,0.365,0.237,0.597,0.699,0.189,0.86,0.228,0.055,0.525,0.684,0.105,0.867,0.138,-0.036,0.486
