activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.744,0.34,0.867,0.379,0.225,0.603,0.719,0.189,0.887,0.239,0.091,0.538,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(25,)",0.01,0.77,0.342,0.9,0.404,0.279,0.621,0.732,0.158,0.913,0.218,0.097,0.536,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(25,)",0.001,0.776,0.315,0.917,0.393,0.284,0.616,0.749,0.168,0.933,0.24,0.147,0.551,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(25,)",0.0001,0.767,0.302,0.908,0.377,0.262,0.605,0.747,0.147,0.937,0.216,0.128,0.542,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(50,)",0.1,0.735,0.382,0.842,0.397,0.228,0.612,0.714,0.189,0.88,0.24,0.09,0.535,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(50,)",0.01,0.744,0.313,0.875,0.365,0.219,0.594,0.722,0.211,0.883,0.267,0.117,0.547,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(50,)",0.001,0.767,0.299,0.908,0.372,0.253,0.604,0.742,0.189,0.917,0.26,0.144,0.553,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(50,)",0.0001,0.76,0.258,0.912,0.331,0.216,0.585,0.759,0.189,0.94,0.273,0.19,0.565,0.759,0.158,0.95,0.24,0.174,0.554
relu,"(75,)",0.1,0.747,0.381,0.858,0.417,0.265,0.62,0.704,0.147,0.88,0.191,0.04,0.514,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(75,)",0.01,0.776,0.38,0.896,0.44,0.312,0.638,0.737,0.158,0.92,0.224,0.113,0.539,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(75,)",0.001,0.773,0.368,0.896,0.433,0.305,0.632,0.727,0.189,0.897,0.252,0.118,0.543,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(75,)",0.0001,0.786,0.436,0.892,0.485,0.357,0.664,0.724,0.179,0.897,0.237,0.099,0.538,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(100,)",0.1,0.754,0.382,0.867,0.413,0.263,0.624,0.719,0.221,0.877,0.276,0.123,0.549,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(100,)",0.01,0.773,0.381,0.892,0.432,0.3,0.636,0.744,0.2,0.917,0.273,0.159,0.558,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(100,)",0.001,0.77,0.3,0.912,0.38,0.267,0.606,0.747,0.2,0.92,0.275,0.167,0.56,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(100,)",0.0001,0.757,0.272,0.904,0.341,0.217,0.588,0.752,0.147,0.943,0.222,0.144,0.545,0.759,0.158,0.95,0.24,0.174,0.554
relu,"(125,)",0.1,0.725,0.421,0.817,0.407,0.231,0.619,0.678,0.179,0.837,0.208,0.016,0.508,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(125,)",0.01,0.773,0.394,0.888,0.442,0.308,0.641,0.729,0.158,0.91,0.219,0.095,0.534,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(125,)",0.001,0.77,0.328,0.904,0.401,0.279,0.616,0.732,0.126,0.923,0.185,0.075,0.525,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(125,)",0.0001,0.767,0.313,0.904,0.387,0.264,0.609,0.742,0.126,0.937,0.187,0.095,0.531,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(150,)",0.1,0.731,0.435,0.821,0.429,0.254,0.628,0.673,0.211,0.82,0.235,0.035,0.515,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(150,)",0.01,0.764,0.354,0.888,0.412,0.28,0.621,0.737,0.189,0.91,0.257,0.135,0.55,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(150,)",0.001,0.767,0.313,0.904,0.386,0.267,0.609,0.759,0.179,0.943,0.262,0.185,0.561,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(150,)",0.0001,0.779,0.313,0.921,0.4,0.296,0.617,0.765,0.179,0.95,0.266,0.201,0.564,0.747,0.105,0.95,0.167,0.097,0.528
relu,"(175,)",0.1,0.748,0.369,0.862,0.396,0.243,0.616,0.704,0.168,0.873,0.211,0.048,0.521,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(175,)",0.01,0.783,0.394,0.9,0.452,0.329,0.647,0.739,0.179,0.917,0.25,0.139,0.548,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(175,)",0.001,0.783,0.354,0.912,0.426,0.313,0.633,0.752,0.2,0.927,0.28,0.181,0.563,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(175,)",0.0001,0.789,0.381,0.912,0.442,0.331,0.647,0.752,0.179,0.933,0.258,0.168,0.556,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(200,)",0.1,0.738,0.381,0.846,0.399,0.235,0.613,0.711,0.168,0.883,0.204,0.05,0.526,0.633,0.0,0.833,0.0,-0.214,0.417
relu,"(200,)",0.01,0.773,0.382,0.892,0.441,0.309,0.637,0.742,0.179,0.92,0.249,0.141,0.549,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(200,)",0.001,0.783,0.341,0.917,0.423,0.315,0.629,0.772,0.179,0.96,0.274,0.238,0.569,0.759,0.158,0.95,0.24,0.174,0.554
relu,"(200,)",0.0001,0.783,0.313,0.925,0.4,0.297,0.619,0.775,0.158,0.97,0.251,0.234,0.564,0.772,0.158,0.967,0.25,0.219,0.562
relu,"(225,)",0.1,0.754,0.477,0.838,0.472,0.314,0.657,0.699,0.211,0.853,0.226,0.057,0.532,0.709,0.0,0.933,0.0,-0.13,0.467
relu,"(225,)",0.01,0.773,0.394,0.888,0.443,0.309,0.641,0.734,0.189,0.907,0.252,0.124,0.548,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(225,)",0.001,0.779,0.313,0.921,0.398,0.294,0.617,0.742,0.168,0.923,0.241,0.139,0.546,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(225,)",0.0001,0.783,0.3,0.929,0.391,0.295,0.615,0.759,0.179,0.943,0.264,0.189,0.561,0.759,0.158,0.95,0.24,0.174,0.554
relu,"(250,)",0.1,0.716,0.326,0.833,0.335,0.159,0.58,0.729,0.189,0.9,0.251,0.117,0.545,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(250,)",0.01,0.76,0.381,0.875,0.423,0.278,0.628,0.729,0.168,0.907,0.23,0.104,0.538,0.734,0.105,0.933,0.16,0.062,0.519
