activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.7,0.33,0.812,0.34,0.149,0.571,0.691,0.305,0.813,0.319,0.122,0.559,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(25,)",0.01,0.703,0.384,0.8,0.375,0.183,0.592,0.699,0.326,0.817,0.344,0.149,0.571,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(25,)",0.001,0.703,0.29,0.829,0.299,0.12,0.56,0.711,0.295,0.843,0.329,0.15,0.569,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(25,)",0.0001,0.767,0.204,0.938,0.289,0.204,0.571,0.803,0.242,0.98,0.367,0.361,0.611,0.797,0.211,0.983,0.333,0.34,0.597
relu,"(50,)",0.1,0.684,0.358,0.783,0.336,0.136,0.571,0.661,0.284,0.78,0.289,0.068,0.532,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(50,)",0.01,0.722,0.37,0.829,0.375,0.202,0.599,0.701,0.316,0.823,0.336,0.148,0.57,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(50,)",0.001,0.735,0.371,0.846,0.381,0.218,0.609,0.691,0.305,0.813,0.322,0.124,0.559,0.658,0.158,0.817,0.182,-0.028,0.487
relu,"(50,)",0.0001,0.783,0.165,0.971,0.259,0.26,0.568,0.785,0.168,0.98,0.271,0.273,0.574,0.785,0.158,0.983,0.261,0.275,0.571
relu,"(75,)",0.1,0.703,0.315,0.821,0.322,0.136,0.568,0.684,0.253,0.82,0.274,0.078,0.536,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(75,)",0.01,0.69,0.355,0.792,0.346,0.144,0.573,0.694,0.274,0.827,0.303,0.112,0.55,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(75,)",0.001,0.722,0.345,0.838,0.362,0.189,0.591,0.706,0.295,0.837,0.325,0.143,0.566,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(75,)",0.0001,0.776,0.152,0.967,0.231,0.189,0.56,0.79,0.168,0.987,0.275,0.3,0.578,0.797,0.158,1.0,0.273,0.353,0.579
relu,"(100,)",0.1,0.722,0.37,0.829,0.376,0.2,0.6,0.676,0.337,0.783,0.33,0.119,0.56,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(100,)",0.01,0.712,0.369,0.817,0.373,0.187,0.593,0.691,0.284,0.82,0.31,0.116,0.552,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(100,)",0.001,0.719,0.343,0.833,0.361,0.186,0.588,0.684,0.305,0.803,0.322,0.118,0.554,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(100,)",0.0001,0.776,0.166,0.962,0.247,0.194,0.564,0.787,0.179,0.98,0.285,0.291,0.579,0.797,0.158,1.0,0.273,0.353,0.579
relu,"(125,)",0.1,0.677,0.343,0.779,0.325,0.119,0.561,0.681,0.326,0.793,0.329,0.124,0.56,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(125,)",0.01,0.706,0.328,0.821,0.342,0.154,0.574,0.704,0.284,0.837,0.318,0.134,0.56,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(125,)",0.001,0.719,0.329,0.838,0.351,0.178,0.583,0.716,0.263,0.86,0.307,0.14,0.562,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(125,)",0.0001,0.77,0.167,0.954,0.24,0.17,0.56,0.777,0.179,0.967,0.276,0.246,0.573,0.785,0.158,0.983,0.261,0.275,0.571
relu,"(150,)",0.1,0.69,0.304,0.808,0.297,0.105,0.556,0.681,0.263,0.813,0.287,0.088,0.538,0.772,0.263,0.933,0.357,0.264,0.598
relu,"(150,)",0.01,0.725,0.355,0.838,0.375,0.2,0.596,0.696,0.295,0.823,0.318,0.125,0.559,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(150,)",0.001,0.706,0.315,0.825,0.332,0.146,0.57,0.706,0.295,0.837,0.327,0.144,0.566,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(150,)",0.0001,0.776,0.167,0.962,0.248,0.197,0.565,0.762,0.158,0.953,0.24,0.185,0.556,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(175,)",0.1,0.696,0.287,0.821,0.303,0.111,0.554,0.676,0.253,0.81,0.274,0.07,0.531,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(175,)",0.01,0.709,0.356,0.817,0.362,0.175,0.586,0.704,0.316,0.827,0.337,0.149,0.571,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(175,)",0.001,0.706,0.301,0.829,0.323,0.138,0.565,0.701,0.295,0.83,0.323,0.135,0.562,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(175,)",0.0001,0.783,0.221,0.954,0.315,0.253,0.588,0.754,0.168,0.94,0.249,0.168,0.554,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(200,)",0.1,0.706,0.356,0.812,0.369,0.184,0.584,0.691,0.284,0.82,0.299,0.114,0.552,0.709,0.263,0.85,0.303,0.127,0.557
