activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.757,0.547,0.821,0.508,0.355,0.684,0.696,0.421,0.783,0.403,0.202,0.602,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(25,)",0.01,0.77,0.507,0.85,0.506,0.358,0.678,0.706,0.368,0.813,0.377,0.186,0.591,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(25,)",0.001,0.77,0.509,0.85,0.506,0.357,0.679,0.739,0.453,0.83,0.455,0.285,0.641,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(25,)",0.0001,0.783,0.453,0.883,0.496,0.363,0.668,0.782,0.463,0.883,0.507,0.373,0.673,0.759,0.474,0.85,0.486,0.33,0.662
relu,"(50,)",0.1,0.776,0.6,0.829,0.558,0.422,0.715,0.678,0.379,0.773,0.361,0.149,0.576,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(50,)",0.01,0.795,0.506,0.883,0.535,0.408,0.695,0.724,0.411,0.823,0.415,0.237,0.617,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(50,)",0.001,0.799,0.464,0.9,0.515,0.396,0.682,0.737,0.368,0.853,0.399,0.235,0.611,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(50,)",0.0001,0.78,0.383,0.9,0.445,0.321,0.641,0.749,0.337,0.88,0.39,0.244,0.608,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(75,)",0.1,0.78,0.491,0.867,0.508,0.367,0.679,0.678,0.4,0.767,0.369,0.157,0.583,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(75,)",0.01,0.783,0.505,0.867,0.516,0.381,0.686,0.716,0.379,0.823,0.387,0.205,0.601,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(75,)",0.001,0.786,0.506,0.871,0.523,0.39,0.688,0.744,0.379,0.86,0.41,0.253,0.619,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(75,)",0.0001,0.789,0.491,0.879,0.521,0.39,0.685,0.759,0.379,0.88,0.426,0.283,0.629,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(100,)",0.1,0.735,0.481,0.812,0.459,0.287,0.647,0.699,0.453,0.777,0.419,0.219,0.615,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(100,)",0.01,0.802,0.547,0.879,0.561,0.435,0.713,0.716,0.347,0.833,0.366,0.188,0.59,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(100,)",0.001,0.792,0.506,0.879,0.528,0.399,0.692,0.719,0.295,0.853,0.326,0.16,0.574,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(100,)",0.0001,0.78,0.426,0.888,0.471,0.339,0.657,0.724,0.274,0.867,0.321,0.16,0.57,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(125,)",0.1,0.764,0.572,0.821,0.528,0.378,0.697,0.681,0.421,0.763,0.387,0.176,0.592,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(125,)",0.01,0.796,0.532,0.875,0.544,0.416,0.704,0.719,0.389,0.823,0.397,0.216,0.606,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.001,0.786,0.505,0.871,0.522,0.386,0.688,0.719,0.337,0.84,0.364,0.188,0.588,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.0001,0.786,0.478,0.879,0.509,0.374,0.679,0.727,0.295,0.863,0.337,0.175,0.579,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(150,)",0.1,0.77,0.574,0.829,0.532,0.386,0.702,0.696,0.4,0.79,0.387,0.186,0.595,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(150,)",0.01,0.789,0.506,0.875,0.527,0.395,0.69,0.727,0.379,0.837,0.398,0.223,0.608,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(150,)",0.001,0.786,0.49,0.875,0.505,0.374,0.683,0.742,0.4,0.85,0.423,0.26,0.625,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(150,)",0.0001,0.779,0.449,0.879,0.477,0.344,0.664,0.757,0.421,0.863,0.453,0.301,0.642,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(175,)",0.1,0.783,0.559,0.85,0.54,0.401,0.705,0.696,0.379,0.797,0.376,0.176,0.588,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(175,)",0.01,0.783,0.52,0.862,0.527,0.387,0.691,0.716,0.347,0.833,0.371,0.192,0.59,0.696,0.263,0.833,0.294,0.105,0.548
