activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.77,0.549,0.838,0.527,0.378,0.693,0.638,0.326,0.737,0.304,0.062,0.531,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(25,)",0.01,0.764,0.521,0.838,0.504,0.352,0.679,0.681,0.358,0.783,0.352,0.142,0.571,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(25,)",0.001,0.773,0.522,0.85,0.519,0.373,0.686,0.684,0.305,0.803,0.318,0.113,0.554,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(25,)",0.0001,0.767,0.48,0.854,0.493,0.344,0.667,0.711,0.284,0.847,0.32,0.143,0.565,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(50,)",0.1,0.795,0.616,0.85,0.581,0.45,0.733,0.661,0.337,0.763,0.326,0.102,0.55,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(50,)",0.01,0.786,0.59,0.846,0.563,0.425,0.718,0.671,0.368,0.767,0.351,0.132,0.568,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(50,)",0.001,0.786,0.604,0.842,0.571,0.432,0.723,0.668,0.358,0.767,0.341,0.121,0.562,0.646,0.316,0.75,0.3,0.064,0.533
relu,"(50,)",0.0001,0.805,0.59,0.871,0.589,0.462,0.73,0.673,0.326,0.783,0.324,0.109,0.555,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(75,)",0.1,0.783,0.616,0.833,0.571,0.43,0.725,0.684,0.379,0.78,0.364,0.155,0.579,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(75,)",0.01,0.78,0.602,0.833,0.56,0.416,0.718,0.686,0.368,0.787,0.357,0.152,0.578,0.684,0.263,0.817,0.286,0.085,0.54
relu,"(75,)",0.001,0.761,0.59,0.812,0.534,0.379,0.701,0.699,0.389,0.797,0.383,0.186,0.593,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(75,)",0.0001,0.777,0.605,0.829,0.557,0.412,0.717,0.714,0.379,0.82,0.389,0.204,0.599,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(100,)",0.1,0.78,0.605,0.833,0.562,0.419,0.719,0.684,0.358,0.787,0.346,0.14,0.572,0.633,0.316,0.733,0.293,0.047,0.525
relu,"(100,)",0.01,0.786,0.533,0.862,0.534,0.397,0.698,0.696,0.326,0.813,0.341,0.147,0.57,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(100,)",0.001,0.783,0.494,0.871,0.51,0.374,0.683,0.709,0.326,0.83,0.35,0.165,0.578,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(100,)",0.0001,0.776,0.411,0.888,0.46,0.327,0.649,0.722,0.305,0.853,0.345,0.175,0.579,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(125,)",0.1,0.808,0.629,0.862,0.601,0.478,0.746,0.661,0.337,0.763,0.312,0.093,0.55,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(125,)",0.01,0.779,0.588,0.838,0.553,0.409,0.713,0.676,0.326,0.787,0.326,0.114,0.556,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(125,)",0.001,0.767,0.549,0.833,0.523,0.37,0.691,0.689,0.316,0.807,0.328,0.128,0.561,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(125,)",0.0001,0.78,0.549,0.85,0.535,0.392,0.699,0.694,0.284,0.823,0.307,0.115,0.554,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(150,)",0.1,0.773,0.563,0.838,0.54,0.394,0.7,0.658,0.253,0.787,0.259,0.04,0.52,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(150,)",0.01,0.799,0.562,0.871,0.565,0.436,0.716,0.681,0.389,0.773,0.369,0.159,0.581,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(150,)",0.001,0.789,0.574,0.854,0.557,0.421,0.714,0.696,0.358,0.803,0.362,0.164,0.581,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(150,)",0.0001,0.796,0.534,0.875,0.547,0.417,0.705,0.704,0.337,0.82,0.353,0.164,0.578,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(175,)",0.1,0.805,0.683,0.842,0.62,0.496,0.762,0.648,0.316,0.753,0.302,0.068,0.535,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(175,)",0.01,0.796,0.547,0.871,0.552,0.421,0.709,0.686,0.316,0.803,0.323,0.121,0.56,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(175,)",0.001,0.773,0.55,0.842,0.527,0.381,0.696,0.701,0.326,0.82,0.344,0.153,0.573,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(175,)",0.0001,0.793,0.563,0.862,0.558,0.424,0.713,0.724,0.358,0.84,0.382,0.209,0.599,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(200,)",0.1,0.818,0.586,0.888,0.596,0.481,0.737,0.648,0.337,0.747,0.314,0.08,0.542,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(200,)",0.01,0.812,0.589,0.879,0.591,0.471,0.734,0.676,0.316,0.79,0.32,0.108,0.553,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(200,)",0.001,0.802,0.535,0.883,0.557,0.431,0.709,0.704,0.358,0.813,0.368,0.177,0.586,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(200,)",0.0001,0.805,0.481,0.904,0.533,0.419,0.693,0.716,0.284,0.853,0.323,0.155,0.569,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(225,)",0.1,0.776,0.614,0.825,0.558,0.417,0.72,0.653,0.358,0.747,0.329,0.1,0.552,0.633,0.368,0.717,0.326,0.079,0.543
relu,"(225,)",0.01,0.795,0.547,0.871,0.554,0.423,0.709,0.686,0.337,0.797,0.337,0.133,0.567,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(225,)",0.001,0.776,0.561,0.842,0.54,0.395,0.701,0.701,0.295,0.83,0.319,0.132,0.562,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(225,)",0.0001,0.786,0.534,0.862,0.535,0.399,0.698,0.714,0.305,0.843,0.333,0.157,0.574,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(250,)",0.1,0.796,0.604,0.854,0.579,0.452,0.729,0.63,0.274,0.743,0.259,0.016,0.509,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(250,)",0.01,0.818,0.589,0.888,0.601,0.485,0.738,0.681,0.337,0.79,0.333,0.126,0.563,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(250,)",0.001,0.796,0.521,0.879,0.54,0.411,0.7,0.696,0.347,0.807,0.356,0.158,0.577,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(250,)",0.0001,0.796,0.493,0.888,0.525,0.4,0.69,0.704,0.337,0.82,0.354,0.164,0.578,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(275,)",0.1,0.751,0.613,0.792,0.528,0.373,0.702,0.643,0.4,0.72,0.347,0.112,0.56,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(275,)",0.01,0.802,0.56,0.875,0.567,0.44,0.718,0.691,0.326,0.807,0.338,0.138,0.566,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(275,)",0.001,0.776,0.521,0.854,0.521,0.376,0.688,0.711,0.368,0.82,0.379,0.193,0.594,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(275,)",0.0001,0.786,0.535,0.862,0.539,0.4,0.699,0.706,0.326,0.827,0.346,0.159,0.576,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(300,)",0.1,0.802,0.687,0.838,0.622,0.495,0.762,0.648,0.347,0.743,0.322,0.091,0.545,0.62,0.263,0.733,0.25,-0.003,0.498
relu,"(300,)",0.01,0.815,0.561,0.892,0.582,0.466,0.726,0.673,0.274,0.8,0.282,0.074,0.537,0.671,0.316,0.783,0.316,0.099,0.55
relu,"(300,)",0.001,0.786,0.548,0.858,0.541,0.403,0.703,0.691,0.305,0.813,0.323,0.126,0.559,0.696,0.316,0.817,0.333,0.138,0.566
relu,"(300,)",0.0001,0.786,0.521,0.867,0.529,0.393,0.694,0.706,0.316,0.83,0.339,0.155,0.573,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(25,5)",0.1,0.783,0.6,0.838,0.559,0.424,0.719,0.661,0.347,0.76,0.33,0.107,0.554,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(25,5)",0.01,0.773,0.533,0.846,0.52,0.375,0.69,0.673,0.358,0.773,0.345,0.128,0.566,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(25,5)",0.001,0.741,0.479,0.821,0.459,0.292,0.65,0.676,0.358,0.777,0.345,0.132,0.567,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(25,5)",0.0001,0.741,0.477,0.821,0.451,0.286,0.649,0.678,0.358,0.78,0.347,0.136,0.569,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(50,10)",0.1,0.805,0.642,0.854,0.598,0.476,0.748,0.661,0.358,0.757,0.335,0.11,0.557,0.671,0.632,0.683,0.48,0.276,0.657
relu,"(50,10)",0.01,0.789,0.561,0.858,0.551,0.415,0.71,0.681,0.358,0.783,0.351,0.141,0.571,0.709,0.421,0.8,0.41,0.217,0.611
