n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.783,0.082,0.996,0.142,0.179,0.539,0.785,0.147,0.987,0.243,0.277,0.567,0.772,0.105,0.983,0.182,0.198,0.544
200,None,0.5,0.78,0.096,0.988,0.158,0.172,0.542,0.78,0.147,0.98,0.243,0.255,0.564,0.797,0.211,0.983,0.333,0.34,0.597
200,None,0.75,0.786,0.124,0.988,0.199,0.216,0.556,0.777,0.158,0.973,0.253,0.241,0.566,0.785,0.158,0.983,0.261,0.275,0.571
200,None,None,0.783,0.123,0.983,0.197,0.214,0.553,0.787,0.211,0.97,0.323,0.299,0.59,0.81,0.263,0.983,0.4,0.398,0.623
400,None,0.25,0.776,0.082,0.988,0.146,0.191,0.535,0.782,0.137,0.987,0.23,0.258,0.562,0.785,0.105,1.0,0.19,0.286,0.553
400,None,0.5,0.78,0.096,0.988,0.162,0.185,0.542,0.77,0.137,0.97,0.223,0.207,0.553,0.785,0.158,0.983,0.261,0.275,0.571
400,None,0.75,0.783,0.11,0.988,0.182,0.203,0.549,0.772,0.137,0.973,0.225,0.216,0.555,0.772,0.158,0.967,0.25,0.219,0.562
400,None,None,0.776,0.095,0.983,0.152,0.151,0.539,0.777,0.179,0.967,0.278,0.255,0.573,0.797,0.211,0.983,0.333,0.34,0.597
600,None,0.25,0.779,0.095,0.988,0.166,0.203,0.541,0.787,0.147,0.99,0.246,0.28,0.569,0.772,0.053,1.0,0.1,0.201,0.526
600,None,0.5,0.776,0.082,0.988,0.139,0.153,0.535,0.78,0.168,0.973,0.27,0.268,0.571,0.797,0.158,1.0,0.273,0.353,0.579
600,None,0.75,0.78,0.096,0.988,0.162,0.185,0.542,0.777,0.147,0.977,0.243,0.247,0.562,0.759,0.105,0.967,0.174,0.14,0.536
600,None,None,0.776,0.082,0.988,0.139,0.153,0.535,0.772,0.168,0.963,0.261,0.227,0.566,0.785,0.158,0.983,0.261,0.275,0.571
800,None,0.25,0.776,0.082,0.988,0.146,0.191,0.535,0.787,0.147,0.99,0.248,0.289,0.569,0.772,0.053,1.0,0.1,0.201,0.526
800,None,0.5,0.776,0.082,0.988,0.139,0.153,0.535,0.79,0.189,0.98,0.303,0.306,0.585,0.797,0.158,1.0,0.273,0.353,0.579
800,None,0.75,0.78,0.096,0.988,0.162,0.185,0.542,0.782,0.168,0.977,0.271,0.271,0.573,0.772,0.105,0.983,0.182,0.198,0.544
800,None,None,0.776,0.096,0.983,0.159,0.167,0.54,0.77,0.147,0.967,0.235,0.208,0.557,0.797,0.211,0.983,0.333,0.34,0.597
1000,None,0.25,0.77,0.054,0.988,0.097,0.114,0.521,0.785,0.137,0.99,0.233,0.278,0.563,0.785,0.105,1.0,0.19,0.286,0.553
1000,None,0.5,0.776,0.082,0.988,0.139,0.153,0.535,0.785,0.168,0.98,0.273,0.278,0.574,0.797,0.158,1.0,0.273,0.353,0.579
1000,None,0.75,0.78,0.096,0.988,0.162,0.185,0.542,0.777,0.147,0.977,0.239,0.246,0.562,0.797,0.158,1.0,0.273,0.353,0.579
1000,None,None,0.776,0.096,0.983,0.155,0.154,0.54,0.767,0.137,0.967,0.219,0.192,0.552,0.81,0.263,0.983,0.4,0.398,0.623
