n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.776,0.04,1.0,0.072,0.11,0.52,0.777,0.137,0.98,0.226,0.23,0.558,0.785,0.105,1.0,0.19,0.286,0.553
200,None,0.5,0.78,0.082,0.992,0.139,0.159,0.537,0.767,0.126,0.97,0.206,0.19,0.548,0.785,0.158,0.983,0.261,0.275,0.571
200,None,0.75,0.776,0.082,0.988,0.139,0.153,0.535,0.775,0.147,0.973,0.236,0.243,0.56,0.772,0.158,0.967,0.25,0.219,0.562
200,None,None,0.773,0.096,0.979,0.153,0.131,0.538,0.777,0.179,0.967,0.278,0.249,0.573,0.759,0.105,0.967,0.174,0.14,0.536
400,None,0.25,0.77,0.054,0.988,0.097,0.114,0.521,0.785,0.137,0.99,0.232,0.267,0.563,0.797,0.158,1.0,0.273,0.353,0.579
400,None,0.5,0.773,0.068,0.988,0.117,0.13,0.528,0.772,0.116,0.98,0.195,0.204,0.548,0.797,0.158,1.0,0.273,0.353,0.579
400,None,0.75,0.776,0.082,0.988,0.139,0.153,0.535,0.785,0.189,0.973,0.298,0.29,0.581,0.785,0.158,0.983,0.261,0.275,0.571
400,None,None,0.773,0.096,0.979,0.153,0.131,0.538,0.777,0.158,0.973,0.254,0.249,0.566,0.759,0.105,0.967,0.174,0.14,0.536
600,None,0.25,0.776,0.068,0.992,0.117,0.136,0.53,0.782,0.147,0.983,0.245,0.265,0.565,0.797,0.158,1.0,0.273,0.353,0.579
600,None,0.5,0.773,0.068,0.988,0.117,0.13,0.528,0.77,0.116,0.977,0.195,0.199,0.546,0.797,0.158,1.0,0.273,0.353,0.579
600,None,0.75,0.776,0.082,0.988,0.139,0.153,0.535,0.78,0.179,0.97,0.283,0.267,0.574,0.785,0.158,0.983,0.261,0.275,0.571
600,None,None,0.776,0.082,0.988,0.139,0.153,0.535,0.775,0.158,0.97,0.253,0.236,0.564,0.797,0.158,1.0,0.273,0.353,0.579
800,None,0.25,0.773,0.054,0.992,0.097,0.12,0.523,0.782,0.147,0.983,0.245,0.265,0.565,0.797,0.158,1.0,0.273,0.353,0.579
800,None,0.5,0.773,0.068,0.988,0.117,0.13,0.528,0.777,0.147,0.977,0.241,0.244,0.562,0.797,0.158,1.0,0.273,0.353,0.579
800,None,0.75,0.776,0.082,0.988,0.139,0.153,0.535,0.775,0.168,0.967,0.266,0.243,0.568,0.785,0.158,0.983,0.261,0.275,0.571
800,None,None,0.773,0.082,0.983,0.135,0.136,0.533,0.775,0.168,0.967,0.266,0.243,0.568,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,0.25,0.773,0.054,0.992,0.097,0.12,0.523,0.78,0.137,0.983,0.231,0.252,0.56,0.797,0.158,1.0,0.273,0.353,0.579
1000,None,0.5,0.776,0.082,0.988,0.139,0.153,0.535,0.777,0.147,0.977,0.242,0.244,0.562,0.797,0.158,1.0,0.273,0.353,0.579
1000,None,0.75,0.776,0.082,0.988,0.139,0.153,0.535,0.772,0.158,0.967,0.251,0.232,0.562,0.785,0.158,0.983,0.261,0.275,0.571
1000,None,None,0.773,0.082,0.983,0.135,0.136,0.533,0.77,0.147,0.967,0.236,0.212,0.557,0.785,0.158,0.983,0.261,0.275,0.571
