n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.78,0.083,0.992,0.144,0.182,0.537,0.803,0.232,0.983,0.359,0.369,0.607,0.797,0.211,0.983,0.333,0.34,0.597
200,None,0.5,0.773,0.11,0.975,0.179,0.19,0.542,0.795,0.232,0.973,0.352,0.34,0.602,0.797,0.263,0.967,0.385,0.346,0.615
200,None,0.75,0.776,0.124,0.975,0.204,0.22,0.549,0.792,0.263,0.96,0.38,0.342,0.612,0.772,0.263,0.933,0.357,0.264,0.598
200,None,None,0.776,0.151,0.967,0.236,0.223,0.559,0.772,0.232,0.943,0.33,0.268,0.587,0.785,0.316,0.933,0.414,0.32,0.625
400,None,0.25,0.773,0.096,0.979,0.163,0.192,0.538,0.797,0.221,0.98,0.343,0.344,0.601,0.81,0.211,1.0,0.348,0.41,0.605
400,None,0.5,0.77,0.096,0.975,0.16,0.172,0.536,0.792,0.242,0.967,0.362,0.336,0.604,0.823,0.316,0.983,0.462,0.45,0.65
400,None,0.75,0.779,0.137,0.975,0.226,0.252,0.556,0.795,0.274,0.96,0.392,0.351,0.617,0.772,0.263,0.933,0.357,0.264,0.598
400,None,None,0.779,0.151,0.971,0.243,0.251,0.561,0.787,0.274,0.95,0.382,0.327,0.612,0.785,0.316,0.933,0.414,0.32,0.625
600,None,0.25,0.779,0.11,0.983,0.187,0.221,0.546,0.795,0.211,0.98,0.331,0.332,0.595,0.797,0.211,0.983,0.333,0.34,0.597
600,None,0.5,0.776,0.096,0.983,0.165,0.202,0.54,0.792,0.232,0.97,0.352,0.332,0.601,0.797,0.211,0.983,0.333,0.34,0.597
600,None,0.75,0.773,0.124,0.971,0.202,0.213,0.547,0.787,0.253,0.957,0.366,0.324,0.605,0.772,0.263,0.933,0.357,0.264,0.598
600,None,None,0.773,0.124,0.971,0.202,0.213,0.547,0.78,0.253,0.947,0.355,0.296,0.6,0.772,0.263,0.933,0.357,0.264,0.598
800,None,0.25,0.776,0.096,0.983,0.165,0.202,0.54,0.795,0.2,0.983,0.319,0.327,0.592,0.797,0.211,0.983,0.333,0.34,0.597
800,None,0.5,0.776,0.096,0.983,0.165,0.202,0.54,0.787,0.221,0.967,0.336,0.31,0.594,0.797,0.211,0.983,0.333,0.34,0.597
800,None,0.75,0.776,0.124,0.975,0.204,0.22,0.549,0.787,0.253,0.957,0.365,0.318,0.605,0.759,0.211,0.933,0.296,0.204,0.572
800,None,None,0.77,0.124,0.967,0.199,0.193,0.545,0.78,0.263,0.943,0.365,0.3,0.603,0.772,0.263,0.933,0.357,0.264,0.598
1000,None,0.25,0.78,0.096,0.988,0.167,0.214,0.542,0.795,0.2,0.983,0.319,0.327,0.592,0.797,0.211,0.983,0.333,0.34,0.597
1000,None,0.5,0.78,0.11,0.983,0.186,0.225,0.547,0.79,0.232,0.967,0.349,0.323,0.599,0.797,0.211,0.983,0.333,0.34,0.597
1000,None,0.75,0.773,0.11,0.975,0.182,0.2,0.543,0.787,0.253,0.957,0.365,0.318,0.605,0.772,0.211,0.95,0.308,0.241,0.58
1000,None,None,0.773,0.124,0.971,0.201,0.2,0.547,0.78,0.253,0.947,0.355,0.296,0.6,0.772,0.263,0.933,0.357,0.264,0.598
