n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.792,0.123,0.996,0.209,0.276,0.559,0.813,0.232,0.997,0.372,0.417,0.614,0.823,0.263,1.0,0.417,0.462,0.632
200,None,0.5,0.795,0.15,0.992,0.239,0.267,0.571,0.797,0.221,0.98,0.34,0.338,0.601,0.81,0.316,0.967,0.444,0.4,0.641
200,None,0.75,0.783,0.164,0.971,0.252,0.227,0.567,0.813,0.295,0.977,0.429,0.41,0.636,0.81,0.316,0.967,0.444,0.4,0.641
200,None,None,0.783,0.15,0.975,0.233,0.227,0.563,0.803,0.284,0.967,0.408,0.372,0.625,0.797,0.263,0.967,0.385,0.346,0.615
400,None,0.25,0.789,0.136,0.987,0.217,0.253,0.562,0.805,0.221,0.99,0.352,0.381,0.606,0.823,0.263,1.0,0.417,0.462,0.632
400,None,0.5,0.792,0.15,0.987,0.239,0.272,0.569,0.81,0.263,0.983,0.397,0.396,0.623,0.797,0.263,0.967,0.385,0.346,0.615
400,None,0.75,0.786,0.164,0.975,0.254,0.253,0.569,0.8,0.253,0.973,0.373,0.351,0.613,0.823,0.368,0.967,0.5,0.451,0.668
400,None,None,0.789,0.177,0.975,0.267,0.262,0.576,0.813,0.316,0.97,0.446,0.411,0.643,0.797,0.316,0.95,0.429,0.358,0.633
600,None,0.25,0.789,0.123,0.992,0.21,0.264,0.557,0.808,0.232,0.99,0.365,0.39,0.611,0.823,0.263,1.0,0.417,0.462,0.632
600,None,0.5,0.792,0.15,0.987,0.239,0.272,0.569,0.81,0.263,0.983,0.399,0.397,0.623,0.797,0.263,0.967,0.385,0.346,0.615
600,None,0.75,0.796,0.178,0.983,0.278,0.295,0.581,0.8,0.253,0.973,0.373,0.351,0.613,0.81,0.316,0.967,0.444,0.4,0.641
600,None,None,0.786,0.15,0.979,0.24,0.245,0.565,0.81,0.305,0.97,0.433,0.395,0.638,0.797,0.263,0.967,0.385,0.346,0.615
800,None,0.25,0.786,0.11,0.992,0.188,0.245,0.551,0.805,0.221,0.99,0.348,0.377,0.606,0.81,0.263,0.983,0.4,0.398,0.623
800,None,0.5,0.792,0.15,0.987,0.239,0.272,0.569,0.81,0.263,0.983,0.399,0.397,0.623,0.81,0.316,0.967,0.444,0.4,0.641
800,None,0.75,0.792,0.178,0.979,0.276,0.281,0.579,0.805,0.274,0.973,0.399,0.374,0.624,0.81,0.316,0.967,0.444,0.4,0.641
800,None,None,0.786,0.165,0.975,0.258,0.258,0.57,0.81,0.295,0.973,0.422,0.392,0.634,0.797,0.263,0.967,0.385,0.346,0.615
1000,None,0.25,0.796,0.137,0.996,0.236,0.305,0.566,0.805,0.232,0.987,0.361,0.377,0.609,0.823,0.263,1.0,0.417,0.462,0.632
1000,None,0.5,0.789,0.15,0.983,0.237,0.253,0.566,0.813,0.274,0.983,0.41,0.407,0.629,0.81,0.316,0.967,0.444,0.4,0.641
1000,None,0.75,0.789,0.15,0.983,0.237,0.253,0.566,0.813,0.284,0.98,0.419,0.407,0.632,0.823,0.316,0.983,0.462,0.45,0.65
1000,None,None,0.796,0.178,0.983,0.278,0.295,0.581,0.81,0.295,0.973,0.424,0.394,0.634,0.797,0.263,0.967,0.385,0.346,0.615
