n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.792,0.123,0.996,0.212,0.285,0.559,0.785,0.168,0.98,0.275,0.289,0.574,0.823,0.263,1.0,0.417,0.462,0.632
200,None,0.5,0.786,0.123,0.987,0.202,0.225,0.555,0.79,0.221,0.97,0.333,0.306,0.596,0.785,0.211,0.967,0.32,0.286,0.589
200,None,0.75,0.799,0.177,0.987,0.265,0.281,0.582,0.795,0.263,0.963,0.379,0.332,0.613,0.797,0.263,0.967,0.385,0.346,0.615
200,None,None,0.789,0.15,0.983,0.229,0.243,0.567,0.792,0.242,0.967,0.358,0.322,0.604,0.785,0.263,0.95,0.37,0.302,0.607
400,None,0.25,0.789,0.109,0.996,0.19,0.262,0.552,0.785,0.158,0.983,0.262,0.282,0.571,0.81,0.211,1.0,0.348,0.41,0.605
400,None,0.5,0.792,0.15,0.987,0.244,0.277,0.569,0.79,0.221,0.97,0.335,0.309,0.596,0.797,0.263,0.967,0.385,0.346,0.615
400,None,0.75,0.795,0.178,0.983,0.278,0.301,0.581,0.795,0.263,0.963,0.378,0.333,0.613,0.81,0.263,0.983,0.4,0.398,0.623
400,None,None,0.789,0.164,0.979,0.255,0.259,0.571,0.797,0.253,0.97,0.373,0.342,0.611,0.785,0.263,0.95,0.37,0.302,0.607
600,None,0.25,0.795,0.136,0.996,0.236,0.301,0.566,0.785,0.158,0.983,0.262,0.282,0.571,0.81,0.263,0.983,0.4,0.398,0.623
600,None,0.5,0.786,0.122,0.987,0.199,0.221,0.555,0.785,0.221,0.963,0.327,0.287,0.592,0.785,0.211,0.967,0.32,0.286,0.589
600,None,0.75,0.792,0.164,0.983,0.257,0.278,0.574,0.795,0.263,0.963,0.379,0.336,0.613,0.772,0.158,0.967,0.25,0.219,0.562
600,None,None,0.795,0.178,0.983,0.275,0.294,0.581,0.79,0.242,0.963,0.354,0.311,0.603,0.772,0.211,0.95,0.308,0.241,0.58
800,None,0.25,0.792,0.122,0.996,0.211,0.263,0.559,0.79,0.179,0.983,0.292,0.309,0.581,0.823,0.263,1.0,0.417,0.462,0.632
800,None,0.5,0.786,0.123,0.987,0.207,0.244,0.555,0.782,0.211,0.963,0.314,0.274,0.587,0.785,0.211,0.967,0.32,0.286,0.589
800,None,0.75,0.795,0.164,0.987,0.259,0.291,0.576,0.795,0.263,0.963,0.379,0.336,0.613,0.772,0.158,0.967,0.25,0.219,0.562
800,None,None,0.802,0.178,0.992,0.278,0.33,0.585,0.787,0.232,0.963,0.342,0.3,0.597,0.797,0.263,0.967,0.385,0.346,0.615
1000,None,0.25,0.792,0.122,0.996,0.211,0.263,0.559,0.795,0.189,0.987,0.308,0.331,0.588,0.823,0.263,1.0,0.417,0.462,0.632
1000,None,0.5,0.789,0.136,0.987,0.224,0.259,0.562,0.78,0.2,0.963,0.3,0.259,0.582,0.785,0.211,0.967,0.32,0.286,0.589
1000,None,0.75,0.795,0.164,0.987,0.259,0.291,0.576,0.79,0.242,0.963,0.354,0.311,0.603,0.785,0.211,0.967,0.32,0.286,0.589
1000,None,None,0.805,0.192,0.992,0.302,0.35,0.592,0.787,0.232,0.963,0.342,0.3,0.597,0.797,0.263,0.967,0.385,0.346,0.615
