FPR,SVM AUC = 0.9896 (+/- 0.0036),MLP AUC = 0.9796 (+/- 0.0079),RF AUC = 0.9789 (+/- 0.0098)
0,0,0,0
0.01010101010101,0.916666666666667,0.5125,0.804040404040404
0.02020202020202,0.916666666666667,0.5125,0.808080808080808
0.03030303030303,0.9625,0.845833333333333,0.888068181818182
0.040404040404041,0.9625,0.845833333333333,0.893118686868687
0.050505050505051,0.966666666666667,0.958333333333333,0.908901515151515
0.060606060606061,0.966666666666667,0.958333333333333,0.911931818181818
0.070707070707071,0.975,0.991666666666667,0.947474747474748
0.080808080808081,0.975,0.991666666666667,0.94949494949495
0.090909090909091,0.979166666666667,0.991666666666667,0.958333333333333
0.101010101010101,0.979166666666667,0.991666666666667,0.958333333333333
0.111111111111111,0.983333333333333,0.991666666666667,0.958333333333333
0.121212121212121,0.983333333333333,0.991666666666667,0.958333333333333
0.131313131313131,0.991666666666667,0.991666666666667,0.95959595959596
0.141414141414141,0.991666666666667,0.991666666666667,0.961616161616162
0.151515151515152,0.991666666666667,0.991666666666667,0.9625
0.161616161616162,0.991666666666667,0.991666666666667,0.9625
0.171717171717172,0.991666666666667,0.991666666666667,0.964520202020202
0.181818181818182,0.991666666666667,0.991666666666667,0.968560606060606
0.191919191919192,0.991666666666667,0.991666666666667,0.983333333333333
0.202020202020202,0.991666666666667,0.991666666666667,0.983333333333333
0.212121212121212,0.995833333333333,0.995833333333333,0.983333333333333
0.222222222222222,0.995833333333333,0.995833333333333,0.983333333333333
0.232323232323232,0.995833333333333,0.995833333333333,0.983333333333333
0.242424242424242,0.995833333333333,0.995833333333333,0.983333333333333
0.252525252525252,0.995833333333333,0.995833333333333,0.983333333333333
0.262626262626263,0.995833333333333,0.995833333333333,0.983333333333333
0.272727272727273,1,0.995833333333333,0.983333333333333
0.282828282828283,1,0.995833333333333,0.983333333333333
0.292929292929293,1,1,0.9875
0.303030303030303,1,1,0.9875
0.313131313131313,1,1,0.991666666666667
0.323232323232323,1,1,0.991666666666667
0.333333333333333,1,1,0.991666666666667
0.343434343434343,1,1,0.991666666666667
0.353535353535354,1,1,0.991666666666667
0.363636363636364,1,1,0.991666666666667
0.373737373737374,1,1,0.991666666666667
0.383838383838384,1,1,0.991666666666667
0.393939393939394,1,1,0.991666666666667
0.404040404040404,1,1,0.991666666666667
0.414141414141414,1,1,0.991666666666667
0.424242424242424,1,1,0.993181818181818
0.434343434343434,1,1,0.99520202020202
0.444444444444444,1,1,0.995833333333333
0.454545454545455,1,1,0.995833333333333
0.464646464646465,1,1,0.995833333333333
0.474747474747475,1,1,0.995833333333333
0.484848484848485,1,1,1
0.494949494949495,1,1,1
0.505050505050505,1,1,1
0.515151515151515,1,1,1
0.525252525252525,1,1,1
0.535353535353535,1,1,1
0.545454545454546,1,1,1
0.555555555555556,1,1,1
0.565656565656566,1,1,1
0.575757575757576,1,1,1
0.585858585858586,1,1,1
0.595959595959596,1,1,1
0.606060606060606,1,1,1
0.616161616161616,1,1,1
0.626262626262626,1,1,1
0.636363636363636,1,1,1
0.646464646464646,1,1,1
0.656565656565657,1,1,1
0.666666666666667,1,1,1
0.676767676767677,1,1,1
0.686868686868687,1,1,1
0.696969696969697,1,1,1
0.707070707070707,1,1,1
0.717171717171717,1,1,1
0.727272727272727,1,1,1
0.737373737373737,1,1,1
0.747474747474748,1,1,1
0.757575757575758,1,1,1
0.767676767676768,1,1,1
0.777777777777778,1,1,1
0.787878787878788,1,1,1
0.797979797979798,1,1,1
0.808080808080808,1,1,1
0.818181818181818,1,1,1
0.828282828282828,1,1,1
0.838383838383838,1,1,1
0.848484848484848,1,1,1
0.858585858585859,1,1,1
0.868686868686869,1,1,1
0.878787878787879,1,1,1
0.888888888888889,1,1,1
0.898989898989899,1,1,1
0.909090909090909,1,1,1
0.919191919191919,1,1,1
0.929292929292929,1,1,1
0.939393939393939,1,1,1
0.94949494949495,1,1,1
0.95959595959596,1,1,1
0.96969696969697,1,1,1
0.97979797979798,1,1,1
0.98989898989899,1,1,1
1,1,1,1
