Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-9.7,4.6,0.2,0.732,0.553,0.778,0.448,0.292,0.665,0.619,0.582,0.629,0.39,0.174,0.605,0.66,0.727,0.643,0.471,0.303,0.685
linear,5,-10.5,4.9,0.8,0.785,0.347,0.898,0.381,0.272,0.623,0.706,0.509,0.757,0.42,0.243,0.633,0.811,0.545,0.881,0.545,0.426,0.713
linear,10,-10.7,4.9,0.8,0.785,0.347,0.898,0.381,0.272,0.623,0.702,0.509,0.752,0.418,0.238,0.631,0.811,0.545,0.881,0.545,0.426,0.713
linear,15,-10.7,4.9,0.8,0.789,0.347,0.904,0.385,0.279,0.626,0.702,0.509,0.752,0.418,0.238,0.631,0.811,0.545,0.881,0.545,0.426,0.713
