activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.939,0.946,0.931,0.941,0.883,0.939,0.723,0.25,0.933,0.358,0.26,0.592,0.731,0.25,0.944,0.364,0.281,0.597
relu,"(25,)",0.01,0.939,0.946,0.931,0.941,0.881,0.939,0.838,0.525,0.978,0.663,0.618,0.751,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(25,)",0.001,0.946,0.946,0.946,0.947,0.894,0.946,0.846,0.5,1.0,0.663,0.638,0.75,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(25,)",0.0001,0.946,0.946,0.946,0.947,0.894,0.946,0.869,0.575,1.0,0.728,0.695,0.788,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(50,)",0.1,0.925,0.946,0.904,0.928,0.854,0.925,0.815,0.625,0.9,0.662,0.563,0.762,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(50,)",0.01,0.946,0.959,0.931,0.947,0.895,0.945,0.815,0.575,0.922,0.658,0.555,0.749,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(50,)",0.001,0.966,0.972,0.958,0.967,0.933,0.965,0.823,0.525,0.956,0.648,0.568,0.74,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(50,)",0.0001,0.959,0.972,0.945,0.96,0.92,0.959,0.777,0.5,0.9,0.58,0.445,0.7,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(75,)",0.1,0.932,0.959,0.904,0.936,0.869,0.931,0.792,0.55,0.9,0.62,0.491,0.725,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(75,)",0.01,0.952,0.959,0.945,0.954,0.907,0.952,0.831,0.55,0.956,0.662,0.584,0.753,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(75,)",0.001,0.912,0.946,0.877,0.916,0.827,0.911,0.823,0.575,0.933,0.663,0.567,0.754,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(75,)",0.0001,0.892,0.946,0.837,0.898,0.789,0.891,0.8,0.65,0.867,0.662,0.525,0.758,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(100,)",0.1,0.925,0.959,0.89,0.929,0.855,0.925,0.815,0.625,0.9,0.674,0.556,0.762,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(100,)",0.01,0.959,0.959,0.96,0.959,0.921,0.96,0.823,0.55,0.944,0.656,0.568,0.747,0.808,0.5,0.944,0.615,0.52,0.722
relu,"(100,)",0.001,0.973,0.959,0.987,0.972,0.947,0.973,0.815,0.475,0.967,0.613,0.553,0.721,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(100,)",0.0001,0.973,0.959,0.987,0.972,0.947,0.973,0.808,0.4,0.989,0.561,0.535,0.694,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(125,)",0.1,0.925,0.972,0.877,0.929,0.855,0.925,0.854,0.8,0.878,0.765,0.666,0.839,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(125,)",0.01,0.96,0.946,0.973,0.959,0.922,0.96,0.8,0.45,0.956,0.575,0.501,0.703,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(125,)",0.001,0.96,0.96,0.959,0.96,0.921,0.96,0.792,0.425,0.956,0.555,0.48,0.69,0.808,0.375,1.0,0.545,0.542,0.688
