activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.851,0.904,0.795,0.862,0.72,0.85,0.708,0.75,0.689,0.614,0.409,0.719,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(25,)",0.01,0.837,0.932,0.741,0.853,0.688,0.837,0.738,0.675,0.767,0.614,0.427,0.721,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(25,)",0.001,0.864,0.958,0.769,0.878,0.748,0.863,0.708,0.65,0.733,0.58,0.369,0.692,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(25,)",0.0001,0.858,0.904,0.81,0.864,0.72,0.857,0.746,0.7,0.767,0.629,0.446,0.733,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(50,)",0.1,0.865,0.933,0.795,0.878,0.738,0.864,0.723,0.7,0.733,0.61,0.416,0.717,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(50,)",0.01,0.871,0.945,0.796,0.88,0.753,0.87,0.731,0.6,0.789,0.577,0.382,0.694,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(50,)",0.001,0.851,0.918,0.782,0.862,0.709,0.85,0.738,0.6,0.8,0.585,0.395,0.7,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(50,)",0.0001,0.844,0.876,0.81,0.847,0.692,0.843,0.692,0.55,0.756,0.526,0.303,0.653,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(75,)",0.1,0.838,0.945,0.729,0.856,0.698,0.837,0.715,0.75,0.7,0.62,0.42,0.725,0.692,0.75,0.667,0.6,0.386,0.708
relu,"(75,)",0.01,0.864,0.931,0.797,0.872,0.738,0.864,0.777,0.725,0.8,0.668,0.507,0.762,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(75,)",0.001,0.845,0.931,0.757,0.856,0.702,0.844,0.8,0.725,0.833,0.691,0.548,0.779,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(75,)",0.0001,0.837,0.904,0.77,0.846,0.684,0.837,0.754,0.6,0.822,0.599,0.423,0.711,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(100,)",0.1,0.858,0.946,0.77,0.873,0.73,0.858,0.7,0.75,0.678,0.608,0.398,0.714,0.692,0.75,0.667,0.6,0.386,0.708
relu,"(100,)",0.01,0.865,0.931,0.797,0.874,0.742,0.864,0.785,0.75,0.8,0.682,0.527,0.775,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(100,)",0.001,0.878,0.918,0.836,0.884,0.764,0.877,0.762,0.75,0.767,0.66,0.489,0.758,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(100,)",0.0001,0.864,0.904,0.824,0.868,0.731,0.864,0.754,0.75,0.756,0.654,0.479,0.753,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(125,)",0.1,0.865,0.918,0.81,0.873,0.739,0.864,0.685,0.725,0.667,0.589,0.366,0.696,0.692,0.75,0.667,0.6,0.386,0.708
relu,"(125,)",0.01,0.844,0.918,0.77,0.855,0.699,0.844,0.715,0.6,0.767,0.562,0.356,0.683,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(125,)",0.001,0.851,0.945,0.757,0.863,0.717,0.851,0.685,0.5,0.767,0.492,0.266,0.633,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(125,)",0.0001,0.851,0.917,0.784,0.858,0.709,0.85,0.692,0.475,0.789,0.486,0.268,0.632,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(150,)",0.1,0.851,0.958,0.743,0.867,0.725,0.85,0.723,0.75,0.711,0.625,0.433,0.731,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(150,)",0.01,0.851,0.931,0.77,0.862,0.714,0.85,0.762,0.725,0.778,0.651,0.479,0.751,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(150,)",0.001,0.871,0.958,0.783,0.881,0.758,0.87,0.731,0.65,0.767,0.597,0.4,0.708,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(150,)",0.0001,0.858,0.917,0.797,0.864,0.723,0.857,0.715,0.6,0.767,0.564,0.357,0.683,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(175,)",0.1,0.845,0.932,0.757,0.859,0.706,0.845,0.7,0.75,0.678,0.607,0.397,0.714,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(175,)",0.01,0.851,0.918,0.784,0.86,0.711,0.851,0.777,0.725,0.8,0.67,0.508,0.763,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(175,)",0.001,0.838,0.918,0.756,0.849,0.685,0.837,0.777,0.7,0.811,0.659,0.5,0.756,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(175,)",0.0001,0.851,0.89,0.81,0.856,0.706,0.85,0.738,0.65,0.778,0.604,0.418,0.714,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(200,)",0.1,0.851,0.945,0.756,0.865,0.723,0.85,0.685,0.7,0.678,0.578,0.353,0.689,0.692,0.75,0.667,0.6,0.386,0.708
relu,"(200,)",0.01,0.858,0.918,0.797,0.867,0.726,0.858,0.769,0.7,0.8,0.654,0.487,0.75,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(200,)",0.001,0.858,0.931,0.784,0.869,0.729,0.858,0.769,0.65,0.822,0.634,0.469,0.736,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(200,)",0.0001,0.851,0.904,0.796,0.858,0.711,0.85,0.769,0.7,0.8,0.652,0.486,0.75,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(225,)",0.1,0.811,0.958,0.661,0.837,0.66,0.81,0.669,0.75,0.633,0.584,0.356,0.692,0.692,0.75,0.667,0.6,0.386,0.708
relu,"(225,)",0.01,0.851,0.918,0.784,0.86,0.711,0.851,0.746,0.65,0.789,0.612,0.429,0.719,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(225,)",0.001,0.844,0.931,0.757,0.857,0.7,0.844,0.754,0.625,0.811,0.61,0.431,0.718,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(225,)",0.0001,0.844,0.89,0.797,0.849,0.694,0.844,0.738,0.625,0.789,0.596,0.406,0.707,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(250,)",0.1,0.838,0.973,0.702,0.861,0.703,0.838,0.692,0.75,0.667,0.603,0.389,0.708,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(250,)",0.01,0.851,0.918,0.784,0.86,0.711,0.851,0.746,0.7,0.767,0.628,0.445,0.733,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(250,)",0.001,0.865,0.946,0.784,0.876,0.741,0.865,0.762,0.675,0.8,0.634,0.462,0.738,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(250,)",0.0001,0.837,0.89,0.784,0.844,0.682,0.837,0.746,0.65,0.789,0.613,0.427,0.719,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(275,)",0.1,0.818,0.958,0.673,0.844,0.674,0.816,0.708,0.725,0.7,0.606,0.401,0.712,0.654,0.75,0.611,0.571,0.333,0.681
relu,"(275,)",0.01,0.865,0.931,0.796,0.874,0.74,0.864,0.746,0.65,0.789,0.614,0.43,0.719,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(275,)",0.001,0.871,0.945,0.796,0.881,0.756,0.87,0.738,0.625,0.789,0.596,0.406,0.707,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(275,)",0.0001,0.851,0.904,0.796,0.858,0.712,0.85,0.723,0.6,0.778,0.573,0.372,0.689,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(300,)",0.1,0.824,0.945,0.702,0.844,0.675,0.823,0.685,0.75,0.656,0.6,0.381,0.703,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(300,)",0.01,0.871,0.945,0.796,0.881,0.756,0.87,0.731,0.725,0.733,0.624,0.432,0.729,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(300,)",0.001,0.872,0.945,0.797,0.881,0.756,0.871,0.754,0.65,0.8,0.619,0.444,0.725,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(300,)",0.0001,0.858,0.904,0.81,0.863,0.721,0.857,0.769,0.675,0.811,0.64,0.474,0.743,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(25,5)",0.1,0.851,0.89,0.809,0.858,0.709,0.85,0.7,0.625,0.733,0.563,0.35,0.679,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(25,5)",0.01,0.837,0.905,0.769,0.848,0.681,0.837,0.715,0.65,0.744,0.586,0.378,0.697,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(25,5)",0.001,0.878,0.945,0.81,0.885,0.763,0.878,0.731,0.7,0.744,0.615,0.421,0.722,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(25,5)",0.0001,0.83,0.904,0.757,0.842,0.668,0.83,0.746,0.7,0.767,0.628,0.445,0.733,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(50,10)",0.1,0.851,0.947,0.755,0.867,0.723,0.851,0.731,0.675,0.756,0.608,0.414,0.715,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(50,10)",0.01,0.865,0.932,0.796,0.875,0.738,0.864,0.708,0.575,0.767,0.547,0.335,0.671,0.692,0.5,0.778,0.5,0.278,0.639
relu,"(50,10)",0.001,0.858,0.931,0.783,0.868,0.726,0.857,0.723,0.575,0.789,0.559,0.36,0.682,0.731,0.625,0.778,0.588,0.391,0.701
