n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.789,0.4,0.947,0.491,0.418,0.673,0.808,0.425,0.978,0.57,0.532,0.701,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.5,0.779,0.4,0.933,0.48,0.384,0.667,0.785,0.4,0.956,0.534,0.472,0.678,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.75,0.75,0.367,0.907,0.448,0.345,0.637,0.8,0.45,0.956,0.572,0.516,0.703,0.808,0.375,1.0,0.545,0.542,0.688
200,None,None,0.76,0.4,0.907,0.491,0.376,0.653,0.785,0.425,0.944,0.542,0.458,0.685,0.769,0.375,0.944,0.5,0.409,0.66
400,None,0.25,0.789,0.4,0.947,0.491,0.418,0.673,0.792,0.4,0.967,0.542,0.492,0.683,0.808,0.375,1.0,0.545,0.542,0.688
400,None,0.5,0.75,0.367,0.907,0.454,0.336,0.637,0.792,0.425,0.956,0.558,0.492,0.69,0.731,0.375,0.889,0.462,0.309,0.632
400,None,0.75,0.77,0.433,0.907,0.524,0.403,0.67,0.785,0.4,0.956,0.529,0.474,0.678,0.731,0.375,0.889,0.462,0.309,0.632
400,None,None,0.76,0.4,0.907,0.491,0.376,0.653,0.769,0.4,0.933,0.512,0.42,0.667,0.769,0.375,0.944,0.5,0.409,0.66
600,None,0.25,0.779,0.333,0.96,0.423,0.371,0.647,0.792,0.375,0.978,0.527,0.488,0.676,0.808,0.375,1.0,0.545,0.542,0.688
600,None,0.5,0.75,0.367,0.907,0.454,0.336,0.637,0.785,0.4,0.956,0.534,0.472,0.678,0.769,0.375,0.944,0.5,0.409,0.66
600,None,0.75,0.75,0.367,0.907,0.448,0.345,0.637,0.792,0.425,0.956,0.558,0.496,0.69,0.769,0.375,0.944,0.5,0.409,0.66
600,None,None,0.77,0.433,0.907,0.524,0.403,0.67,0.785,0.45,0.933,0.566,0.478,0.692,0.731,0.375,0.889,0.462,0.309,0.632
800,None,0.25,0.769,0.333,0.947,0.411,0.338,0.64,0.8,0.4,0.978,0.55,0.511,0.689,0.808,0.375,1.0,0.545,0.542,0.688
800,None,0.5,0.75,0.367,0.907,0.454,0.336,0.637,0.785,0.4,0.956,0.534,0.472,0.678,0.769,0.375,0.944,0.5,0.409,0.66
800,None,0.75,0.75,0.367,0.907,0.448,0.345,0.637,0.777,0.4,0.944,0.526,0.456,0.672,0.731,0.375,0.889,0.462,0.309,0.632
800,None,None,0.75,0.4,0.893,0.488,0.364,0.647,0.777,0.45,0.922,0.558,0.458,0.686,0.731,0.375,0.889,0.462,0.309,0.632
1000,None,0.25,0.788,0.367,0.96,0.448,0.399,0.663,0.8,0.4,0.978,0.55,0.511,0.689,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.5,0.76,0.367,0.92,0.454,0.346,0.643,0.792,0.4,0.967,0.543,0.491,0.683,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.75,0.75,0.367,0.907,0.448,0.345,0.637,0.792,0.4,0.967,0.543,0.491,0.683,0.731,0.375,0.889,0.462,0.309,0.632
1000,None,None,0.76,0.433,0.893,0.521,0.391,0.663,0.785,0.45,0.933,0.568,0.482,0.692,0.731,0.375,0.889,0.462,0.309,0.632
