n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.759,0.2,0.987,0.279,0.269,0.593,0.762,0.325,0.956,0.457,0.401,0.64,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.5,0.759,0.2,0.987,0.279,0.269,0.593,0.746,0.325,0.933,0.441,0.344,0.629,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.75,0.75,0.267,0.947,0.324,0.233,0.607,0.723,0.3,0.911,0.397,0.286,0.606,0.692,0.375,0.833,0.429,0.228,0.604
200,None,None,0.73,0.2,0.947,0.272,0.188,0.573,0.746,0.325,0.933,0.44,0.359,0.629,0.692,0.25,0.889,0.333,0.178,0.569
400,None,0.25,0.75,0.167,0.987,0.24,0.231,0.577,0.785,0.375,0.967,0.52,0.469,0.671,0.808,0.375,1.0,0.545,0.542,0.688
400,None,0.5,0.769,0.233,0.987,0.31,0.3,0.61,0.754,0.275,0.967,0.408,0.373,0.621,0.769,0.375,0.944,0.5,0.409,0.66
400,None,0.75,0.75,0.233,0.96,0.299,0.225,0.597,0.723,0.3,0.911,0.4,0.29,0.606,0.731,0.375,0.889,0.462,0.309,0.632
400,None,None,0.721,0.2,0.933,0.272,0.177,0.567,0.731,0.3,0.922,0.407,0.306,0.611,0.692,0.25,0.889,0.333,0.178,0.569
600,None,0.25,0.75,0.167,0.987,0.24,0.231,0.577,0.769,0.35,0.956,0.483,0.427,0.653,0.769,0.375,0.944,0.5,0.409,0.66
600,None,0.5,0.769,0.233,0.987,0.31,0.3,0.61,0.746,0.3,0.944,0.421,0.348,0.622,0.769,0.375,0.944,0.5,0.409,0.66
600,None,0.75,0.74,0.2,0.96,0.283,0.221,0.58,0.731,0.3,0.922,0.405,0.306,0.611,0.692,0.375,0.833,0.429,0.228,0.604
600,None,None,0.721,0.2,0.933,0.272,0.177,0.567,0.738,0.325,0.922,0.431,0.332,0.624,0.692,0.25,0.889,0.333,0.178,0.569
800,None,0.25,0.75,0.167,0.987,0.24,0.231,0.577,0.785,0.375,0.967,0.52,0.469,0.671,0.769,0.375,0.944,0.5,0.409,0.66
800,None,0.5,0.759,0.2,0.987,0.279,0.269,0.593,0.754,0.3,0.956,0.428,0.368,0.628,0.769,0.375,0.944,0.5,0.409,0.66
800,None,0.75,0.74,0.233,0.947,0.299,0.212,0.59,0.723,0.3,0.911,0.4,0.29,0.606,0.692,0.375,0.833,0.429,0.228,0.604
800,None,None,0.721,0.2,0.933,0.272,0.177,0.567,0.731,0.3,0.922,0.407,0.306,0.611,0.692,0.25,0.889,0.333,0.178,0.569
1000,None,0.25,0.759,0.2,0.987,0.283,0.262,0.593,0.785,0.375,0.967,0.52,0.469,0.671,0.769,0.375,0.944,0.5,0.409,0.66
1000,None,0.5,0.759,0.2,0.987,0.279,0.269,0.593,0.754,0.325,0.944,0.45,0.37,0.635,0.769,0.375,0.944,0.5,0.409,0.66
1000,None,0.75,0.74,0.2,0.96,0.283,0.221,0.58,0.723,0.3,0.911,0.4,0.29,0.606,0.769,0.375,0.944,0.5,0.409,0.66
1000,None,None,0.711,0.2,0.92,0.272,0.167,0.56,0.731,0.3,0.922,0.407,0.306,0.611,0.731,0.375,0.889,0.462,0.309,0.632
