Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.7,3.5,-0.7,0.703,0.697,0.705,0.491,0.339,0.701,0.672,0.764,0.648,0.493,0.337,0.706,0.66,0.727,0.643,0.471,0.303,0.685
poly,1,2,0.1,1,-2.0,3.3,-0.3,0.818,0.417,0.922,0.476,0.387,0.669,0.804,0.582,0.862,0.551,0.428,0.722,0.811,0.636,0.857,0.583,0.465,0.747
poly,1,2,0.1,2,-2.2,3.1,-0.3,0.809,0.392,0.916,0.45,0.349,0.654,0.808,0.6,0.862,0.565,0.444,0.731,0.774,0.636,0.81,0.538,0.401,0.723
poly,1,2,0.1,3,-2.4,3.0,-0.1,0.823,0.342,0.946,0.424,0.354,0.644,0.823,0.527,0.9,0.552,0.443,0.714,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.1,4,-2.6,2.9,0.0,0.828,0.297,0.964,0.399,0.355,0.631,0.808,0.455,0.9,0.496,0.381,0.677,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.01,0,-1.1,2.2,-0.6,0.804,0.508,0.88,0.514,0.395,0.694,0.792,0.745,0.805,0.597,0.484,0.775,0.792,0.909,0.762,0.645,0.561,0.835
poly,1,2,0.01,1,-3.2,2.3,0.0,0.814,0.347,0.934,0.431,0.349,0.641,0.777,0.509,0.848,0.487,0.347,0.678,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,2,0.01,2,-4.2,2.0,0.1,0.804,0.322,0.928,0.4,0.314,0.625,0.762,0.491,0.833,0.463,0.312,0.662,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.01,3,-4.7,2.2,0.1,0.799,0.322,0.922,0.392,0.299,0.622,0.766,0.491,0.838,0.463,0.315,0.665,0.792,0.455,0.881,0.476,0.348,0.668
poly,1,2,0.01,4,-5.5,2.5,-0.2,0.775,0.461,0.855,0.453,0.314,0.658,0.709,0.527,0.757,0.426,0.252,0.642,0.66,0.455,0.714,0.357,0.147,0.584
poly,1,2,0.001,0,-0.9,-0.8,-0.8,0.804,0.044,1.0,0.073,0.086,0.522,0.815,0.127,0.995,0.219,0.295,0.561,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.6,1.4,-0.2,0.761,0.672,0.783,0.537,0.401,0.728,0.755,0.909,0.714,0.606,0.514,0.812,0.774,0.909,0.738,0.625,0.537,0.824
poly,1,2,0.001,2,-1.8,1.5,0.1,0.814,0.417,0.916,0.476,0.377,0.666,0.86,0.836,0.867,0.714,0.638,0.852,0.868,0.818,0.881,0.72,0.643,0.85
poly,1,2,0.001,3,-2.1,1.6,0.1,0.804,0.417,0.904,0.463,0.355,0.66,0.826,0.782,0.838,0.653,0.555,0.81,0.774,0.727,0.786,0.571,0.446,0.756
poly,1,2,0.001,4,-2.4,1.6,0.0,0.79,0.464,0.874,0.474,0.345,0.669,0.766,0.745,0.771,0.571,0.446,0.758,0.736,0.727,0.738,0.533,0.394,0.733
poly,1,3,0.1,0,-1.9,3.9,-0.7,0.809,0.369,0.922,0.438,0.366,0.646,0.796,0.509,0.871,0.507,0.381,0.69,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,3,0.1,1,-1.4,3.6,-0.5,0.823,0.347,0.946,0.439,0.392,0.647,0.808,0.436,0.905,0.484,0.373,0.671,0.811,0.364,0.929,0.444,0.35,0.646
poly,1,3,0.1,2,-1.5,3.5,-0.5,0.813,0.392,0.922,0.458,0.368,0.657,0.785,0.491,0.862,0.487,0.352,0.676,0.792,0.545,0.857,0.522,0.39,0.701
poly,1,3,0.1,3,-1.7,3.3,-0.4,0.823,0.369,0.94,0.46,0.385,0.655,0.796,0.527,0.867,0.52,0.392,0.697,0.83,0.545,0.905,0.571,0.467,0.725
poly,1,3,0.1,4,-1.9,3.3,-0.3,0.818,0.344,0.94,0.43,0.354,0.642,0.804,0.491,0.886,0.509,0.388,0.688,0.83,0.545,0.905,0.571,0.467,0.725
poly,1,3,0.01,0,-1.3,1.9,-0.9,0.742,0.675,0.758,0.517,0.374,0.717,0.679,0.745,0.662,0.493,0.336,0.704,0.642,0.818,0.595,0.486,0.335,0.707
poly,1,3,0.01,1,-2.7,2.9,-0.3,0.804,0.367,0.916,0.426,0.324,0.641,0.762,0.509,0.829,0.472,0.324,0.669,0.717,0.545,0.762,0.444,0.272,0.654
poly,1,3,0.01,2,-3.5,2.4,0.1,0.818,0.275,0.958,0.372,0.322,0.616,0.789,0.382,0.895,0.427,0.304,0.639,0.774,0.364,0.881,0.4,0.264,0.622
poly,1,3,0.01,3,-3.9,2.4,-0.2,0.799,0.369,0.91,0.424,0.319,0.64,0.747,0.509,0.81,0.452,0.295,0.659,0.755,0.455,0.833,0.435,0.279,0.644
poly,1,3,0.01,4,-4.4,2.4,0.3,0.813,0.275,0.952,0.365,0.327,0.614,0.8,0.4,0.905,0.449,0.335,0.652,0.774,0.364,0.881,0.4,0.264,0.622
poly,1,3,0.001,0,-0.9,0.5,-0.9,0.672,0.2,0.8,0.065,0.0,0.5,0.691,0.273,0.8,0.202,0.217,0.536,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,3,0.001,1,-1.7,1.4,0.0,0.809,0.467,0.898,0.503,0.395,0.682,0.857,0.891,0.848,0.721,0.651,0.869,0.849,0.818,0.857,0.692,0.608,0.838
poly,1,3,0.001,2,-3.0,1.7,0.3,0.833,0.392,0.946,0.487,0.413,0.669,0.8,0.545,0.867,0.533,0.407,0.706,0.811,0.545,0.881,0.545,0.426,0.713
poly,1,3,0.001,3,-4.0,2.0,0.4,0.813,0.342,0.934,0.416,0.33,0.638,0.8,0.527,0.871,0.523,0.397,0.699,0.736,0.455,0.81,0.417,0.249,0.632
poly,1,3,0.001,4,-5.3,2.5,0.6,0.808,0.342,0.928,0.409,0.32,0.635,0.785,0.436,0.876,0.455,0.323,0.656,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,2,0.1,0,-1.7,3.5,-0.7,0.703,0.697,0.705,0.491,0.339,0.701,0.672,0.764,0.648,0.493,0.337,0.706,0.66,0.727,0.643,0.471,0.303,0.685
poly,5,2,0.1,1,-2.0,3.3,-0.3,0.818,0.417,0.922,0.476,0.387,0.669,0.804,0.582,0.862,0.551,0.428,0.722,0.811,0.636,0.857,0.583,0.465,0.747
poly,5,2,0.1,2,-2.2,3.1,-0.3,0.809,0.392,0.916,0.45,0.349,0.654,0.808,0.6,0.862,0.565,0.444,0.731,0.774,0.636,0.81,0.538,0.401,0.723
poly,5,2,0.1,3,-2.4,3.0,-0.1,0.823,0.342,0.946,0.424,0.354,0.644,0.823,0.527,0.9,0.552,0.443,0.714,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,2,0.1,4,-2.6,2.9,0.0,0.828,0.297,0.964,0.399,0.355,0.631,0.808,0.455,0.9,0.496,0.381,0.677,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,2,0.01,0,-1.5,3.5,-0.7,0.708,0.719,0.705,0.501,0.357,0.712,0.657,0.727,0.638,0.469,0.299,0.683,0.642,0.727,0.619,0.457,0.282,0.673
poly,5,2,0.01,1,-3.5,2.5,-0.1,0.818,0.344,0.94,0.428,0.353,0.642,0.777,0.527,0.843,0.496,0.358,0.685,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,2,0.01,2,-4.5,2.5,0.2,0.813,0.297,0.946,0.382,0.318,0.622,0.804,0.473,0.89,0.496,0.377,0.682,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,2,0.01,3,-5.5,2.6,0.2,0.809,0.322,0.934,0.405,0.332,0.628,0.8,0.473,0.886,0.488,0.369,0.679,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,2,0.01,4,-6.3,2.7,-0.0,0.799,0.347,0.916,0.421,0.327,0.631,0.77,0.491,0.843,0.467,0.329,0.667,0.755,0.364,0.857,0.381,0.229,0.61
poly,5,2,0.001,0,-0.9,-0.4,-0.8,0.651,0.714,0.63,0.48,0.328,0.672,0.653,0.745,0.629,0.518,0.311,0.687,0.717,0.727,0.714,0.516,0.369,0.721
poly,5,2,0.001,1,-2.7,1.8,0.1,0.809,0.417,0.91,0.471,0.366,0.663,0.804,0.709,0.829,0.602,0.486,0.769,0.736,0.545,0.786,0.462,0.298,0.666
poly,5,2,0.001,2,-3.9,1.8,0.3,0.828,0.414,0.934,0.495,0.41,0.674,0.792,0.564,0.852,0.529,0.4,0.708,0.774,0.545,0.833,0.5,0.357,0.689
poly,5,2,0.001,3,-4.3,2.1,-1.0,0.598,0.886,0.523,0.48,0.335,0.705,0.521,0.8,0.448,0.411,0.206,0.624,0.509,0.727,0.452,0.381,0.148,0.59
poly,5,2,0.001,4,-4.8,2.4,0.6,0.808,0.342,0.928,0.409,0.32,0.635,0.792,0.455,0.881,0.474,0.347,0.668,0.811,0.545,0.881,0.545,0.426,0.713
poly,5,3,0.1,0,-1.9,3.9,-0.7,0.809,0.369,0.922,0.438,0.366,0.646,0.796,0.509,0.871,0.507,0.381,0.69,0.774,0.455,0.857,0.455,0.312,0.656
poly,5,3,0.1,1,-1.4,3.6,-0.5,0.823,0.347,0.946,0.439,0.392,0.647,0.808,0.436,0.905,0.484,0.373,0.671,0.811,0.364,0.929,0.444,0.35,0.646
poly,5,3,0.1,2,-1.5,3.5,-0.5,0.813,0.392,0.922,0.458,0.368,0.657,0.785,0.491,0.862,0.487,0.352,0.676,0.792,0.545,0.857,0.522,0.39,0.701
poly,5,3,0.1,3,-1.7,3.3,-0.4,0.823,0.369,0.94,0.46,0.385,0.655,0.796,0.527,0.867,0.52,0.392,0.697,0.83,0.545,0.905,0.571,0.467,0.725
poly,5,3,0.1,4,-1.9,3.3,-0.3,0.818,0.344,0.94,0.43,0.354,0.642,0.804,0.491,0.886,0.509,0.388,0.688,0.83,0.545,0.905,0.571,0.467,0.725
poly,5,3,0.01,0,-1.6,2.9,-0.8,0.78,0.442,0.868,0.451,0.327,0.655,0.804,0.6,0.857,0.559,0.436,0.729,0.774,0.636,0.81,0.538,0.401,0.723
poly,5,3,0.01,1,-2.7,2.9,-0.2,0.818,0.319,0.946,0.401,0.331,0.633,0.792,0.491,0.871,0.497,0.369,0.681,0.755,0.455,0.833,0.435,0.279,0.644
poly,5,3,0.01,2,-3.5,2.4,0.1,0.818,0.275,0.958,0.372,0.322,0.616,0.789,0.382,0.895,0.427,0.304,0.639,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,3,0.01,3,-3.9,2.4,-0.2,0.799,0.369,0.91,0.424,0.319,0.64,0.747,0.509,0.81,0.452,0.295,0.659,0.755,0.455,0.833,0.435,0.279,0.644
poly,5,3,0.01,4,-4.4,2.4,0.3,0.813,0.275,0.952,0.365,0.327,0.614,0.8,0.4,0.905,0.449,0.335,0.652,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,3,0.001,0,-0.9,-0.7,-0.9,0.206,1.0,0.0,0.341,0.0,0.5,0.211,0.945,0.019,0.332,-0.071,0.482,0.208,0.909,0.024,0.323,-0.143,0.466
poly,5,3,0.001,1,-3.1,1.6,0.3,0.828,0.369,0.946,0.465,0.392,0.658,0.792,0.491,0.871,0.496,0.367,0.681,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,3,0.001,2,-5.5,2.7,0.4,0.799,0.367,0.91,0.423,0.318,0.638,0.785,0.473,0.867,0.475,0.341,0.67,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,3,0.001,3,-8.6,3.8,-0.6,0.728,0.581,0.764,0.465,0.307,0.672,0.675,0.6,0.695,0.433,0.249,0.648,0.66,0.455,0.714,0.357,0.147,0.584
poly,5,3,0.001,4,-9.8,3.9,-0.5,0.761,0.558,0.813,0.487,0.345,0.685,0.709,0.582,0.743,0.454,0.283,0.662,0.717,0.545,0.762,0.444,0.272,0.654
poly,10,2,0.1,0,-1.7,3.5,-0.7,0.703,0.697,0.705,0.491,0.339,0.701,0.672,0.764,0.648,0.493,0.337,0.706,0.66,0.727,0.643,0.471,0.303,0.685
poly,10,2,0.1,1,-2.0,3.3,-0.3,0.818,0.417,0.922,0.476,0.387,0.669,0.804,0.582,0.862,0.551,0.428,0.722,0.811,0.636,0.857,0.583,0.465,0.747
poly,10,2,0.1,2,-2.2,3.1,-0.3,0.809,0.392,0.916,0.45,0.349,0.654,0.808,0.6,0.862,0.565,0.444,0.731,0.774,0.636,0.81,0.538,0.401,0.723
poly,10,2,0.1,3,-2.4,3.0,-0.1,0.823,0.342,0.946,0.424,0.354,0.644,0.823,0.527,0.9,0.552,0.443,0.714,0.792,0.455,0.881,0.476,0.348,0.668
poly,10,2,0.1,4,-2.6,2.9,0.0,0.828,0.297,0.964,0.399,0.355,0.631,0.808,0.455,0.9,0.496,0.381,0.677,0.792,0.455,0.881,0.476,0.348,0.668
poly,10,2,0.01,0,-1.7,3.5,-0.7,0.703,0.697,0.705,0.491,0.339,0.701,0.672,0.764,0.648,0.493,0.337,0.706,0.66,0.727,0.643,0.471,0.303,0.685
poly,10,2,0.01,1,-3.5,2.5,-0.1,0.813,0.319,0.94,0.395,0.321,0.63,0.777,0.509,0.848,0.485,0.348,0.678,0.755,0.364,0.857,0.381,0.229,0.61
poly,10,2,0.01,2,-4.6,2.5,0.2,0.813,0.297,0.946,0.382,0.318,0.622,0.804,0.473,0.89,0.496,0.377,0.682,0.774,0.364,0.881,0.4,0.264,0.622
poly,10,2,0.01,3,-5.6,2.6,0.2,0.809,0.322,0.934,0.405,0.332,0.628,0.8,0.473,0.886,0.488,0.369,0.679,0.774,0.364,0.881,0.4,0.264,0.622
poly,10,2,0.01,4,-6.3,2.7,-0.0,0.799,0.347,0.916,0.421,0.327,0.631,0.77,0.491,0.843,0.467,0.329,0.667,0.755,0.364,0.857,0.381,0.229,0.61
poly,10,2,0.001,0,-0.9,-0.1,-0.8,0.699,0.719,0.692,0.501,0.354,0.706,0.645,0.745,0.619,0.482,0.311,0.682,0.679,0.727,0.667,0.485,0.324,0.697
poly,10,2,0.001,1,-3.7,1.8,0.3,0.823,0.414,0.928,0.488,0.398,0.671,0.785,0.509,0.857,0.495,0.36,0.683,0.774,0.545,0.833,0.5,0.357,0.689
poly,10,2,0.001,2,-4.8,2.3,-0.2,0.761,0.533,0.819,0.469,0.324,0.676,0.687,0.582,0.714,0.437,0.253,0.648,0.698,0.545,0.738,0.429,0.246,0.642
poly,10,2,0.001,3,-6.0,2.9,-0.6,0.704,0.656,0.716,0.476,0.314,0.686,0.642,0.655,0.638,0.432,0.241,0.646,0.604,0.545,0.619,0.364,0.135,0.582
poly,10,2,0.001,4,-6.8,3.5,0.5,0.794,0.367,0.904,0.418,0.309,0.635,0.785,0.436,0.876,0.453,0.321,0.656,0.774,0.364,0.881,0.4,0.264,0.622
poly,10,3,0.1,0,-1.9,3.9,-0.7,0.809,0.369,0.922,0.438,0.366,0.646,0.796,0.509,0.871,0.507,0.381,0.69,0.774,0.455,0.857,0.455,0.312,0.656
poly,10,3,0.1,1,-1.4,3.6,-0.5,0.823,0.347,0.946,0.439,0.392,0.647,0.808,0.436,0.905,0.484,0.373,0.671,0.811,0.364,0.929,0.444,0.35,0.646
poly,10,3,0.1,2,-1.5,3.5,-0.5,0.813,0.392,0.922,0.458,0.368,0.657,0.785,0.491,0.862,0.487,0.352,0.676,0.792,0.545,0.857,0.522,0.39,0.701
poly,10,3,0.1,3,-1.7,3.3,-0.4,0.823,0.369,0.94,0.46,0.385,0.655,0.796,0.527,0.867,0.52,0.392,0.697,0.83,0.545,0.905,0.571,0.467,0.725
poly,10,3,0.1,4,-1.9,3.3,-0.3,0.818,0.344,0.94,0.43,0.354,0.642,0.804,0.491,0.886,0.509,0.388,0.688,0.83,0.545,0.905,0.571,0.467,0.725
poly,10,3,0.01,0,-1.9,3.8,-0.7,0.809,0.369,0.922,0.438,0.366,0.646,0.789,0.455,0.876,0.471,0.341,0.665,0.811,0.545,0.881,0.545,0.426,0.713
poly,10,3,0.01,1,-2.7,2.9,-0.2,0.818,0.319,0.946,0.401,0.331,0.633,0.792,0.491,0.871,0.497,0.369,0.681,0.755,0.455,0.833,0.435,0.279,0.644
poly,10,3,0.01,2,-3.5,2.4,0.1,0.818,0.275,0.958,0.372,0.322,0.616,0.789,0.382,0.895,0.427,0.304,0.639,0.774,0.364,0.881,0.4,0.264,0.622
poly,10,3,0.01,3,-3.9,2.4,-0.2,0.799,0.369,0.91,0.424,0.319,0.64,0.747,0.509,0.81,0.452,0.295,0.659,0.755,0.455,0.833,0.435,0.279,0.644
poly,10,3,0.01,4,-4.4,2.4,0.3,0.813,0.275,0.952,0.365,0.327,0.614,0.8,0.4,0.905,0.449,0.335,0.652,0.774,0.364,0.881,0.4,0.264,0.622
poly,10,3,0.001,0,-0.9,-0.7,-0.8,0.694,0.267,0.8,0.171,0.106,0.533,0.706,0.364,0.795,0.311,0.247,0.579,0.811,0.091,1.0,0.167,0.271,0.545
poly,10,3,0.001,1,-4.1,2.1,-0.4,0.723,0.603,0.753,0.471,0.309,0.678,0.645,0.582,0.662,0.407,0.205,0.622,0.642,0.636,0.643,0.424,0.23,0.64
poly,10,3,0.001,2,-7.8,3.2,-0.6,0.732,0.581,0.77,0.47,0.314,0.675,0.66,0.6,0.676,0.422,0.231,0.638,0.66,0.455,0.714,0.357,0.147,0.584
poly,10,3,0.001,3,-9.3,3.7,-0.3,0.776,0.514,0.843,0.487,0.347,0.678,0.732,0.564,0.776,0.467,0.304,0.67,0.717,0.455,0.786,0.4,0.221,0.62
poly,10,3,0.001,4,-10.1,3.4,-0.4,0.78,0.561,0.837,0.512,0.377,0.699,0.74,0.636,0.767,0.505,0.353,0.702,0.717,0.455,0.786,0.4,0.221,0.62
