Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-3.0,4.7,-0.7,0.76,0.675,0.783,0.542,0.408,0.729,0.755,0.855,0.729,0.59,0.484,0.792,0.717,0.818,0.69,0.545,0.419,0.754
poly,1,2,0.1,1,-3.8,5.8,-0.6,0.804,0.628,0.849,0.568,0.448,0.738,0.751,0.818,0.733,0.576,0.461,0.776,0.736,0.818,0.714,0.562,0.441,0.766
poly,1,2,0.1,2,-4.8,6.0,-0.8,0.78,0.703,0.801,0.57,0.447,0.752,0.709,0.836,0.676,0.544,0.421,0.756,0.679,0.818,0.643,0.514,0.376,0.731
poly,1,2,0.1,3,-5.5,6.2,-0.6,0.794,0.603,0.843,0.549,0.423,0.723,0.774,0.8,0.767,0.592,0.482,0.783,0.698,0.818,0.667,0.529,0.397,0.742
poly,1,2,0.1,4,-6.0,6.4,0.8,0.838,0.281,0.982,0.416,0.418,0.631,0.857,0.455,0.962,0.557,0.505,0.708,0.849,0.364,0.976,0.5,0.471,0.67
poly,1,2,0.01,0,-1.1,0.7,-0.7,0.828,0.558,0.897,0.573,0.468,0.728,0.8,0.582,0.857,0.548,0.421,0.719,0.755,0.636,0.786,0.519,0.373,0.711
poly,1,2,0.01,1,-2.6,3.0,0.5,0.837,0.342,0.964,0.436,0.409,0.653,0.86,0.655,0.914,0.655,0.572,0.784,0.887,0.818,0.905,0.75,0.681,0.861
poly,1,2,0.01,2,-3.4,3.4,0.4,0.833,0.439,0.934,0.514,0.43,0.686,0.834,0.691,0.871,0.627,0.529,0.781,0.849,0.818,0.857,0.692,0.608,0.838
poly,1,2,0.01,3,-4.4,3.6,0.5,0.838,0.417,0.946,0.513,0.443,0.681,0.842,0.673,0.886,0.633,0.54,0.779,0.849,0.818,0.857,0.692,0.608,0.838
poly,1,2,0.01,4,-4.8,3.6,0.5,0.833,0.417,0.94,0.507,0.43,0.678,0.842,0.655,0.89,0.628,0.533,0.773,0.849,0.818,0.857,0.692,0.608,0.838
poly,1,2,0.001,0,-1.0,0.5,-1.0,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.2,0.7,-0.4,0.785,0.722,0.801,0.587,0.471,0.761,0.751,0.982,0.69,0.623,0.551,0.836,0.736,1.0,0.667,0.611,0.542,0.833
poly,1,2,0.001,2,-1.6,1.4,-0.1,0.823,0.514,0.903,0.539,0.435,0.709,0.823,0.818,0.824,0.655,0.564,0.821,0.811,0.818,0.81,0.643,0.545,0.814
poly,1,2,0.001,3,-1.8,1.5,-0.1,0.814,0.511,0.891,0.521,0.421,0.701,0.808,0.836,0.8,0.643,0.549,0.818,0.811,0.818,0.81,0.643,0.545,0.814
poly,1,2,0.001,4,-1.9,1.9,0.0,0.804,0.461,0.891,0.486,0.381,0.676,0.811,0.818,0.81,0.644,0.548,0.814,0.811,0.818,0.81,0.643,0.545,0.814
poly,1,3,0.1,0,-2.2,3.6,-0.8,0.799,0.489,0.879,0.501,0.384,0.684,0.792,0.727,0.81,0.591,0.474,0.768,0.83,0.909,0.81,0.69,0.615,0.859
poly,1,3,0.1,1,-2.4,5.0,-0.1,0.838,0.328,0.97,0.44,0.425,0.649,0.857,0.6,0.924,0.624,0.541,0.762,0.849,0.636,0.905,0.636,0.541,0.771
poly,1,3,0.1,2,-3.1,5.4,-0.2,0.832,0.394,0.946,0.491,0.427,0.67,0.842,0.709,0.876,0.652,0.554,0.793,0.868,0.818,0.881,0.72,0.643,0.85
poly,1,3,0.1,3,-3.7,5.7,0.0,0.837,0.372,0.958,0.485,0.434,0.665,0.857,0.691,0.9,0.665,0.577,0.795,0.868,0.727,0.905,0.696,0.612,0.816
poly,1,3,0.1,4,-4.3,5.9,-0.6,0.789,0.628,0.831,0.55,0.424,0.729,0.762,0.836,0.743,0.592,0.485,0.79,0.755,0.818,0.738,0.581,0.465,0.778
poly,1,3,0.01,0,-1.1,-0.2,-0.9,0.818,0.347,0.94,0.44,0.366,0.643,0.77,0.455,0.852,0.447,0.305,0.653,0.755,0.455,0.833,0.435,0.279,0.644
poly,1,3,0.01,1,-3.1,2.9,0.1,0.852,0.461,0.952,0.555,0.497,0.706,0.842,0.745,0.867,0.658,0.566,0.806,0.83,0.818,0.833,0.667,0.576,0.826
