Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-5.5,11.8,0.2,0.808,0.372,0.922,0.446,0.359,0.647,0.694,0.236,0.814,0.242,0.053,0.525,0.717,0.364,0.81,0.348,0.168,0.587
poly,1,2,0.1,1,-5.8,12.9,1.1,0.818,0.258,0.964,0.368,0.327,0.611,0.751,0.055,0.933,0.085,-0.004,0.494,0.736,0.091,0.905,0.125,-0.006,0.498
poly,1,2,0.1,2,-8.0,12.0,1.4,0.823,0.233,0.976,0.351,0.342,0.605,0.762,0.036,0.952,0.056,-0.027,0.494,0.736,0.0,0.929,0.0,-0.125,0.464
poly,1,2,0.1,3,-9.4,11.2,1.4,0.823,0.233,0.976,0.351,0.342,0.605,0.766,0.055,0.952,0.087,0.015,0.503,0.736,0.0,0.929,0.0,-0.125,0.464
poly,1,2,0.1,4,-11.0,10.8,1.3,0.823,0.233,0.976,0.351,0.342,0.605,0.762,0.073,0.943,0.102,0.015,0.508,0.755,0.091,0.929,0.133,0.03,0.51
poly,1,2,0.01,0,-1.1,0.9,-0.9,0.803,0.575,0.861,0.547,0.431,0.718,0.758,0.691,0.776,0.541,0.405,0.734,0.717,0.818,0.69,0.545,0.419,0.754
poly,1,2,0.01,1,-2.3,2.1,0.0,0.799,0.344,0.916,0.408,0.323,0.63,0.743,0.327,0.852,0.335,0.18,0.59,0.755,0.364,0.857,0.381,0.229,0.61
poly,1,2,0.01,2,-3.0,2.3,0.9,0.818,0.181,0.982,0.268,0.266,0.581,0.736,0.018,0.924,0.027,-0.098,0.471,0.717,0.0,0.905,0.0,-0.146,0.452
poly,1,2,0.01,3,-4.1,3.2,0.3,0.79,0.342,0.903,0.378,0.298,0.623,0.713,0.182,0.852,0.199,0.029,0.517,0.698,0.091,0.857,0.111,-0.062,0.474
poly,1,2,0.01,4,-4.4,3.7,0.3,0.785,0.342,0.897,0.376,0.291,0.619,0.713,0.236,0.838,0.242,0.066,0.537,0.698,0.091,0.857,0.111,-0.062,0.474
poly,1,2,0.001,0,-1.0,-0.9,-1.0,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.0,0.8,-0.2,0.818,0.161,0.988,0.253,0.274,0.574,0.762,0.091,0.938,0.137,0.052,0.515,0.755,0.091,0.929,0.133,0.03,0.51
poly,1,2,0.001,2,-1.2,1.2,-0.2,0.813,0.253,0.958,0.352,0.325,0.605,0.751,0.327,0.862,0.327,0.189,0.595,0.755,0.273,0.881,0.316,0.174,0.577
poly,1,2,0.001,3,-1.3,1.4,-0.0,0.818,0.253,0.964,0.355,0.346,0.608,0.743,0.255,0.871,0.253,0.113,0.563,0.755,0.273,0.881,0.316,0.174,0.577
poly,1,2,0.001,4,-1.5,1.5,0.1,0.809,0.228,0.958,0.307,0.267,0.593,0.743,0.255,0.871,0.257,0.114,0.563,0.736,0.182,0.881,0.222,0.075,0.531
poly,1,3,0.1,0,-8.2,13.2,-0.5,0.799,0.322,0.922,0.372,0.279,0.622,0.736,0.327,0.843,0.338,0.178,0.585,0.717,0.273,0.833,0.286,0.11,0.553
poly,1,3,0.1,1,-6.5,16.4,0.8,0.823,0.258,0.97,0.37,0.351,0.614,0.766,0.145,0.929,0.198,0.101,0.537,0.792,0.182,0.952,0.267,0.206,0.567
poly,1,3,0.1,2,-10.8,18.2,1.2,0.818,0.211,0.976,0.316,0.305,0.594,0.758,0.127,0.924,0.178,0.079,0.526,0.755,0.091,0.929,0.133,0.03,0.51
poly,1,3,0.1,3,-15.6,18.9,1.2,0.813,0.211,0.97,0.311,0.289,0.59,0.751,0.145,0.91,0.182,0.06,0.527,0.774,0.182,0.929,0.25,0.153,0.555
