n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.873,0.917,0.829,0.879,0.75,0.873,0.749,0.495,0.83,0.487,0.322,0.662,0.759,0.474,0.85,0.486,0.33,0.662
200,None,0.5,0.865,0.912,0.817,0.871,0.734,0.865,0.747,0.516,0.82,0.495,0.328,0.668,0.772,0.526,0.85,0.526,0.376,0.688
200,None,0.75,0.862,0.912,0.812,0.869,0.729,0.862,0.752,0.526,0.823,0.505,0.341,0.675,0.759,0.526,0.833,0.513,0.354,0.68
200,None,None,0.869,0.925,0.812,0.876,0.743,0.869,0.747,0.526,0.817,0.501,0.333,0.671,0.759,0.526,0.833,0.513,0.354,0.68
400,None,0.25,0.875,0.917,0.833,0.881,0.754,0.875,0.757,0.516,0.833,0.505,0.345,0.675,0.772,0.526,0.85,0.526,0.376,0.688
400,None,0.5,0.867,0.917,0.817,0.874,0.738,0.867,0.749,0.516,0.823,0.498,0.332,0.67,0.772,0.526,0.85,0.526,0.376,0.688
400,None,0.75,0.862,0.921,0.804,0.87,0.731,0.862,0.752,0.526,0.823,0.505,0.341,0.675,0.772,0.526,0.85,0.526,0.376,0.688
400,None,None,0.865,0.917,0.812,0.872,0.734,0.865,0.749,0.526,0.82,0.503,0.337,0.673,0.759,0.526,0.833,0.513,0.354,0.68
600,None,0.25,0.875,0.921,0.829,0.881,0.755,0.875,0.754,0.516,0.83,0.503,0.341,0.673,0.772,0.526,0.85,0.526,0.376,0.688
600,None,0.5,0.869,0.917,0.821,0.875,0.742,0.869,0.754,0.516,0.83,0.503,0.341,0.673,0.759,0.526,0.833,0.513,0.354,0.68
600,None,0.75,0.869,0.929,0.808,0.877,0.743,0.869,0.752,0.526,0.823,0.505,0.341,0.675,0.772,0.526,0.85,0.526,0.376,0.688
600,None,None,0.865,0.921,0.808,0.873,0.735,0.865,0.744,0.526,0.813,0.498,0.329,0.67,0.747,0.526,0.817,0.5,0.332,0.671
800,None,0.25,0.871,0.921,0.821,0.878,0.747,0.871,0.757,0.516,0.833,0.506,0.346,0.675,0.772,0.526,0.85,0.526,0.376,0.688
800,None,0.5,0.867,0.921,0.812,0.874,0.739,0.867,0.754,0.516,0.83,0.503,0.341,0.673,0.759,0.526,0.833,0.513,0.354,0.68
800,None,0.75,0.865,0.921,0.808,0.872,0.734,0.865,0.749,0.526,0.82,0.503,0.337,0.673,0.772,0.526,0.85,0.526,0.376,0.688
800,None,None,0.856,0.912,0.8,0.864,0.718,0.856,0.747,0.526,0.817,0.5,0.333,0.671,0.734,0.526,0.8,0.488,0.311,0.663
1000,None,0.25,0.873,0.921,0.825,0.88,0.751,0.873,0.762,0.516,0.84,0.511,0.354,0.678,0.772,0.526,0.85,0.526,0.376,0.688
1000,None,0.5,0.867,0.921,0.812,0.874,0.739,0.867,0.752,0.516,0.827,0.5,0.336,0.671,0.759,0.526,0.833,0.513,0.354,0.68
1000,None,0.75,0.865,0.921,0.808,0.872,0.735,0.865,0.752,0.526,0.823,0.505,0.341,0.675,0.772,0.526,0.85,0.526,0.376,0.688
1000,None,None,0.856,0.917,0.796,0.865,0.718,0.856,0.749,0.526,0.82,0.503,0.337,0.673,0.747,0.526,0.817,0.5,0.332,0.671
