n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.908,0.904,0.912,0.908,0.817,0.908,0.803,0.537,0.887,0.567,0.442,0.712,0.797,0.526,0.883,0.556,0.426,0.705
200,None,0.5,0.902,0.9,0.904,0.901,0.806,0.902,0.795,0.568,0.867,0.574,0.441,0.718,0.797,0.526,0.883,0.556,0.426,0.705
200,None,0.75,0.906,0.908,0.904,0.906,0.814,0.906,0.78,0.547,0.853,0.545,0.401,0.7,0.823,0.579,0.9,0.611,0.498,0.739
200,None,None,0.902,0.904,0.9,0.902,0.805,0.902,0.782,0.547,0.857,0.547,0.404,0.702,0.81,0.579,0.883,0.595,0.471,0.731
400,None,0.25,0.915,0.908,0.921,0.914,0.83,0.915,0.8,0.547,0.88,0.568,0.44,0.714,0.823,0.579,0.9,0.611,0.498,0.739
400,None,0.5,0.921,0.917,0.925,0.92,0.843,0.921,0.8,0.558,0.877,0.574,0.445,0.717,0.797,0.579,0.867,0.579,0.446,0.723
400,None,0.75,0.91,0.912,0.908,0.91,0.822,0.91,0.795,0.568,0.867,0.572,0.438,0.718,0.823,0.579,0.9,0.611,0.498,0.739
400,None,None,0.904,0.908,0.9,0.904,0.81,0.904,0.775,0.537,0.85,0.535,0.386,0.693,0.81,0.579,0.883,0.595,0.471,0.731
600,None,0.25,0.912,0.908,0.917,0.912,0.826,0.912,0.803,0.558,0.88,0.576,0.448,0.719,0.797,0.526,0.883,0.556,0.426,0.705
600,None,0.5,0.919,0.917,0.921,0.918,0.838,0.919,0.803,0.568,0.877,0.582,0.453,0.723,0.81,0.579,0.883,0.595,0.471,0.731
600,None,0.75,0.904,0.912,0.896,0.904,0.81,0.904,0.797,0.579,0.867,0.579,0.447,0.723,0.81,0.579,0.883,0.595,0.471,0.731
600,None,None,0.898,0.904,0.892,0.898,0.797,0.898,0.79,0.558,0.863,0.561,0.424,0.711,0.81,0.579,0.883,0.595,0.471,0.731
800,None,0.25,0.915,0.908,0.921,0.914,0.83,0.915,0.797,0.558,0.873,0.57,0.438,0.716,0.797,0.526,0.883,0.556,0.426,0.705
800,None,0.5,0.915,0.917,0.912,0.914,0.83,0.915,0.803,0.568,0.877,0.581,0.452,0.723,0.81,0.579,0.883,0.595,0.471,0.731
800,None,0.75,0.908,0.912,0.904,0.908,0.818,0.908,0.792,0.568,0.863,0.569,0.432,0.716,0.81,0.579,0.883,0.595,0.471,0.731
800,None,None,0.898,0.912,0.883,0.899,0.798,0.898,0.785,0.547,0.86,0.55,0.409,0.704,0.81,0.579,0.883,0.595,0.471,0.731
1000,None,0.25,0.917,0.912,0.921,0.916,0.834,0.917,0.805,0.547,0.887,0.575,0.45,0.717,0.81,0.526,0.9,0.571,0.453,0.713
1000,None,0.5,0.908,0.912,0.904,0.908,0.818,0.908,0.79,0.547,0.867,0.556,0.42,0.707,0.823,0.579,0.9,0.611,0.498,0.739
1000,None,0.75,0.904,0.912,0.896,0.904,0.811,0.904,0.787,0.558,0.86,0.558,0.418,0.709,0.81,0.579,0.883,0.595,0.471,0.731
1000,None,None,0.904,0.917,0.892,0.905,0.81,0.904,0.785,0.547,0.86,0.55,0.409,0.704,0.81,0.579,0.883,0.595,0.471,0.731
