n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.91,0.938,0.883,0.912,0.824,0.91,0.833,0.621,0.9,0.64,0.534,0.761,0.835,0.579,0.917,0.629,0.527,0.748
200,None,0.5,0.908,0.933,0.883,0.91,0.819,0.908,0.841,0.663,0.897,0.667,0.563,0.78,0.81,0.632,0.867,0.615,0.49,0.749
200,None,0.75,0.896,0.938,0.854,0.899,0.796,0.896,0.833,0.642,0.893,0.649,0.539,0.768,0.861,0.632,0.933,0.686,0.601,0.782
200,None,None,0.896,0.938,0.854,0.899,0.797,0.896,0.823,0.632,0.883,0.632,0.516,0.757,0.861,0.684,0.917,0.703,0.612,0.8
400,None,0.25,0.906,0.938,0.875,0.909,0.815,0.906,0.835,0.621,0.903,0.644,0.539,0.762,0.835,0.579,0.917,0.629,0.527,0.748
400,None,0.5,0.902,0.938,0.867,0.905,0.808,0.902,0.825,0.642,0.883,0.638,0.524,0.763,0.835,0.579,0.917,0.629,0.527,0.748
400,None,0.75,0.896,0.938,0.854,0.899,0.796,0.896,0.838,0.653,0.897,0.66,0.554,0.775,0.848,0.632,0.917,0.667,0.57,0.774
400,None,None,0.896,0.938,0.854,0.899,0.796,0.896,0.828,0.653,0.883,0.646,0.533,0.768,0.861,0.684,0.917,0.703,0.612,0.8
600,None,0.25,0.91,0.933,0.888,0.912,0.825,0.91,0.828,0.611,0.897,0.63,0.52,0.754,0.848,0.579,0.933,0.647,0.558,0.756
600,None,0.5,0.902,0.938,0.867,0.905,0.808,0.902,0.825,0.642,0.883,0.638,0.524,0.763,0.848,0.632,0.917,0.667,0.57,0.774
600,None,0.75,0.898,0.933,0.862,0.901,0.799,0.898,0.833,0.642,0.893,0.648,0.54,0.768,0.848,0.632,0.917,0.667,0.57,0.774
600,None,None,0.89,0.933,0.846,0.893,0.785,0.89,0.823,0.653,0.877,0.639,0.523,0.765,0.861,0.684,0.917,0.703,0.612,0.8
800,None,0.25,0.908,0.938,0.879,0.911,0.82,0.908,0.82,0.611,0.887,0.621,0.504,0.749,0.848,0.579,0.933,0.647,0.558,0.756
800,None,0.5,0.904,0.938,0.871,0.907,0.812,0.904,0.825,0.642,0.883,0.638,0.524,0.763,0.848,0.632,0.917,0.667,0.57,0.774
800,None,0.75,0.892,0.933,0.85,0.895,0.788,0.892,0.838,0.653,0.897,0.66,0.554,0.775,0.848,0.632,0.917,0.667,0.57,0.774
800,None,None,0.883,0.929,0.838,0.888,0.772,0.883,0.823,0.642,0.88,0.635,0.519,0.761,0.861,0.684,0.917,0.703,0.612,0.8
1000,None,0.25,0.91,0.938,0.883,0.912,0.824,0.91,0.825,0.611,0.893,0.627,0.514,0.752,0.848,0.579,0.933,0.647,0.558,0.756
1000,None,0.5,0.902,0.938,0.867,0.905,0.808,0.902,0.825,0.642,0.883,0.639,0.524,0.763,0.835,0.579,0.917,0.629,0.527,0.748
1000,None,0.75,0.896,0.933,0.858,0.899,0.796,0.896,0.835,0.653,0.893,0.656,0.548,0.773,0.861,0.684,0.917,0.703,0.612,0.8
1000,None,None,0.894,0.942,0.846,0.898,0.793,0.894,0.828,0.653,0.883,0.646,0.532,0.768,0.861,0.684,0.917,0.703,0.612,0.8
