n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.915,0.942,0.888,0.917,0.831,0.915,0.805,0.516,0.897,0.559,0.439,0.706,0.823,0.579,0.9,0.611,0.498,0.739
200,None,0.5,0.904,0.938,0.871,0.907,0.811,0.904,0.815,0.621,0.877,0.616,0.496,0.749,0.797,0.579,0.867,0.579,0.446,0.723
200,None,0.75,0.898,0.933,0.862,0.902,0.799,0.898,0.797,0.6,0.86,0.587,0.454,0.73,0.848,0.684,0.9,0.684,0.584,0.792
200,None,None,0.906,0.938,0.875,0.909,0.815,0.906,0.815,0.611,0.88,0.614,0.493,0.745,0.835,0.684,0.883,0.667,0.558,0.784
400,None,0.25,0.912,0.938,0.888,0.915,0.827,0.912,0.81,0.547,0.893,0.579,0.46,0.72,0.81,0.526,0.9,0.571,0.453,0.713
400,None,0.5,0.896,0.929,0.862,0.899,0.795,0.896,0.82,0.632,0.88,0.627,0.51,0.756,0.81,0.579,0.883,0.595,0.471,0.731
400,None,0.75,0.902,0.942,0.862,0.906,0.808,0.902,0.803,0.6,0.867,0.593,0.463,0.733,0.848,0.684,0.9,0.684,0.584,0.792
400,None,None,0.91,0.946,0.875,0.913,0.824,0.91,0.815,0.621,0.877,0.619,0.497,0.749,0.835,0.684,0.883,0.667,0.558,0.784
600,None,0.25,0.912,0.938,0.888,0.915,0.827,0.912,0.813,0.547,0.897,0.581,0.464,0.722,0.81,0.526,0.9,0.571,0.453,0.713
600,None,0.5,0.902,0.933,0.871,0.905,0.806,0.902,0.81,0.621,0.87,0.61,0.486,0.746,0.823,0.632,0.883,0.632,0.515,0.757
600,None,0.75,0.9,0.942,0.858,0.904,0.804,0.9,0.8,0.589,0.867,0.585,0.455,0.728,0.823,0.684,0.867,0.65,0.533,0.775
600,None,None,0.906,0.938,0.875,0.909,0.816,0.906,0.813,0.621,0.873,0.615,0.492,0.747,0.835,0.684,0.883,0.667,0.558,0.784
800,None,0.25,0.915,0.938,0.892,0.917,0.831,0.915,0.818,0.568,0.897,0.598,0.483,0.733,0.823,0.579,0.9,0.611,0.498,0.739
800,None,0.5,0.904,0.938,0.871,0.907,0.811,0.904,0.813,0.611,0.877,0.609,0.487,0.744,0.823,0.632,0.883,0.632,0.515,0.757
800,None,0.75,0.898,0.938,0.858,0.902,0.799,0.898,0.8,0.589,0.867,0.585,0.455,0.728,0.835,0.684,0.883,0.667,0.558,0.784
800,None,None,0.906,0.942,0.871,0.909,0.816,0.906,0.815,0.632,0.873,0.622,0.501,0.752,0.835,0.684,0.883,0.667,0.558,0.784
1000,None,0.25,0.912,0.938,0.888,0.915,0.827,0.912,0.813,0.558,0.893,0.586,0.468,0.726,0.823,0.579,0.9,0.611,0.498,0.739
1000,None,0.5,0.904,0.933,0.875,0.907,0.811,0.904,0.81,0.611,0.873,0.605,0.482,0.742,0.823,0.632,0.883,0.632,0.515,0.757
1000,None,0.75,0.898,0.933,0.862,0.901,0.799,0.898,0.803,0.589,0.87,0.589,0.46,0.73,0.835,0.684,0.883,0.667,0.558,0.784
1000,None,None,0.9,0.938,0.862,0.903,0.804,0.9,0.805,0.621,0.863,0.605,0.477,0.742,0.823,0.632,0.883,0.632,0.515,0.757
