n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.881,0.921,0.842,0.885,0.767,0.881,0.772,0.516,0.853,0.519,0.373,0.685,0.785,0.526,0.867,0.541,0.4,0.696
200,None,0.5,0.883,0.921,0.846,0.888,0.769,0.883,0.772,0.537,0.847,0.531,0.381,0.692,0.785,0.632,0.833,0.585,0.443,0.732
200,None,0.75,0.871,0.912,0.829,0.875,0.746,0.871,0.777,0.6,0.833,0.564,0.419,0.717,0.785,0.579,0.85,0.564,0.422,0.714
200,None,None,0.862,0.908,0.817,0.868,0.729,0.862,0.757,0.611,0.803,0.548,0.389,0.707,0.785,0.579,0.85,0.564,0.422,0.714
400,None,0.25,0.877,0.925,0.829,0.882,0.759,0.877,0.775,0.547,0.847,0.538,0.391,0.697,0.747,0.474,0.833,0.474,0.307,0.654
400,None,0.5,0.869,0.908,0.829,0.873,0.741,0.869,0.772,0.537,0.847,0.53,0.381,0.692,0.797,0.632,0.85,0.6,0.466,0.741
400,None,0.75,0.875,0.912,0.838,0.879,0.754,0.875,0.772,0.579,0.833,0.552,0.402,0.706,0.797,0.632,0.85,0.6,0.466,0.741
400,None,None,0.86,0.908,0.812,0.866,0.725,0.86,0.757,0.589,0.81,0.536,0.379,0.7,0.772,0.632,0.817,0.571,0.422,0.724
600,None,0.25,0.875,0.921,0.829,0.88,0.755,0.875,0.777,0.558,0.847,0.546,0.4,0.702,0.759,0.526,0.833,0.513,0.354,0.68
600,None,0.5,0.867,0.912,0.821,0.872,0.737,0.867,0.767,0.547,0.837,0.53,0.376,0.692,0.772,0.526,0.85,0.526,0.376,0.688
600,None,0.75,0.862,0.908,0.817,0.868,0.73,0.862,0.775,0.589,0.833,0.559,0.411,0.711,0.785,0.632,0.833,0.585,0.443,0.732
600,None,None,0.858,0.908,0.808,0.865,0.721,0.858,0.767,0.589,0.823,0.549,0.396,0.706,0.81,0.684,0.85,0.634,0.509,0.767
800,None,0.25,0.881,0.925,0.838,0.886,0.766,0.881,0.772,0.537,0.847,0.531,0.382,0.692,0.772,0.526,0.85,0.526,0.376,0.688
800,None,0.5,0.867,0.912,0.821,0.872,0.737,0.867,0.772,0.558,0.84,0.54,0.39,0.699,0.785,0.632,0.833,0.585,0.443,0.732
800,None,0.75,0.858,0.904,0.812,0.864,0.722,0.858,0.762,0.568,0.823,0.535,0.378,0.696,0.785,0.632,0.833,0.585,0.443,0.732
800,None,None,0.86,0.904,0.817,0.866,0.725,0.86,0.765,0.6,0.817,0.55,0.396,0.708,0.785,0.632,0.833,0.585,0.443,0.732
1000,None,0.25,0.888,0.921,0.854,0.89,0.778,0.888,0.775,0.547,0.847,0.538,0.391,0.697,0.772,0.526,0.85,0.526,0.376,0.688
1000,None,0.5,0.869,0.912,0.825,0.874,0.741,0.869,0.767,0.558,0.833,0.535,0.381,0.696,0.759,0.526,0.833,0.513,0.354,0.68
1000,None,0.75,0.862,0.908,0.817,0.868,0.73,0.862,0.762,0.568,0.823,0.536,0.379,0.696,0.797,0.632,0.85,0.6,0.466,0.741
1000,None,None,0.865,0.908,0.821,0.87,0.734,0.865,0.77,0.6,0.823,0.555,0.404,0.712,0.785,0.632,0.833,0.585,0.443,0.732
