Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-6.7,12.0,1.8,0.837,0.211,1.0,0.345,0.415,0.606,0.838,0.327,0.971,0.449,0.417,0.649,0.868,0.455,0.976,0.588,0.551,0.715
poly,1,2,0.1,1,-6.7,7.1,0.6,0.837,0.35,0.964,0.468,0.426,0.657,0.811,0.436,0.91,0.485,0.38,0.673,0.83,0.545,0.905,0.571,0.467,0.725
poly,1,2,0.1,2,-7.1,7.4,0.6,0.833,0.328,0.964,0.445,0.405,0.646,0.815,0.455,0.91,0.505,0.401,0.682,0.83,0.636,0.881,0.609,0.501,0.759
poly,1,2,0.1,3,-7.4,7.5,0.3,0.823,0.397,0.934,0.481,0.396,0.665,0.808,0.545,0.876,0.541,0.422,0.711,0.83,0.636,0.881,0.609,0.501,0.759
poly,1,2,0.1,4,-7.5,7.6,0.3,0.828,0.397,0.94,0.487,0.406,0.668,0.804,0.564,0.867,0.546,0.425,0.715,0.83,0.636,0.881,0.609,0.501,0.759
poly,1,2,0.01,0,-1.1,2.9,-0.8,0.833,0.397,0.946,0.495,0.422,0.671,0.838,0.764,0.857,0.662,0.567,0.81,0.83,0.818,0.833,0.667,0.576,0.826
poly,1,2,0.01,1,-2.2,3.4,-0.1,0.794,0.672,0.825,0.569,0.449,0.749,0.774,0.8,0.767,0.594,0.482,0.783,0.774,0.818,0.762,0.6,0.491,0.79
poly,1,2,0.01,2,-2.5,3.8,-0.2,0.756,0.697,0.77,0.545,0.41,0.734,0.721,0.873,0.681,0.568,0.456,0.777,0.736,0.909,0.69,0.588,0.491,0.8
poly,1,2,0.01,3,-2.9,4.6,-0.2,0.746,0.722,0.752,0.547,0.41,0.737,0.698,0.855,0.657,0.542,0.421,0.756,0.66,0.909,0.595,0.526,0.409,0.752
poly,1,2,0.01,4,-3.2,5.3,-0.1,0.761,0.722,0.77,0.561,0.429,0.746,0.728,0.836,0.7,0.563,0.445,0.768,0.717,0.909,0.667,0.571,0.469,0.788
poly,1,2,0.001,0,-1.0,-0.9,-1.0,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.2,1.6,-0.2,0.79,0.481,0.867,0.479,0.371,0.674,0.751,0.836,0.729,0.594,0.483,0.782,0.792,0.818,0.786,0.621,0.517,0.802
poly,1,2,0.001,2,-1.5,2.0,-0.4,0.694,0.789,0.668,0.517,0.377,0.728,0.626,0.982,0.533,0.523,0.424,0.758,0.566,1.0,0.452,0.489,0.383,0.726
poly,1,2,0.001,3,-1.7,2.2,0.2,0.809,0.458,0.897,0.487,0.387,0.678,0.811,0.727,0.833,0.617,0.506,0.78,0.774,0.727,0.786,0.571,0.446,0.756
poly,1,2,0.001,4,-1.8,2.4,-0.2,0.746,0.697,0.759,0.533,0.393,0.728,0.679,0.873,0.629,0.533,0.408,0.751,0.679,0.818,0.643,0.514,0.376,0.731
poly,1,3,0.1,0,-4.6,45.1,0.8,0.837,0.275,0.982,0.405,0.403,0.629,0.864,0.455,0.971,0.579,0.538,0.713,0.849,0.455,0.952,0.556,0.487,0.703
