Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,-0.6,-0.6,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,0.01,-1.5,0.3,0.0,0.861,0.481,0.958,0.569,0.532,0.719,0.913,0.873,0.924,0.807,0.756,0.898,0.906,0.909,0.905,0.8,0.749,0.907
RBF,1,0.001,-1.6,2.3,-0.3,0.814,0.786,0.819,0.642,0.548,0.802,0.785,0.982,0.733,0.659,0.594,0.858,0.83,1.0,0.786,0.71,0.657,0.893
RBF,1,0.0001,-1.0,0.4,-0.4,0.818,0.553,0.885,0.551,0.454,0.719,0.842,0.927,0.819,0.716,0.657,0.873,0.755,1.0,0.69,0.629,0.563,0.845
RBF,1,1e-05,-1.0,0.9,-0.9,0.696,0.311,0.8,0.251,0.231,0.556,0.728,0.509,0.786,0.471,0.4,0.647,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.6,-0.6,-0.6,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.01,-1.6,0.2,-0.5,0.77,0.817,0.759,0.594,0.485,0.788,0.721,0.982,0.652,0.597,0.519,0.817,0.736,1.0,0.667,0.611,0.542,0.833
RBF,5,0.001,-2.7,3.2,-0.2,0.823,0.622,0.873,0.594,0.494,0.748,0.891,0.964,0.871,0.786,0.739,0.918,0.887,1.0,0.857,0.786,0.745,0.929
RBF,5,0.0001,-1.5,2.5,0.0,0.809,0.572,0.867,0.543,0.45,0.72,0.853,0.982,0.819,0.739,0.689,0.9,0.83,1.0,0.786,0.71,0.657,0.893
RBF,5,1e-05,-0.5,1.0,0.3,0.666,0.492,0.703,0.329,0.241,0.597,0.675,0.655,0.681,0.455,0.357,0.668,0.906,0.636,0.976,0.737,0.694,0.806
RBF,10,0.1,-0.6,-0.6,-0.6,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,10,0.01,-1.6,0.2,-0.5,0.77,0.817,0.759,0.594,0.485,0.788,0.721,0.982,0.652,0.597,0.519,0.817,0.736,1.0,0.667,0.611,0.542,0.833
RBF,10,0.001,-3.0,3.1,-0.1,0.852,0.528,0.934,0.583,0.516,0.731,0.894,0.855,0.905,0.766,0.709,0.88,0.943,1.0,0.929,0.88,0.854,0.964
RBF,10,0.0001,-1.8,2.8,0.2,0.828,0.458,0.921,0.505,0.456,0.69,0.898,0.836,0.914,0.773,0.713,0.875,0.887,0.818,0.905,0.75,0.681,0.861
RBF,10,1e-05,-1.0,1.0,-0.3,0.685,0.589,0.703,0.451,0.327,0.646,0.736,0.873,0.7,0.646,0.546,0.786,0.83,1.0,0.786,0.71,0.657,0.893
