Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.8,-0.4,-0.6,0.411,0.839,0.301,0.37,0.127,0.57,0.287,1.0,0.1,0.368,0.148,0.55,0.302,1.0,0.119,0.373,0.165,0.56
RBF,1,0.01,-1.8,0.9,0.0,0.861,0.619,0.922,0.637,0.573,0.771,0.879,0.909,0.871,0.761,0.701,0.89,0.868,0.909,0.857,0.741,0.677,0.883
RBF,1,0.001,-1.5,2.4,0.0,0.838,0.619,0.891,0.607,0.537,0.755,0.898,0.945,0.886,0.794,0.746,0.916,0.887,0.909,0.881,0.769,0.711,0.895
RBF,1,0.0001,-1.0,0.2,-0.5,0.72,0.472,0.788,0.443,0.393,0.63,0.766,0.745,0.771,0.661,0.557,0.758,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,0.9,0.9,0.77,0.15,0.933,0.096,0.067,0.542,0.755,0.2,0.9,0.102,0.083,0.55,0.868,0.818,0.881,0.72,0.643,0.85
RBF,5,0.1,-0.8,-0.4,-0.6,0.411,0.839,0.301,0.37,0.127,0.57,0.287,1.0,0.1,0.368,0.148,0.55,0.302,1.0,0.119,0.373,0.165,0.56
RBF,5,0.01,-2.4,0.8,-0.1,0.861,0.553,0.94,0.613,0.547,0.746,0.868,0.891,0.862,0.736,0.671,0.876,0.849,0.818,0.857,0.692,0.608,0.838
RBF,5,0.001,-2.6,3.4,0.7,0.861,0.342,0.994,0.467,0.464,0.668,0.909,0.582,0.995,0.723,0.708,0.789,0.925,0.636,1.0,0.778,0.762,0.818
RBF,5,0.0001,-1.3,2.0,-0.0,0.823,0.547,0.891,0.546,0.489,0.719,0.891,0.873,0.895,0.769,0.708,0.884,0.887,1.0,0.857,0.786,0.745,0.929
RBF,5,1e-05,0.3,0.9,0.6,0.775,0.494,0.842,0.413,0.418,0.668,0.762,0.745,0.767,0.607,0.536,0.756,0.887,0.545,0.976,0.667,0.625,0.761
RBF,10,0.1,-0.8,-0.4,-0.6,0.411,0.839,0.301,0.37,0.127,0.57,0.287,1.0,0.1,0.368,0.148,0.55,0.302,1.0,0.119,0.373,0.165,0.56
RBF,10,0.01,-2.4,0.9,-0.1,0.861,0.553,0.94,0.613,0.547,0.746,0.864,0.873,0.862,0.727,0.658,0.867,0.849,0.818,0.857,0.692,0.608,0.838
RBF,10,0.001,-3.3,4.3,0.7,0.866,0.386,0.988,0.495,0.479,0.687,0.894,0.545,0.986,0.679,0.653,0.766,0.906,0.545,1.0,0.706,0.698,0.773
RBF,10,0.0001,-1.7,2.7,0.2,0.828,0.481,0.915,0.517,0.465,0.698,0.902,0.891,0.905,0.789,0.736,0.898,0.925,1.0,0.905,0.846,0.815,0.952
RBF,10,1e-05,-0.6,0.9,0.2,0.77,0.469,0.842,0.369,0.354,0.656,0.747,0.636,0.776,0.516,0.472,0.706,0.887,0.545,0.976,0.667,0.625,0.761
