Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.7,-0.5,-0.6,0.321,0.933,0.163,0.361,0.109,0.548,0.234,1.0,0.033,0.351,0.083,0.517,0.226,1.0,0.024,0.349,0.071,0.512
RBF,1,0.01,-1.9,0.8,0.2,0.88,0.5,0.976,0.588,0.583,0.738,0.943,0.836,0.971,0.859,0.825,0.904,0.962,0.909,0.976,0.909,0.885,0.943
RBF,1,0.001,-1.6,2.5,0.0,0.838,0.622,0.891,0.613,0.54,0.757,0.879,0.964,0.857,0.769,0.721,0.91,0.887,1.0,0.857,0.786,0.745,0.929
RBF,1,0.0001,-1.0,0.1,-0.6,0.726,0.747,0.722,0.541,0.424,0.735,0.713,0.964,0.648,0.616,0.53,0.806,0.585,1.0,0.476,0.5,0.398,0.738
RBF,1,1e-05,-1.0,0.9,-0.9,0.687,0.267,0.8,0.178,0.145,0.533,0.683,0.236,0.8,0.135,0.108,0.518,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.7,-0.5,-0.6,0.321,0.933,0.163,0.361,0.109,0.548,0.234,1.0,0.033,0.351,0.083,0.517,0.226,1.0,0.024,0.349,0.071,0.512
RBF,5,0.01,-2.2,0.6,-0.1,0.866,0.6,0.934,0.644,0.571,0.767,0.909,0.873,0.919,0.801,0.751,0.896,0.906,0.909,0.905,0.8,0.749,0.907
RBF,5,0.001,-2.7,3.7,-0.2,0.823,0.692,0.855,0.623,0.527,0.773,0.838,0.945,0.81,0.71,0.647,0.877,0.811,1.0,0.762,0.688,0.632,0.881
RBF,5,0.0001,-1.4,2.3,-0.1,0.799,0.642,0.837,0.563,0.459,0.739,0.808,0.982,0.762,0.684,0.623,0.872,0.792,1.0,0.738,0.667,0.607,0.869
RBF,5,1e-05,-1.0,1.0,0.6,0.804,0.2,0.958,0.194,0.184,0.579,0.808,0.291,0.943,0.254,0.243,0.617,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.7,-0.5,-0.6,0.321,0.933,0.163,0.361,0.109,0.548,0.234,1.0,0.033,0.351,0.083,0.517,0.226,1.0,0.024,0.349,0.071,0.512
RBF,10,0.01,-2.2,0.6,-0.1,0.866,0.6,0.934,0.644,0.571,0.767,0.913,0.891,0.919,0.81,0.764,0.905,0.906,0.909,0.905,0.8,0.749,0.907
RBF,10,0.001,-3.5,4.3,-0.2,0.833,0.6,0.891,0.595,0.497,0.746,0.838,0.891,0.824,0.699,0.624,0.857,0.83,0.909,0.81,0.69,0.615,0.859
RBF,10,0.0001,-1.8,2.9,-0.3,0.747,0.808,0.728,0.574,0.461,0.768,0.694,1.0,0.614,0.579,0.501,0.807,0.642,1.0,0.548,0.537,0.448,0.774
RBF,10,1e-05,-1.0,1.0,-0.5,0.551,0.756,0.491,0.457,0.247,0.623,0.558,0.982,0.448,0.54,0.377,0.715,0.736,1.0,0.667,0.611,0.542,0.833
