Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.3,-0.1,-0.5,0.67,0.747,0.651,0.483,0.327,0.699,0.604,0.945,0.514,0.499,0.379,0.73,0.623,1.0,0.524,0.524,0.431,0.762
RBF,1,0.01,-1.7,1.7,0.1,0.837,0.511,0.921,0.566,0.476,0.716,0.811,0.8,0.814,0.637,0.537,0.807,0.792,0.818,0.786,0.621,0.517,0.802
RBF,1,0.001,-1.3,1.6,0.1,0.823,0.389,0.934,0.456,0.399,0.661,0.864,0.727,0.9,0.692,0.608,0.814,0.868,0.727,0.905,0.696,0.612,0.816
RBF,1,0.0001,-1.0,0.5,-0.7,0.71,0.494,0.77,0.443,0.37,0.632,0.758,0.782,0.752,0.667,0.549,0.767,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,1.0,-1.0,0.21,1.0,0.006,0.342,0.016,0.503,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-1.3,-0.1,-0.5,0.684,0.722,0.675,0.486,0.33,0.699,0.6,0.927,0.514,0.491,0.364,0.721,0.623,1.0,0.524,0.524,0.431,0.762
RBF,5,0.01,-2.4,1.9,0.4,0.847,0.344,0.976,0.47,0.444,0.66,0.849,0.727,0.881,0.666,0.573,0.804,0.849,0.727,0.881,0.667,0.573,0.804
RBF,5,0.001,-2.4,2.8,0.5,0.851,0.411,0.964,0.515,0.467,0.687,0.838,0.636,0.89,0.615,0.515,0.763,0.83,0.727,0.857,0.64,0.538,0.792
RBF,5,0.0001,-1.2,1.0,0.1,0.842,0.225,1.0,0.344,0.383,0.612,0.925,0.691,0.986,0.792,0.763,0.838,0.925,0.727,0.976,0.8,0.76,0.852
RBF,5,1e-05,-1.0,1.0,0.8,0.799,0.267,0.933,0.278,0.233,0.6,0.808,0.436,0.905,0.381,0.336,0.671,0.906,0.545,1.0,0.706,0.698,0.773
RBF,10,0.1,-1.3,-0.1,-0.5,0.684,0.722,0.675,0.486,0.33,0.699,0.6,0.927,0.514,0.491,0.364,0.721,0.623,1.0,0.524,0.524,0.431,0.762
RBF,10,0.01,-2.6,1.7,0.6,0.847,0.297,0.988,0.417,0.408,0.643,0.83,0.527,0.91,0.565,0.466,0.718,0.811,0.545,0.881,0.545,0.426,0.713
RBF,10,0.001,-2.9,3.0,0.0,0.809,0.603,0.861,0.569,0.454,0.732,0.785,0.855,0.767,0.625,0.527,0.811,0.792,0.909,0.762,0.645,0.561,0.835
RBF,10,0.0001,-1.4,1.7,0.2,0.832,0.364,0.952,0.432,0.377,0.658,0.891,0.727,0.933,0.735,0.667,0.83,0.868,0.727,0.905,0.696,0.612,0.816
RBF,10,1e-05,-1.0,0.9,0.6,0.799,0.267,0.933,0.278,0.233,0.6,0.808,0.436,0.905,0.381,0.336,0.671,0.906,0.545,1.0,0.706,0.698,0.773
