Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.5,1.3,-0.2,0.912,0.933,0.892,0.914,0.828,0.912,0.709,0.305,0.837,0.336,0.154,0.571,0.722,0.211,0.883,0.267,0.116,0.547
RBF,1,0.01,-2.0,1.8,0.2,0.844,0.783,0.904,0.833,0.696,0.844,0.759,0.347,0.89,0.411,0.274,0.619,0.772,0.316,0.917,0.4,0.287,0.616
RBF,1,0.001,-1.5,1.3,-0.4,0.729,0.908,0.55,0.77,0.497,0.729,0.549,0.684,0.507,0.423,0.165,0.595,0.532,0.684,0.483,0.413,0.144,0.584
RBF,1,0.0001,-0.5,0.5,-0.2,0.673,0.704,0.642,0.676,0.355,0.673,0.62,0.642,0.613,0.449,0.221,0.628,0.671,0.526,0.717,0.435,0.219,0.621
RBF,1,1e-05,-0.1,0.0,0.0,0.598,0.279,0.917,0.409,0.258,0.598,0.818,0.421,0.943,0.523,0.452,0.682,0.797,0.368,0.933,0.467,0.373,0.651
RBF,5,0.1,-1.6,1.3,-0.1,0.919,0.908,0.929,0.918,0.838,0.919,0.734,0.189,0.907,0.255,0.13,0.548,0.734,0.158,0.917,0.222,0.106,0.537
RBF,5,0.01,-3.0,2.5,0.0,0.908,0.938,0.879,0.911,0.82,0.908,0.727,0.379,0.837,0.398,0.223,0.608,0.722,0.368,0.833,0.389,0.21,0.601
RBF,5,0.001,-2.8,2.3,0.0,0.815,0.8,0.829,0.81,0.636,0.815,0.666,0.432,0.74,0.384,0.161,0.586,0.671,0.421,0.75,0.381,0.161,0.586
RBF,5,0.0001,-1.4,1.4,-0.5,0.702,0.888,0.517,0.748,0.442,0.702,0.544,0.726,0.487,0.434,0.185,0.606,0.506,0.684,0.45,0.4,0.116,0.567
RBF,5,1e-05,-0.3,0.2,-0.1,0.673,0.692,0.654,0.672,0.355,0.673,0.641,0.632,0.643,0.457,0.24,0.637,0.671,0.474,0.733,0.409,0.19,0.604
RBF,10,0.1,-1.6,1.3,-0.1,0.919,0.908,0.929,0.918,0.838,0.919,0.734,0.189,0.907,0.255,0.13,0.548,0.734,0.158,0.917,0.222,0.106,0.537
RBF,10,0.01,-3.3,2.6,0.3,0.912,0.9,0.925,0.911,0.828,0.912,0.747,0.274,0.897,0.342,0.208,0.585,0.759,0.263,0.917,0.345,0.231,0.59
RBF,10,0.001,-4.2,2.9,-0.1,0.825,0.858,0.792,0.829,0.656,0.825,0.618,0.484,0.66,0.379,0.128,0.572,0.62,0.474,0.667,0.375,0.124,0.57
RBF,10,0.0001,-1.6,1.6,-0.4,0.725,0.883,0.567,0.762,0.481,0.725,0.58,0.663,0.553,0.43,0.186,0.608,0.557,0.632,0.533,0.407,0.141,0.582
RBF,10,1e-05,-0.5,0.5,-0.2,0.673,0.692,0.654,0.672,0.355,0.673,0.641,0.632,0.643,0.457,0.24,0.637,0.671,0.474,0.733,0.409,0.19,0.604
