Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.2,1.2,-0.1,0.931,0.892,0.971,0.928,0.866,0.931,0.739,0.053,0.957,0.089,0.022,0.505,0.747,0.053,0.967,0.091,0.043,0.51
RBF,1,0.01,-2.1,1.6,0.0,0.873,0.858,0.888,0.871,0.747,0.873,0.681,0.232,0.823,0.258,0.06,0.527,0.646,0.158,0.8,0.176,-0.046,0.479
RBF,1,0.001,-1.8,1.4,0.0,0.754,0.612,0.896,0.714,0.531,0.754,0.752,0.347,0.88,0.403,0.258,0.614,0.747,0.368,0.867,0.412,0.256,0.618
RBF,1,0.0001,-0.6,0.6,-0.3,0.679,0.8,0.558,0.713,0.373,0.679,0.577,0.737,0.527,0.456,0.229,0.632,0.684,0.579,0.717,0.468,0.264,0.648
RBF,1,1e-05,-0.1,0.1,0.0,0.606,0.262,0.95,0.399,0.295,0.606,0.772,0.221,0.947,0.318,0.247,0.584,0.772,0.211,0.95,0.308,0.241,0.58
RBF,5,0.1,-1.2,1.2,-0.1,0.938,0.908,0.967,0.935,0.877,0.938,0.734,0.053,0.95,0.087,0.009,0.501,0.747,0.053,0.967,0.091,0.043,0.51
RBF,5,0.01,-3.2,2.3,0.3,0.94,0.925,0.954,0.939,0.88,0.94,0.704,0.147,0.88,0.192,0.034,0.514,0.696,0.158,0.867,0.2,0.03,0.512
RBF,5,0.001,-3.1,2.5,-0.1,0.812,0.808,0.817,0.812,0.629,0.812,0.696,0.4,0.79,0.386,0.187,0.595,0.696,0.368,0.8,0.368,0.168,0.584
RBF,5,0.0001,-1.6,1.4,0.0,0.702,0.479,0.925,0.615,0.453,0.702,0.775,0.337,0.913,0.414,0.3,0.625,0.772,0.316,0.917,0.4,0.287,0.616
RBF,5,1e-05,-0.3,0.3,-0.2,0.617,0.971,0.262,0.718,0.331,0.617,0.347,0.863,0.183,0.388,0.057,0.523,0.57,0.737,0.517,0.452,0.218,0.627
RBF,10,0.1,-1.2,1.2,-0.1,0.938,0.908,0.967,0.935,0.877,0.938,0.734,0.053,0.95,0.087,0.009,0.501,0.747,0.053,0.967,0.091,0.043,0.51
RBF,10,0.01,-3.3,2.8,0.2,0.942,0.958,0.925,0.943,0.885,0.942,0.694,0.168,0.86,0.209,0.036,0.514,0.709,0.158,0.883,0.207,0.053,0.521
RBF,10,0.001,-3.9,2.9,0.4,0.81,0.683,0.938,0.781,0.643,0.81,0.759,0.284,0.91,0.362,0.243,0.597,0.785,0.316,0.933,0.414,0.32,0.625
RBF,10,0.0001,-2.3,1.7,-0.2,0.754,0.725,0.783,0.747,0.511,0.754,0.689,0.474,0.757,0.42,0.215,0.615,0.671,0.421,0.75,0.381,0.161,0.586
RBF,10,1e-05,-0.6,0.6,-0.3,0.69,0.796,0.583,0.719,0.391,0.69,0.585,0.674,0.557,0.439,0.199,0.615,0.684,0.579,0.717,0.468,0.264,0.648
