Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,1.6,-0.1,0.896,0.933,0.858,0.9,0.796,0.896,0.653,0.411,0.73,0.363,0.131,0.57,0.684,0.421,0.767,0.39,0.179,0.594
RBF,1,0.01,-2.5,1.8,-0.2,0.75,0.779,0.721,0.757,0.501,0.75,0.572,0.6,0.563,0.403,0.14,0.582,0.557,0.632,0.533,0.407,0.141,0.582
RBF,1,0.001,-1.6,1.8,0.3,0.617,0.262,0.971,0.406,0.332,0.617,0.757,0.105,0.963,0.167,0.142,0.534,0.734,0.105,0.933,0.16,0.062,0.519
RBF,1,0.0001,-0.4,0.4,-0.0,0.604,0.262,0.946,0.398,0.285,0.604,0.782,0.253,0.95,0.358,0.291,0.601,0.785,0.211,0.967,0.32,0.286,0.589
RBF,1,1e-05,-0.0,0.0,-0.0,0.604,0.262,0.946,0.398,0.285,0.604,0.782,0.253,0.95,0.357,0.289,0.601,0.797,0.263,0.967,0.385,0.346,0.615
RBF,5,0.1,-2.1,2.0,-0.1,0.902,0.933,0.871,0.905,0.808,0.902,0.691,0.474,0.76,0.425,0.22,0.617,0.709,0.474,0.783,0.439,0.245,0.629
RBF,5,0.01,-3.2,2.6,-0.1,0.825,0.871,0.779,0.833,0.653,0.825,0.532,0.463,0.553,0.321,0.014,0.508,0.544,0.474,0.567,0.333,0.035,0.52
RBF,5,0.001,-3.8,3.4,-0.2,0.706,0.667,0.746,0.694,0.416,0.706,0.61,0.621,0.607,0.435,0.196,0.614,0.608,0.632,0.6,0.436,0.199,0.616
RBF,5,0.0001,-1.4,1.5,0.3,0.6,0.217,0.983,0.35,0.314,0.6,0.78,0.084,1.0,0.154,0.252,0.542,0.785,0.105,1.0,0.19,0.286,0.553
RBF,5,1e-05,-0.2,0.2,0.0,0.604,0.262,0.946,0.398,0.285,0.604,0.782,0.253,0.95,0.357,0.289,0.601,0.797,0.263,0.967,0.385,0.346,0.615
RBF,10,0.1,-2.2,2.3,0.0,0.908,0.917,0.9,0.909,0.819,0.908,0.704,0.368,0.81,0.375,0.181,0.589,0.709,0.316,0.833,0.343,0.159,0.575
RBF,10,0.01,-3.4,3.5,0.1,0.846,0.854,0.838,0.847,0.694,0.846,0.608,0.389,0.677,0.323,0.06,0.533,0.633,0.421,0.7,0.356,0.11,0.561
RBF,10,0.001,-5.5,3.6,-0.3,0.715,0.779,0.65,0.732,0.434,0.715,0.529,0.674,0.483,0.407,0.135,0.579,0.519,0.684,0.467,0.406,0.13,0.575
RBF,10,0.0001,-1.8,2.2,-0.7,0.625,0.971,0.279,0.722,0.347,0.625,0.39,0.958,0.21,0.431,0.191,0.584,0.418,1.0,0.233,0.452,0.261,0.617
RBF,10,1e-05,-0.4,0.4,-0.0,0.604,0.262,0.946,0.398,0.285,0.604,0.782,0.253,0.95,0.357,0.289,0.601,0.797,0.263,0.967,0.385,0.346,0.615
