Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.9,1.1,-0.2,0.94,0.9,0.979,0.937,0.883,0.94,0.722,0.063,0.93,0.098,-0.011,0.497,0.747,0.053,0.967,0.091,0.043,0.51
RBF,1,0.01,-2.0,1.7,0.2,0.919,0.871,0.967,0.914,0.842,0.919,0.681,0.084,0.87,0.11,-0.062,0.477,0.671,0.053,0.867,0.071,-0.109,0.46
RBF,1,0.001,-1.7,1.3,-0.3,0.81,0.908,0.712,0.828,0.637,0.81,0.605,0.505,0.637,0.38,0.124,0.571,0.62,0.474,0.667,0.375,0.124,0.57
RBF,1,0.0001,-0.7,0.7,-0.3,0.692,0.9,0.483,0.745,0.429,0.692,0.499,0.695,0.437,0.401,0.114,0.566,0.582,0.579,0.583,0.4,0.139,0.581
RBF,1,1e-05,-0.1,0.1,0.0,0.654,0.404,0.904,0.534,0.357,0.654,0.737,0.284,0.88,0.341,0.191,0.582,0.734,0.263,0.883,0.323,0.174,0.573
RBF,5,0.1,-0.9,1.1,-0.1,0.917,0.833,1.0,0.908,0.846,0.917,0.754,0.042,0.98,0.075,0.055,0.511,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.3,2.2,0.3,0.948,0.929,0.967,0.947,0.898,0.948,0.727,0.095,0.927,0.143,0.037,0.511,0.747,0.105,0.95,0.167,0.097,0.528
RBF,5,0.001,-3.2,2.4,0.0,0.871,0.879,0.862,0.872,0.743,0.871,0.678,0.379,0.773,0.362,0.148,0.576,0.684,0.421,0.767,0.39,0.179,0.594
RBF,5,0.0001,-1.9,1.4,-0.3,0.779,0.812,0.746,0.787,0.562,0.779,0.635,0.537,0.667,0.413,0.179,0.602,0.62,0.474,0.667,0.375,0.124,0.57
RBF,5,1e-05,-0.4,0.4,-0.1,0.681,0.7,0.662,0.686,0.366,0.681,0.648,0.568,0.673,0.438,0.213,0.621,0.696,0.579,0.733,0.478,0.281,0.656
RBF,10,0.1,-0.9,1.1,-0.1,0.917,0.833,1.0,0.908,0.846,0.917,0.754,0.042,0.98,0.075,0.055,0.511,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.3,2.3,0.4,0.952,0.933,0.971,0.951,0.906,0.952,0.732,0.105,0.93,0.159,0.063,0.518,0.747,0.105,0.95,0.167,0.097,0.528
RBF,10,0.001,-4.4,3.0,0.3,0.892,0.867,0.917,0.889,0.785,0.892,0.709,0.295,0.84,0.328,0.148,0.567,0.722,0.316,0.85,0.353,0.181,0.583
RBF,10,0.0001,-2.6,1.7,-0.2,0.808,0.812,0.804,0.81,0.618,0.808,0.666,0.463,0.73,0.399,0.178,0.597,0.646,0.474,0.7,0.391,0.157,0.587
RBF,10,1e-05,-0.8,0.7,-0.3,0.692,0.867,0.517,0.737,0.42,0.692,0.511,0.653,0.467,0.393,0.103,0.56,0.608,0.579,0.617,0.415,0.169,0.598
