Index,position,attribute,meanImp,medianImp,minImp,maxImp,normHits,decision
13746,1,SMC1B,7.57152454561041,7.80623384450816,-0.528747233355699,9.72733635910106,0.956445993031359,Confirmed
1195,2,AURKC,7.47321295814798,7.68896633556456,0,9.32316034220694,0.952961672473868,Confirmed
2865,3,CLIC2,7.20327972319538,7.36811719626238,-1.00100150250438,9.84222736816318,0.958188153310105,Confirmed
8678,4,MOCS1,6.94076691101535,7.05938550269749,-1.35626349931439,10.1701967420608,0.951219512195122,Confirmed
10252,5,OSBPL1A,6.19717886092722,6.31750342738591,-1.00100150250438,9.28035542916433,0.930313588850174,Confirmed
2063,6,CBX5,5.98017020010586,6.14011186741624,-1.71158502046946,8.75084444544867,0.9198606271777,Confirmed
3714,7,DDX55,5.7669489245362,5.8870059437575,-0.512711142806535,8.80045357096565,0.923344947735192,Confirmed
3860,8,DICER1,5.68800213606338,5.83151798926738,-1.00100150250438,8.89268889430856,0.921602787456446,Confirmed
4638,9,EXOC5,5.1262783672121,5.27503774729792,-1.00100150250438,8.06869247313148,0.89198606271777,Confirmed
7098,10,KBTBD12,4.86093478663296,4.98113214313134,-0.103924595033289,8.06933813319372,0.857142857142857,Confirmed
1665,11,C1QC,4.72542187926806,4.85440251143924,-1.00100150250438,7.43017855207725,0.846689895470383,Confirmed
6072,12,GTPBP2,4.70103339141257,4.81971029888779,-1.00100150250438,7.76760994870425,0.855400696864111,Confirmed
12483,13,RNF34,4.40865794304913,4.47587116309544,-1.00100150250438,7.97048588108376,0.799651567944251,Confirmed
2548,14,CENPK,4.26189026490523,4.35184257880634,0,7.53149674320475,0.82404181184669,Confirmed
9653,15,NSFL1C,4.07780240525588,4.19167280078877,-1.00100150250438,7.24866237151798,0.750871080139373,Confirmed
5329,16,FUT4,4.03683682286378,4.16937506292271,-0.496932549726371,6.9604691175598,0.759581881533101,Confirmed
5757,17,GNPDA2,3.37027474423159,3.43615063387916,-1.41499874541823,6.33237167223428,0.64808362369338,Confirmed
3205,18,CREBL2,3.2653608338728,3.36762822193237,-1.00100150250438,5.71071811973865,0.618466898954704,Confirmed
14349,19,STYXL1,3.12971282415409,3.20798158017588,-1.00100150250438,6.31869616337463,0.592334494773519,Confirmed
14500,20,TACC3,2.29246593331591,2.35434167737399,-1.00100150250438,5.17352228566254,0.17595818815331,Rejected
3777,21,DENND2D,1.03070245412619,1.00100150250438,-0.0642163947172143,1.69247972335568,0,Rejected
779,22,APOL3,0.937314908625488,1.00100150250438,0,1.40131083873809,0,Rejected
11740,23,PTGES3,0.902973093383316,1.00100150250438,0,1.73686322461907,0,Rejected
4141,24,DUSP1,0.864160038488802,1.00100150250438,-0.480440665545301,1.68394546729177,0,Rejected
14608,25,TBC1D22B,0.808884698814616,1.00100150250438,0,1.72758118683873,0,Rejected
17159,26,ZNF787,0.792953302509353,1.00100150250438,0,1.7349290362428,0,Rejected
5719,27,GNAI1,0.777688199343705,1.00100150250438,-0.828171012912633,1.62244629775992,0,Rejected
2903,28,CLSTN3,0.766797281528997,1.00100150250438,0,1.50348587382133,0,Rejected
15487,29,TRIM13,0.761250407457689,1.00100150250438,-1.00100150250438,1.59935736629956,0,Rejected
6282,30,HIP1R,0.727129462135962,1.00100150250438,0,1.57874544935173,0,Rejected
5172,31,FMO2,0.72204949863768,1.00100150250438,-1.00100150250438,1.4167285799706,0,Rejected
911,32,ARL14,0.720171822746916,1.00100150250438,-1.00100150250438,1.4217798173131,0,Rejected
8516,33,MFAP4,0.711852271365051,1.00100150250438,-0.540423793189051,1.29366362936662,0,Rejected
11550,34,PRPF4B,0.710357037951728,1.00100150250438,-1.00100150250438,1.67096512078111,0,Rejected
16473,35,YES1,0.684193628830053,1.00100150250438,-1.00100150250438,1.56223771938966,0,Rejected
12243,36,RFFL,0.673988347164948,1.00100150250438,0,1.41705050316284,0,Rejected
16008,37,UNC93A,0.626527640722001,0.890561585135879,0,1.40666517280464,0,Rejected
2333,38,CD52,0.62569362881895,0.746765525951651,0,1.41481062019242,0,Rejected
9477,39,NMI,0.622945543244933,1.00100150250438,-1.00100150250438,1.94068684225899,0,Rejected
15809,40,TXNIP,0.621651240517358,1.00100150250438,-1.00100150250438,1.7354804624521,0,Rejected
14109,41,SRBD1,0.598379208515354,0.190534985361714,-0.0344827996228473,1.62414563538962,0,Rejected
13156,42,SFXN5,0.598097920592671,0.740139245003177,-1.00100150250438,1.41679732406235,0,Rejected
5010,43,FCGR3A,0.567977759769681,1.00100150250438,-1.00100150250438,1.48181662329111,0,Rejected
9840,44,OMG,0.563702500937456,0.500500751252191,-1.05549454587731,1.68881054926918,0,Rejected
7300,45,KIF20A,0.557048652323419,1.00100150250438,-1.00100150250438,1.40691651970838,0,Rejected
14961,46,TLR5,0.529737251564834,0,0,1.5767868024549,0,Rejected
2322,47,CD3D,0.524595018403181,0.584182227988961,-0.511411297831567,1.41705050316284,0,Rejected
16083,48,USP37,0.523636969220248,0.926269426607073,-1.40834895880057,1.61609883508229,0,Rejected
1138,49,ATP6V0A1,0.523595914235578,0.500500751252191,0,1.41671443620535,0,Rejected
2938,50,CNGA1,0.519979185190677,1.00100150250438,-1.00100150250438,1.35161331339712,0,Rejected
1589,51,C12orf45,0.517472399530104,0.500500751252191,-1.00100150250438,1.38359876707469,0,Rejected
8294,52,MAPKAPK5,0.515675308056308,0.874807018779657,-1.61760619619321,1.49764325210331,0,Rejected
15930,53,UCHL1,0.513099086644477,0.568583902536312,-0.708928313401103,1.41499874541823,0,Rejected
5880,54,GPR180,0.506258427398047,0.195516217444265,-1.00100150250438,1.76306069250658,0,Rejected
4014,55,DNMBP,0.502083475276153,0.717581343785649,-0.648230960719373,1.32614870308324,0,Rejected
16763,56,ZNF207,0.497728530126657,1.00100150250438,-1.00100150250438,1.4114981188588,0,Rejected
1286,57,BAZ1B,0.49465182061327,1.00100150250438,-1.00100150250438,1.64467735364025,0,Rejected
2354,58,CD86,0.485674209540151,0.500500751252192,-1.00100150250438,1.62560549891081,0,Rejected
9327,59,NEURL3,0.484019950986372,0,0,1.57441044210273,0,Rejected
7208,60,KCTD14,0.481941417937423,0,0,1.35177507784969,0,Rejected
14307,61,STOX1,0.479620826976154,0.453370753570086,-1.00100150250438,1.40480205824375,0,Rejected
298,62,ADH1B,0.469389703346844,1.00100150250438,-1.00100150250438,1.44200414271252,0,Rejected
4019,63,DNPEP,0.4679254405883,0,0,1.41564741305872,0,Rejected
998,64,ASAP3,0.467898592238879,1.00100150250438,-1.00100150250438,1.41516414276914,0,Rejected
10622,65,PDE6D,0.467528705679644,0.800715586868804,-1.00100150250438,1.72420618642743,0,Rejected
3958,66,DNAJB12,0.466468641859583,0,0,1.38942503594182,0,Rejected
16330,67,WDR75,0.466361843488597,0.639078361437477,-1.00100150250438,1.40055850645608,0,Rejected
2331,68,CD48,0.465643837805887,0,0,1.37457856297529,0,Rejected
10437,69,PARP3,0.460479272107579,0.500500751252191,-1.00100150250438,1.55729543493535,0,Rejected
15602,70,TRPV2,0.453049283432409,0,-0.500604410498962,1.41459540782567,0,Rejected
3791,71,DERA,0.448718448173502,0.22938018940219,-1.00100150250438,1.42351475524821,0,Rejected
11351,72,PPP1R3B,0.44488578239245,0.160883471847764,-1.00100150250438,1.36308946233658,0,Rejected
8279,73,MAPK14,0.430211564620575,0.500500751252191,-1.00100150250438,1.41644740676817,0,Rejected
12492,74,RNF6,0.427660355698968,0,0,1.69187738755514,0,Rejected
11070,75,PLOD2,0.427574663693234,0,0,1.35116629265928,0,Rejected
6411,76,HOXC11,0.426985107853156,0.500500751252191,-1.00100150250438,1.56426355004787,0,Rejected
14516,77,TAF1A,0.426477260928345,0,0,1.02266143540797,0,Rejected
8523,78,MFNG,0.422135114789436,0.22914574216016,-1.00100150250438,1.35646700825112,0,Rejected
16812,79,ZNF280B,0.416970820183186,0,-1.00100150250438,1.41120774204966,0,Rejected
702,80,AP1B1,0.416630232362021,0,-1.00100150250438,1.41634163524743,0,Rejected
16286,81,WDPCP,0.411521900357951,0,-1.00100150250438,1.5577686472352,0,Rejected
9288,82,NEDD1,0.410357007445691,0,0,1.38041711899614,0,Rejected
11624,83,PRTFDC1,0.408139094856288,0.260399625648679,-1.00100150250438,1.29222809790238,0,Rejected
14316,84,STRN,0.404610842111114,0.0153682700550559,-1.00100150250438,1.24624960286364,0,Rejected
12209,85,RELB,0.404522417751258,0.424609886319934,-1.00100150250438,1.41696460700847,0,Rejected
11845,86,PYGB,0.401805987445033,0,0,1.41671443620535,0,Rejected
2135,87,CCDC34,0.401737355745558,0,0,1.22526338839375,0,Rejected
14110,88,SRC,0.398637103823992,0.357642568794609,-1.00100150250438,1.66368062657695,0,Rejected
2999,89,COG1,0.398412491928912,0,-1.00100150250438,1.4167285799706,0,Rejected
3019,90,COL1A1,0.392616817369068,0,-0.544089290202847,1.41246757828475,0,Rejected
15620,91,TSFM,0.389278362085038,0,0,1.00100150250438,0,Rejected
4735,92,FAM122B,0.388292660943126,0.185996375208725,-1.00100150250438,1.41375504263398,0,Rejected
16488,93,YPEL1,0.388281286037078,0.109277359784175,-1.26301721078944,1.26693979201741,0,Rejected
5401,94,GAD1,0.382222147422871,0.424378789813216,-1.34406227991274,1.00100150250438,0,Rejected
6929,95,IRF1,0.381519346207742,0,0,1.04300744968488,0,Rejected
7014,96,ITM2A,0.379869988121209,0,-1.00100150250438,1.73651238160403,0,Rejected
10717,97,PEX16,0.379608627896121,0,-1.00100150250438,1.41620539683401,0,Rejected
1169,98,ATP9A,0.376755878921233,0,-1.00100150250438,1.90131282750684,0,Rejected
6414,99,HOXC4,0.374604276835367,0.235580721625739,-1.2581161384918,1.41676604054767,0,Rejected
16095,100,USP49,0.371931133424398,0,-0.0657066247684444,1.00100150250438,0,Rejected
9361,101,NFKBIE,0.369684107162696,0,-0.177679141366925,1.5313218116491,0,Rejected
13046,102,SEPSECS,0.368399941147414,0,-1.00100150250438,1.62957385548718,0,Rejected
14648,103,TBRG1,0.3677708404372,0.500500751252191,-1.34774720669074,1.00100150250438,0,Rejected
15393,104,TPD52L2,0.36671624657591,0,0,1.26301721078944,0,Rejected
394,105,AHNAK,0.361478523640292,0,0,1.00100150250438,0,Rejected
14453,106,SYNPO2,0.359989029680111,0.351826232181427,-1.00100150250438,1.35145818933225,0,Rejected
4199,107,E2F3,0.359333892054088,0,-1.00100150250438,1.68698616224339,0,Rejected
6989,108,ITGAL,0.357647974461876,0,-1.00100150250438,1.41146301823224,0,Rejected
8258,109,MAP3K7,0.357068018141387,0.500500751252191,-1.00100150250438,1.73204057515517,0,Rejected
