Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-7.1,10.0,1.6,0.808,0.433,0.96,0.533,0.506,0.697,0.762,0.25,0.989,0.389,0.392,0.619,0.769,0.375,0.944,0.5,0.409,0.66
linear,5,-7.6,10.3,1.6,0.808,0.433,0.96,0.533,0.506,0.697,0.762,0.25,0.989,0.389,0.392,0.619,0.769,0.375,0.944,0.5,0.409,0.66
linear,10,-7.6,10.3,1.6,0.808,0.433,0.96,0.533,0.506,0.697,0.762,0.25,0.989,0.389,0.392,0.619,0.769,0.375,0.944,0.5,0.409,0.66
linear,15,-7.6,10.3,1.6,0.808,0.433,0.96,0.533,0.506,0.697,0.762,0.25,0.989,0.389,0.392,0.619,0.769,0.375,0.944,0.5,0.409,0.66
