Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.2,-0.1,-0.5,0.569,0.851,0.483,0.479,0.289,0.667,0.519,0.916,0.393,0.479,0.283,0.655,0.532,0.947,0.4,0.493,0.319,0.674
RBF,1,0.01,-1.9,1.5,-0.4,0.703,0.806,0.671,0.563,0.411,0.738,0.635,0.737,0.603,0.496,0.292,0.67,0.633,0.789,0.583,0.508,0.319,0.686
RBF,1,0.001,-1.4,1.7,0.0,0.811,0.396,0.938,0.49,0.404,0.667,0.81,0.358,0.953,0.474,0.41,0.656,0.81,0.368,0.95,0.483,0.409,0.659
RBF,1,0.0001,-0.3,0.9,0.3,0.792,0.218,0.967,0.323,0.318,0.592,0.792,0.263,0.96,0.366,0.352,0.612,0.772,0.053,1.0,0.1,0.201,0.526
RBF,1,1e-05,0.9,1.0,0.9,0.61,0.722,0.575,0.445,0.264,0.648,0.544,0.642,0.513,0.407,0.14,0.578,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.2,-0.1,-0.5,0.569,0.823,0.492,0.471,0.27,0.657,0.537,0.905,0.42,0.485,0.294,0.663,0.532,0.947,0.4,0.493,0.319,0.674
RBF,5,0.01,-2.6,1.5,-0.5,0.719,0.875,0.671,0.592,0.464,0.773,0.623,0.726,0.59,0.482,0.272,0.658,0.595,0.684,0.567,0.448,0.214,0.625
RBF,5,0.001,-2.0,1.9,-0.4,0.722,0.737,0.717,0.55,0.395,0.727,0.577,0.632,0.56,0.418,0.164,0.596,0.595,0.737,0.55,0.467,0.245,0.643
RBF,5,0.0001,-1.3,1.5,0.3,0.812,0.205,0.996,0.329,0.382,0.6,0.8,0.189,0.993,0.313,0.358,0.591,0.797,0.211,0.983,0.333,0.34,0.597
RBF,5,1e-05,-1.0,1.0,0.5,0.681,0.493,0.733,0.306,0.2,0.613,0.62,0.411,0.687,0.251,0.085,0.549,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.2,-0.1,-0.5,0.569,0.823,0.492,0.471,0.27,0.657,0.537,0.905,0.42,0.485,0.294,0.663,0.532,0.947,0.4,0.493,0.319,0.674
RBF,10,0.01,-2.9,1.7,-0.4,0.76,0.779,0.754,0.604,0.469,0.767,0.653,0.632,0.66,0.467,0.254,0.646,0.671,0.684,0.667,0.5,0.304,0.675
RBF,10,0.001,-2.6,2.4,-0.3,0.741,0.751,0.738,0.573,0.428,0.744,0.628,0.632,0.627,0.452,0.225,0.629,0.608,0.684,0.583,0.456,0.229,0.634
RBF,10,0.0001,-1.6,2.1,0.2,0.824,0.313,0.979,0.444,0.427,0.646,0.815,0.295,0.98,0.432,0.417,0.637,0.823,0.316,0.983,0.462,0.45,0.65
RBF,10,1e-05,-1.0,0.9,-0.0,0.681,0.493,0.733,0.306,0.2,0.613,0.62,0.411,0.687,0.251,0.085,0.549,0.759,0.0,1.0,0.0,0.0,0.5
