Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.8,-0.5,-0.6,0.31,0.973,0.108,0.397,0.122,0.541,0.276,1.0,0.047,0.399,0.107,0.523,0.291,1.0,0.067,0.404,0.13,0.533
RBF,1,0.01,-2.0,0.6,-0.3,0.722,0.752,0.712,0.559,0.405,0.732,0.635,0.737,0.603,0.493,0.292,0.67,0.633,0.737,0.6,0.491,0.288,0.668
RBF,1,0.001,-1.5,1.4,0.0,0.802,0.423,0.917,0.495,0.392,0.67,0.737,0.432,0.833,0.441,0.269,0.632,0.747,0.474,0.833,0.474,0.307,0.654
RBF,1,0.0001,-0.7,0.8,0.1,0.799,0.205,0.979,0.305,0.309,0.592,0.749,0.242,0.91,0.311,0.193,0.576,0.759,0.158,0.95,0.24,0.174,0.554
RBF,1,1e-05,0.8,1.0,0.9,0.786,0.245,0.95,0.332,0.299,0.597,0.744,0.316,0.88,0.363,0.219,0.598,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.8,-0.5,-0.6,0.31,0.973,0.108,0.397,0.122,0.541,0.276,1.0,0.047,0.399,0.107,0.523,0.291,1.0,0.067,0.404,0.13,0.533
RBF,5,0.01,-2.4,0.5,-0.6,0.674,0.862,0.617,0.553,0.409,0.739,0.57,0.916,0.46,0.506,0.333,0.688,0.582,0.947,0.467,0.522,0.367,0.707
RBF,5,0.001,-2.2,2.1,-0.2,0.754,0.685,0.775,0.562,0.412,0.73,0.653,0.568,0.68,0.44,0.22,0.624,0.595,0.579,0.6,0.407,0.154,0.589
RBF,5,0.0001,-1.5,1.6,-0.1,0.811,0.423,0.929,0.507,0.411,0.676,0.732,0.4,0.837,0.417,0.244,0.618,0.709,0.368,0.817,0.378,0.189,0.593
RBF,5,1e-05,-1.0,0.9,0.5,0.78,0.173,0.962,0.229,0.192,0.568,0.752,0.189,0.93,0.219,0.134,0.56,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.8,-0.5,-0.6,0.31,0.973,0.108,0.397,0.122,0.541,0.276,1.0,0.047,0.399,0.107,0.523,0.291,1.0,0.067,0.404,0.13,0.533
RBF,10,0.01,-2.4,0.5,-0.6,0.664,0.835,0.612,0.538,0.383,0.724,0.567,0.905,0.46,0.502,0.323,0.683,0.582,0.947,0.467,0.522,0.367,0.707
RBF,10,0.001,-3.0,2.9,-0.3,0.757,0.71,0.771,0.581,0.438,0.741,0.643,0.6,0.657,0.442,0.224,0.628,0.633,0.684,0.617,0.473,0.258,0.65
RBF,10,0.0001,-1.7,1.9,-0.1,0.808,0.437,0.921,0.511,0.409,0.679,0.732,0.421,0.83,0.43,0.255,0.626,0.734,0.421,0.833,0.432,0.259,0.627
RBF,10,1e-05,-1.0,0.8,-0.0,0.792,0.23,0.962,0.326,0.323,0.596,0.742,0.211,0.91,0.254,0.136,0.56,0.759,0.158,0.95,0.24,0.174,0.554
