Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-2.0,1.7,0.3,0.783,0.401,0.9,0.454,0.336,0.65,0.759,0.305,0.903,0.371,0.247,0.604,0.785,0.316,0.933,0.414,0.32,0.625
RBF,1,0.01,-1.7,1.7,0.4,0.802,0.342,0.942,0.437,0.363,0.642,0.785,0.158,0.983,0.259,0.279,0.571,0.785,0.158,0.983,0.261,0.275,0.571
RBF,1,0.001,-1.4,1.5,0.0,0.805,0.247,0.975,0.369,0.35,0.611,0.792,0.137,1.0,0.235,0.319,0.568,0.797,0.158,1.0,0.273,0.353,0.579
RBF,1,0.0001,0.4,1.0,0.6,0.713,0.327,0.829,0.329,0.244,0.578,0.724,0.295,0.86,0.308,0.306,0.577,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.233,1.0,0.0,0.378,0.0,0.5,0.241,1.0,0.0,0.388,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-2.5,1.8,-0.1,0.722,0.523,0.783,0.466,0.287,0.653,0.673,0.474,0.737,0.412,0.195,0.605,0.709,0.526,0.767,0.465,0.272,0.646
RBF,5,0.01,-2.3,2.1,-0.1,0.738,0.522,0.804,0.472,0.308,0.663,0.747,0.495,0.827,0.485,0.318,0.661,0.772,0.526,0.85,0.526,0.376,0.688
RBF,5,0.001,-1.8,2.2,-0.2,0.76,0.522,0.833,0.499,0.344,0.678,0.749,0.453,0.843,0.462,0.301,0.648,0.747,0.474,0.833,0.474,0.307,0.654
RBF,5,0.0001,-1.2,0.9,-0.2,0.799,0.247,0.967,0.362,0.325,0.607,0.815,0.232,1.0,0.366,0.423,0.616,0.835,0.316,1.0,0.48,0.509,0.658
RBF,5,1e-05,-1.0,1.0,-0.9,0.462,0.7,0.383,0.374,0.122,0.542,0.466,0.674,0.4,0.357,0.153,0.537,0.785,0.421,0.9,0.485,0.359,0.661
RBF,10,0.1,-2.9,2.2,-0.4,0.658,0.62,0.671,0.454,0.252,0.645,0.635,0.653,0.63,0.463,0.244,0.641,0.608,0.632,0.6,0.436,0.199,0.616
RBF,10,0.01,-2.7,2.2,1.1,0.796,0.207,0.975,0.311,0.313,0.591,0.767,0.084,0.983,0.148,0.173,0.534,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.001,-1.9,2.4,-0.3,0.712,0.657,0.729,0.519,0.346,0.693,0.706,0.558,0.753,0.478,0.285,0.656,0.722,0.579,0.767,0.5,0.318,0.673
RBF,10,0.0001,-1.5,1.6,0.0,0.799,0.247,0.967,0.362,0.325,0.607,0.795,0.147,1.0,0.249,0.329,0.574,0.797,0.158,1.0,0.273,0.353,0.579
RBF,10,1e-05,-1.0,1.0,-0.8,0.462,0.7,0.383,0.374,0.122,0.542,0.466,0.674,0.4,0.357,0.153,0.537,0.785,0.421,0.9,0.485,0.359,0.661
