Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.6,0.2,-0.4,0.674,0.712,0.662,0.504,0.322,0.687,0.709,0.758,0.693,0.554,0.392,0.726,0.722,0.842,0.683,0.593,0.452,0.763
RBF,1,0.01,-2.1,1.0,0.3,0.799,0.33,0.942,0.432,0.365,0.636,0.742,0.242,0.9,0.31,0.178,0.571,0.734,0.263,0.883,0.323,0.174,0.573
RBF,1,0.001,-1.3,1.7,0.2,0.812,0.247,0.983,0.377,0.388,0.615,0.792,0.189,0.983,0.305,0.322,0.586,0.785,0.211,0.967,0.32,0.286,0.589
RBF,1,0.0001,-0.0,0.9,0.4,0.789,0.191,0.971,0.293,0.296,0.581,0.797,0.221,0.98,0.336,0.348,0.601,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.262,0.986,0.042,0.384,0.041,0.514,0.268,0.989,0.04,0.394,0.047,0.515,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.6,0.4,-0.4,0.696,0.713,0.692,0.523,0.351,0.702,0.701,0.789,0.673,0.559,0.399,0.731,0.734,0.895,0.683,0.618,0.496,0.789
RBF,5,0.01,-2.9,1.9,-0.1,0.783,0.601,0.838,0.566,0.424,0.719,0.727,0.453,0.813,0.443,0.263,0.633,0.722,0.474,0.8,0.45,0.265,0.637
RBF,5,0.001,-2.1,3.1,0.7,0.805,0.219,0.983,0.335,0.352,0.601,0.777,0.137,0.98,0.227,0.242,0.558,0.772,0.211,0.95,0.308,0.241,0.58
RBF,5,0.0001,-1.2,1.3,-0.0,0.811,0.246,0.983,0.374,0.375,0.615,0.797,0.221,0.98,0.344,0.344,0.601,0.785,0.211,0.967,0.32,0.286,0.589
RBF,5,1e-05,-1.0,0.9,0.7,0.776,0.12,0.975,0.182,0.167,0.548,0.785,0.147,0.987,0.218,0.221,0.567,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.6,0.4,-0.4,0.696,0.713,0.692,0.523,0.351,0.702,0.701,0.789,0.673,0.559,0.399,0.731,0.734,0.895,0.683,0.618,0.496,0.789
RBF,10,0.01,-3.6,2.3,-0.5,0.709,0.808,0.679,0.56,0.416,0.743,0.625,0.642,0.62,0.454,0.227,0.631,0.633,0.632,0.633,0.453,0.229,0.632
RBF,10,0.001,-2.8,3.3,1.1,0.808,0.205,0.992,0.32,0.369,0.598,0.775,0.126,0.98,0.212,0.231,0.553,0.772,0.105,0.983,0.182,0.198,0.544
RBF,10,0.0001,-1.4,1.8,0.2,0.808,0.205,0.992,0.325,0.365,0.598,0.797,0.221,0.98,0.344,0.344,0.601,0.785,0.211,0.967,0.32,0.286,0.589
RBF,10,1e-05,-1.0,0.9,0.3,0.773,0.213,0.942,0.261,0.191,0.578,0.767,0.221,0.94,0.26,0.197,0.581,0.759,0.0,1.0,0.0,0.0,0.5
