activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.775,0.392,0.873,0.416,0.281,0.632,0.77,0.618,0.81,0.524,0.386,0.714,0.736,0.455,0.81,0.417,0.249,0.632
relu,"(25,)",0.01,0.77,0.392,0.867,0.408,0.27,0.629,0.751,0.436,0.833,0.419,0.262,0.635,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(25,)",0.001,0.752,0.375,0.849,0.387,0.236,0.612,0.758,0.418,0.848,0.416,0.266,0.633,0.774,0.455,0.857,0.455,0.312,0.656
relu,"(25,)",0.0001,0.771,0.353,0.879,0.386,0.249,0.616,0.751,0.345,0.857,0.368,0.215,0.601,0.811,0.364,0.929,0.444,0.35,0.646
relu,"(50,)",0.1,0.77,0.511,0.837,0.466,0.329,0.674,0.777,0.673,0.805,0.552,0.425,0.739,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(50,)",0.01,0.785,0.417,0.879,0.442,0.314,0.648,0.808,0.6,0.862,0.56,0.44,0.731,0.887,0.909,0.881,0.769,0.711,0.895
relu,"(50,)",0.001,0.766,0.322,0.88,0.358,0.224,0.601,0.823,0.636,0.871,0.598,0.487,0.754,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(50,)",0.0001,0.761,0.3,0.88,0.339,0.2,0.59,0.823,0.655,0.867,0.606,0.495,0.761,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(75,)",0.1,0.77,0.367,0.873,0.391,0.257,0.62,0.785,0.618,0.829,0.541,0.409,0.723,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(75,)",0.01,0.771,0.419,0.861,0.426,0.284,0.64,0.796,0.618,0.843,0.554,0.43,0.731,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(75,)",0.001,0.761,0.394,0.855,0.406,0.26,0.625,0.808,0.655,0.848,0.583,0.467,0.751,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(75,)",0.0001,0.771,0.417,0.861,0.426,0.287,0.639,0.804,0.655,0.843,0.579,0.46,0.749,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(100,)",0.1,0.775,0.461,0.855,0.456,0.33,0.658,0.804,0.8,0.805,0.621,0.523,0.802,0.66,0.545,0.69,0.4,0.2,0.618
relu,"(100,)",0.01,0.77,0.392,0.867,0.408,0.27,0.629,0.815,0.636,0.862,0.582,0.469,0.749,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(100,)",0.001,0.756,0.297,0.873,0.325,0.184,0.585,0.823,0.545,0.895,0.556,0.447,0.72,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(100,)",0.0001,0.77,0.297,0.891,0.341,0.215,0.594,0.815,0.455,0.91,0.5,0.393,0.682,0.849,0.636,0.905,0.636,0.541,0.771
