activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.742,0.281,0.861,0.299,0.147,0.571,0.747,0.418,0.833,0.393,0.246,0.626,0.736,0.455,0.81,0.417,0.249,0.632
relu,"(25,)",0.01,0.766,0.375,0.867,0.399,0.264,0.621,0.736,0.291,0.852,0.307,0.151,0.572,0.755,0.455,0.833,0.435,0.279,0.644
relu,"(25,)",0.001,0.761,0.356,0.867,0.369,0.231,0.611,0.728,0.255,0.852,0.265,0.107,0.553,0.755,0.364,0.857,0.381,0.229,0.61
relu,"(25,)",0.0001,0.78,0.208,0.927,0.288,0.201,0.568,0.717,0.127,0.871,0.155,-0.003,0.499,0.717,0.0,0.905,0.0,-0.146,0.452
relu,"(50,)",0.1,0.761,0.328,0.873,0.323,0.191,0.601,0.721,0.309,0.829,0.312,0.15,0.569,0.66,0.273,0.762,0.25,0.033,0.517
relu,"(50,)",0.01,0.766,0.233,0.904,0.294,0.181,0.568,0.755,0.273,0.881,0.302,0.169,0.577,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(50,)",0.001,0.761,0.183,0.909,0.24,0.128,0.546,0.747,0.236,0.881,0.267,0.128,0.559,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(50,)",0.0001,0.794,0.275,0.927,0.342,0.273,0.601,0.755,0.127,0.919,0.165,0.05,0.523,0.755,0.0,0.952,0.0,-0.101,0.476
relu,"(75,)",0.1,0.732,0.261,0.855,0.263,0.108,0.558,0.709,0.309,0.814,0.301,0.123,0.562,0.736,0.182,0.881,0.222,0.075,0.531
relu,"(75,)",0.01,0.746,0.214,0.885,0.24,0.107,0.55,0.713,0.236,0.838,0.247,0.074,0.537,0.736,0.364,0.833,0.364,0.197,0.598
relu,"(75,)",0.001,0.761,0.236,0.898,0.28,0.164,0.567,0.725,0.255,0.848,0.259,0.096,0.551,0.717,0.273,0.833,0.286,0.11,0.553
relu,"(75,)",0.0001,0.799,0.303,0.927,0.38,0.296,0.615,0.736,0.2,0.876,0.23,0.081,0.538,0.755,0.182,0.905,0.235,0.111,0.543
relu,"(100,)",0.1,0.77,0.306,0.891,0.338,0.224,0.598,0.713,0.273,0.829,0.255,0.085,0.551,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(100,)",0.01,0.756,0.258,0.885,0.299,0.179,0.572,0.736,0.273,0.857,0.283,0.13,0.565,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(100,)",0.001,0.766,0.258,0.897,0.307,0.185,0.578,0.74,0.218,0.876,0.25,0.107,0.547,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(100,)",0.0001,0.79,0.256,0.927,0.334,0.25,0.592,0.747,0.2,0.89,0.231,0.093,0.545,0.755,0.182,0.905,0.235,0.111,0.543
relu,"(125,)",0.1,0.746,0.328,0.855,0.327,0.192,0.592,0.702,0.218,0.829,0.22,0.041,0.523,0.717,0.182,0.857,0.211,0.044,0.519
relu,"(125,)",0.01,0.746,0.214,0.885,0.244,0.109,0.55,0.747,0.273,0.871,0.305,0.161,0.572,0.774,0.455,0.857,0.455,0.312,0.656
relu,"(125,)",0.001,0.751,0.236,0.885,0.278,0.154,0.561,0.755,0.291,0.876,0.32,0.182,0.584,0.755,0.364,0.857,0.381,0.229,0.61
relu,"(125,)",0.0001,0.77,0.236,0.909,0.298,0.194,0.573,0.755,0.236,0.89,0.277,0.143,0.563,0.736,0.091,0.905,0.125,-0.006,0.498
relu,"(150,)",0.1,0.751,0.258,0.879,0.277,0.149,0.569,0.709,0.364,0.8,0.324,0.147,0.582,0.679,0.636,0.69,0.452,0.273,0.663
relu,"(150,)",0.01,0.737,0.214,0.873,0.234,0.091,0.544,0.736,0.291,0.852,0.303,0.146,0.572,0.717,0.364,0.81,0.348,0.168,0.587
relu,"(150,)",0.001,0.751,0.214,0.891,0.247,0.116,0.553,0.751,0.273,0.876,0.295,0.156,0.574,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(150,)",0.0001,0.78,0.236,0.921,0.305,0.211,0.579,0.736,0.2,0.876,0.234,0.088,0.538,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(175,)",0.1,0.727,0.306,0.837,0.277,0.122,0.571,0.721,0.309,0.829,0.299,0.13,0.569,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(175,)",0.01,0.741,0.236,0.873,0.25,0.108,0.555,0.743,0.291,0.862,0.318,0.167,0.576,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(175,)",0.001,0.742,0.214,0.88,0.235,0.094,0.547,0.747,0.291,0.867,0.309,0.166,0.579,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(175,)",0.0001,0.78,0.281,0.909,0.344,0.24,0.595,0.747,0.218,0.886,0.258,0.12,0.552,0.717,0.182,0.857,0.211,0.044,0.519
relu,"(200,)",0.1,0.722,0.283,0.837,0.273,0.109,0.56,0.709,0.236,0.833,0.235,0.065,0.535,0.736,0.091,0.905,0.125,-0.006,0.498
relu,"(200,)",0.01,0.751,0.214,0.891,0.244,0.112,0.553,0.77,0.327,0.886,0.353,0.229,0.606,0.736,0.182,0.881,0.222,0.075,0.531
relu,"(200,)",0.001,0.751,0.214,0.891,0.249,0.119,0.553,0.762,0.309,0.881,0.332,0.203,0.595,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(200,)",0.0001,0.775,0.236,0.916,0.3,0.2,0.576,0.755,0.236,0.89,0.271,0.144,0.563,0.717,0.182,0.857,0.211,0.044,0.519
relu,"(225,)",0.1,0.732,0.283,0.85,0.271,0.119,0.566,0.709,0.291,0.819,0.285,0.109,0.555,0.642,0.636,0.643,0.424,0.23,0.64
relu,"(225,)",0.01,0.737,0.214,0.873,0.233,0.088,0.544,0.762,0.382,0.862,0.394,0.254,0.622,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(225,)",0.001,0.756,0.236,0.891,0.281,0.163,0.564,0.77,0.327,0.886,0.362,0.233,0.606,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(225,)",0.0001,0.775,0.258,0.909,0.325,0.218,0.584,0.747,0.218,0.886,0.248,0.116,0.552,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(250,)",0.1,0.737,0.331,0.843,0.313,0.158,0.587,0.725,0.327,0.829,0.323,0.155,0.578,0.698,0.091,0.857,0.111,-0.062,0.474
relu,"(250,)",0.01,0.746,0.214,0.886,0.239,0.106,0.55,0.755,0.345,0.862,0.357,0.214,0.604,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(250,)",0.001,0.761,0.236,0.898,0.285,0.169,0.567,0.758,0.291,0.881,0.317,0.184,0.586,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(250,)",0.0001,0.775,0.258,0.909,0.325,0.218,0.584,0.766,0.273,0.895,0.317,0.192,0.584,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(275,)",0.1,0.727,0.306,0.838,0.278,0.124,0.572,0.721,0.291,0.833,0.288,0.121,0.562,0.604,0.636,0.595,0.4,0.189,0.616
relu,"(275,)",0.01,0.737,0.214,0.873,0.235,0.091,0.544,0.751,0.273,0.876,0.301,0.161,0.574,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(275,)",0.001,0.751,0.214,0.891,0.243,0.111,0.553,0.732,0.2,0.871,0.206,0.057,0.536,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(275,)",0.0001,0.78,0.261,0.916,0.322,0.22,0.588,0.736,0.182,0.881,0.201,0.055,0.531,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(300,)",0.1,0.732,0.258,0.855,0.262,0.109,0.557,0.717,0.327,0.819,0.296,0.132,0.573,0.679,0.455,0.738,0.37,0.17,0.596
relu,"(300,)",0.01,0.746,0.214,0.885,0.242,0.106,0.55,0.755,0.309,0.871,0.327,0.188,0.59,0.755,0.364,0.857,0.381,0.229,0.61
relu,"(300,)",0.001,0.756,0.236,0.891,0.283,0.163,0.564,0.762,0.291,0.886,0.329,0.197,0.588,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(300,)",0.0001,0.751,0.211,0.891,0.258,0.138,0.551,0.758,0.236,0.895,0.276,0.148,0.566,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(25,5)",0.1,0.722,0.353,0.819,0.341,0.169,0.586,0.702,0.4,0.781,0.345,0.164,0.59,0.792,0.0,1.0,0.0,0.0,0.5
relu,"(25,5)",0.01,0.742,0.278,0.861,0.302,0.15,0.57,0.702,0.309,0.805,0.29,0.106,0.557,0.717,0.455,0.786,0.4,0.221,0.62
relu,"(25,5)",0.001,0.751,0.306,0.867,0.336,0.194,0.586,0.694,0.218,0.819,0.223,0.034,0.519,0.679,0.091,0.833,0.105,-0.086,0.462
relu,"(25,5)",0.0001,0.794,0.211,0.945,0.3,0.242,0.578,0.691,0.073,0.852,0.083,-0.096,0.463,0.792,0.0,1.0,0.0,0.0,0.5
relu,"(50,10)",0.1,0.737,0.283,0.855,0.296,0.143,0.569,0.706,0.382,0.79,0.345,0.163,0.586,0.755,0.182,0.905,0.235,0.111,0.543
relu,"(50,10)",0.01,0.737,0.211,0.873,0.245,0.107,0.542,0.755,0.309,0.871,0.339,0.201,0.59,0.736,0.455,0.81,0.417,0.249,0.632
relu,"(50,10)",0.001,0.756,0.258,0.885,0.307,0.174,0.572,0.755,0.309,0.871,0.338,0.197,0.59,0.755,0.182,0.905,0.235,0.111,0.543
relu,"(50,10)",0.0001,0.77,0.258,0.903,0.321,0.202,0.581,0.762,0.236,0.9,0.283,0.159,0.568,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(75,15)",0.1,0.722,0.331,0.825,0.324,0.159,0.578,0.717,0.327,0.819,0.325,0.146,0.573,0.755,0.364,0.857,0.381,0.229,0.61
relu,"(75,15)",0.01,0.761,0.283,0.885,0.332,0.215,0.584,0.728,0.236,0.857,0.264,0.102,0.547,0.642,0.182,0.762,0.174,-0.055,0.472
relu,"(75,15)",0.001,0.761,0.261,0.891,0.302,0.195,0.576,0.717,0.182,0.857,0.204,0.04,0.519,0.736,0.182,0.881,0.222,0.075,0.531
relu,"(75,15)",0.0001,0.78,0.258,0.916,0.315,0.219,0.587,0.706,0.164,0.848,0.185,0.011,0.506,0.736,0.273,0.857,0.3,0.14,0.565
relu,"(100,20)",0.1,0.746,0.325,0.855,0.324,0.181,0.59,0.668,0.236,0.781,0.214,0.014,0.509,0.736,0.091,0.905,0.125,-0.006,0.498
relu,"(100,20)",0.01,0.746,0.214,0.886,0.238,0.105,0.55,0.755,0.345,0.862,0.358,0.212,0.604,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(100,20)",0.001,0.766,0.258,0.898,0.305,0.198,0.578,0.747,0.291,0.867,0.308,0.167,0.579,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(100,20)",0.0001,0.761,0.258,0.892,0.3,0.186,0.575,0.758,0.255,0.89,0.295,0.164,0.573,0.774,0.364,0.881,0.4,0.264,0.622
