activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.756,0.514,0.819,0.463,0.312,0.667,0.845,0.836,0.848,0.696,0.615,0.842,0.792,0.909,0.762,0.645,0.561,0.835
relu,"(25,)",0.01,0.761,0.536,0.819,0.481,0.331,0.678,0.879,0.8,0.9,0.734,0.661,0.85,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(25,)",0.001,0.775,0.442,0.861,0.446,0.307,0.651,0.86,0.618,0.924,0.643,0.561,0.771,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(25,)",0.0001,0.794,0.442,0.886,0.467,0.343,0.664,0.838,0.564,0.91,0.589,0.491,0.737,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(50,)",0.1,0.751,0.631,0.783,0.509,0.366,0.707,0.804,0.855,0.79,0.644,0.552,0.823,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(50,)",0.01,0.761,0.514,0.825,0.469,0.32,0.67,0.86,0.764,0.886,0.695,0.611,0.825,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(50,)",0.001,0.766,0.536,0.825,0.484,0.337,0.681,0.883,0.745,0.919,0.727,0.654,0.832,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(50,)",0.0001,0.77,0.467,0.849,0.454,0.311,0.658,0.894,0.727,0.938,0.742,0.678,0.833,0.925,0.727,0.976,0.8,0.76,0.852
relu,"(75,)",0.1,0.742,0.558,0.789,0.47,0.319,0.674,0.796,0.764,0.805,0.61,0.499,0.784,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(75,)",0.01,0.752,0.492,0.819,0.446,0.291,0.655,0.86,0.745,0.89,0.693,0.609,0.818,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(75,)",0.001,0.713,0.492,0.771,0.41,0.233,0.631,0.826,0.764,0.843,0.649,0.55,0.803,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(75,)",0.0001,0.689,0.606,0.711,0.443,0.267,0.658,0.819,0.836,0.814,0.659,0.568,0.825,0.887,0.818,0.905,0.75,0.681,0.861
relu,"(100,)",0.1,0.741,0.656,0.765,0.508,0.365,0.71,0.8,0.873,0.781,0.648,0.559,0.827,0.83,0.909,0.81,0.69,0.615,0.859
relu,"(100,)",0.01,0.78,0.467,0.862,0.465,0.328,0.664,0.872,0.8,0.89,0.725,0.649,0.845,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(100,)",0.001,0.77,0.369,0.874,0.395,0.256,0.622,0.853,0.636,0.91,0.642,0.551,0.773,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(100,)",0.0001,0.78,0.325,0.898,0.366,0.244,0.611,0.845,0.582,0.914,0.61,0.515,0.748,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(125,)",0.1,0.77,0.583,0.819,0.509,0.371,0.701,0.838,0.8,0.848,0.672,0.583,0.824,0.868,0.909,0.857,0.741,0.677,0.883
relu,"(125,)",0.01,0.78,0.464,0.862,0.466,0.329,0.663,0.875,0.745,0.91,0.717,0.642,0.827,0.887,0.818,0.905,0.75,0.681,0.861
relu,"(125,)",0.001,0.77,0.467,0.849,0.45,0.308,0.658,0.857,0.655,0.91,0.655,0.566,0.782,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(125,)",0.0001,0.785,0.467,0.868,0.466,0.334,0.667,0.845,0.636,0.9,0.632,0.537,0.768,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(150,)",0.1,0.741,0.647,0.765,0.506,0.359,0.706,0.83,0.891,0.814,0.685,0.608,0.853,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(150,)",0.01,0.785,0.419,0.88,0.441,0.312,0.65,0.879,0.782,0.905,0.73,0.657,0.843,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(150,)",0.001,0.79,0.372,0.898,0.424,0.306,0.635,0.887,0.727,0.929,0.729,0.659,0.828,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(150,)",0.0001,0.78,0.372,0.886,0.411,0.282,0.629,0.875,0.673,0.929,0.693,0.619,0.801,0.925,0.727,0.976,0.8,0.76,0.852
relu,"(175,)",0.1,0.694,0.561,0.729,0.43,0.249,0.645,0.8,0.855,0.786,0.641,0.547,0.82,0.83,0.818,0.833,0.667,0.576,0.826
relu,"(175,)",0.01,0.785,0.439,0.874,0.456,0.322,0.656,0.879,0.727,0.919,0.72,0.647,0.823,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(175,)",0.001,0.766,0.419,0.855,0.424,0.278,0.637,0.891,0.764,0.924,0.742,0.679,0.844,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(175,)",0.0001,0.785,0.444,0.873,0.46,0.329,0.659,0.879,0.727,0.919,0.712,0.638,0.823,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(200,)",0.1,0.751,0.606,0.789,0.495,0.348,0.697,0.8,0.764,0.81,0.618,0.509,0.787,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(200,)",0.01,0.78,0.486,0.856,0.476,0.338,0.671,0.864,0.782,0.886,0.708,0.627,0.834,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(200,)",0.001,0.794,0.417,0.892,0.453,0.331,0.654,0.898,0.727,0.943,0.746,0.684,0.835,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(200,)",0.0001,0.785,0.303,0.91,0.359,0.246,0.606,0.894,0.691,0.948,0.73,0.67,0.819,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(225,)",0.1,0.761,0.583,0.807,0.5,0.354,0.695,0.781,0.818,0.771,0.608,0.502,0.795,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(225,)",0.01,0.799,0.467,0.886,0.49,0.369,0.676,0.857,0.727,0.89,0.68,0.592,0.809,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(225,)",0.001,0.761,0.394,0.855,0.404,0.255,0.625,0.879,0.745,0.914,0.723,0.648,0.83,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(225,)",0.0001,0.756,0.394,0.849,0.4,0.248,0.622,0.883,0.764,0.914,0.732,0.661,0.839,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(250,)",0.1,0.723,0.631,0.747,0.486,0.331,0.689,0.811,0.8,0.814,0.639,0.541,0.807,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(250,)",0.01,0.794,0.467,0.88,0.482,0.358,0.673,0.887,0.818,0.905,0.752,0.684,0.861,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(250,)",0.001,0.78,0.372,0.886,0.409,0.28,0.629,0.902,0.727,0.948,0.756,0.697,0.837,0.925,0.727,0.976,0.8,0.76,0.852
relu,"(250,)",0.0001,0.799,0.394,0.904,0.445,0.331,0.649,0.894,0.655,0.957,0.719,0.664,0.806,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(275,)",0.1,0.723,0.608,0.753,0.474,0.315,0.681,0.789,0.8,0.786,0.612,0.505,0.793,0.755,0.727,0.762,0.552,0.419,0.745
relu,"(275,)",0.01,0.799,0.442,0.892,0.475,0.358,0.667,0.857,0.709,0.895,0.677,0.588,0.802,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(275,)",0.001,0.79,0.442,0.88,0.462,0.334,0.661,0.872,0.727,0.91,0.704,0.625,0.818,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(275,)",0.0001,0.804,0.467,0.892,0.493,0.374,0.679,0.872,0.745,0.905,0.708,0.629,0.825,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(300,)",0.1,0.713,0.583,0.747,0.454,0.287,0.665,0.815,0.764,0.829,0.632,0.531,0.796,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(300,)",0.01,0.809,0.464,0.898,0.5,0.386,0.681,0.86,0.727,0.895,0.685,0.598,0.811,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(300,)",0.001,0.78,0.411,0.873,0.426,0.291,0.642,0.879,0.691,0.929,0.706,0.633,0.81,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(300,)",0.0001,0.775,0.389,0.873,0.408,0.27,0.631,0.872,0.691,0.919,0.691,0.613,0.805,0.925,0.727,0.976,0.8,0.76,0.852
relu,"(25,5)",0.1,0.727,0.631,0.753,0.483,0.329,0.692,0.781,0.836,0.767,0.614,0.512,0.802,0.83,0.818,0.833,0.667,0.576,0.826
relu,"(25,5)",0.01,0.79,0.556,0.85,0.519,0.388,0.703,0.83,0.764,0.848,0.654,0.556,0.806,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(25,5)",0.001,0.809,0.508,0.886,0.524,0.405,0.697,0.842,0.636,0.895,0.628,0.53,0.766,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(25,5)",0.0001,0.795,0.442,0.886,0.476,0.355,0.664,0.883,0.727,0.924,0.722,0.653,0.826,0.887,0.727,0.929,0.727,0.656,0.828
relu,"(50,10)",0.1,0.784,0.586,0.837,0.527,0.403,0.712,0.86,0.818,0.871,0.715,0.639,0.845,0.925,0.818,0.952,0.818,0.771,0.885
relu,"(50,10)",0.01,0.785,0.467,0.868,0.472,0.339,0.667,0.868,0.836,0.876,0.724,0.649,0.856,0.868,0.909,0.857,0.741,0.677,0.883
relu,"(50,10)",0.001,0.78,0.397,0.879,0.427,0.294,0.638,0.887,0.745,0.924,0.725,0.656,0.835,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(50,10)",0.0001,0.799,0.397,0.903,0.445,0.334,0.65,0.849,0.545,0.929,0.595,0.51,0.737,0.925,0.818,0.952,0.818,0.771,0.885
relu,"(75,15)",0.1,0.751,0.511,0.814,0.462,0.308,0.663,0.845,0.855,0.843,0.699,0.619,0.849,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(75,15)",0.01,0.775,0.539,0.837,0.496,0.356,0.688,0.853,0.836,0.857,0.706,0.627,0.847,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(75,15)",0.001,0.766,0.297,0.886,0.333,0.201,0.591,0.883,0.673,0.938,0.704,0.636,0.805,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(75,15)",0.0001,0.785,0.231,0.928,0.296,0.2,0.579,0.894,0.6,0.971,0.698,0.657,0.786,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(100,20)",0.1,0.723,0.539,0.771,0.443,0.274,0.655,0.83,0.691,0.867,0.628,0.524,0.779,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(100,20)",0.01,0.799,0.419,0.898,0.455,0.345,0.659,0.875,0.764,0.905,0.72,0.645,0.834,0.906,0.818,0.929,0.783,0.724,0.873
relu,"(100,20)",0.001,0.799,0.394,0.904,0.441,0.328,0.649,0.909,0.709,0.962,0.764,0.717,0.835,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(100,20)",0.0001,0.804,0.372,0.916,0.434,0.33,0.644,0.913,0.727,0.962,0.778,0.732,0.845,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(125,25)",0.1,0.794,0.533,0.862,0.513,0.387,0.698,0.826,0.727,0.852,0.641,0.542,0.79,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(125,25)",0.01,0.799,0.444,0.891,0.466,0.35,0.668,0.887,0.782,0.914,0.742,0.673,0.848,0.925,0.909,0.929,0.833,0.79,0.919
relu,"(125,25)",0.001,0.804,0.347,0.922,0.419,0.319,0.634,0.883,0.545,0.971,0.657,0.615,0.758,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(125,25)",0.0001,0.809,0.347,0.928,0.423,0.331,0.638,0.894,0.545,0.986,0.681,0.652,0.766,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(150,30)",0.1,0.751,0.333,0.862,0.326,0.187,0.598,0.804,0.6,0.857,0.558,0.439,0.729,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(150,30)",0.01,0.799,0.511,0.873,0.511,0.388,0.692,0.879,0.836,0.89,0.745,0.681,0.863,0.849,0.818,0.857,0.692,0.608,0.838
