activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.765,0.508,0.831,0.47,0.323,0.67,0.83,0.709,0.862,0.634,0.532,0.785,0.736,0.364,0.833,0.364,0.197,0.598
relu,"(25,)",0.01,0.78,0.489,0.855,0.476,0.338,0.672,0.853,0.691,0.895,0.662,0.57,0.793,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(25,)",0.001,0.785,0.442,0.874,0.455,0.322,0.658,0.849,0.655,0.9,0.643,0.549,0.777,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(25,)",0.0001,0.804,0.419,0.904,0.472,0.363,0.662,0.838,0.582,0.905,0.599,0.499,0.743,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(50,)",0.1,0.756,0.394,0.849,0.4,0.25,0.622,0.789,0.709,0.81,0.58,0.462,0.759,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(50,)",0.01,0.78,0.394,0.88,0.426,0.295,0.637,0.86,0.709,0.9,0.681,0.596,0.805,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(50,)",0.001,0.78,0.367,0.886,0.4,0.273,0.626,0.853,0.691,0.895,0.662,0.57,0.793,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(50,)",0.0001,0.804,0.439,0.898,0.473,0.368,0.668,0.849,0.691,0.89,0.656,0.561,0.791,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(75,)",0.1,0.751,0.442,0.832,0.427,0.272,0.637,0.83,0.673,0.871,0.626,0.524,0.772,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(75,)",0.01,0.746,0.367,0.843,0.369,0.211,0.605,0.826,0.636,0.876,0.605,0.497,0.756,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(75,)",0.001,0.751,0.414,0.837,0.404,0.248,0.626,0.83,0.655,0.876,0.618,0.513,0.765,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(75,)",0.0001,0.751,0.461,0.825,0.428,0.272,0.643,0.853,0.727,0.886,0.674,0.583,0.806,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(100,)",0.1,0.76,0.461,0.837,0.443,0.296,0.649,0.819,0.709,0.848,0.619,0.512,0.778,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(100,)",0.01,0.775,0.414,0.868,0.43,0.291,0.641,0.845,0.691,0.886,0.65,0.555,0.788,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(100,)",0.001,0.77,0.392,0.868,0.41,0.269,0.63,0.86,0.636,0.919,0.656,0.572,0.778,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(100,)",0.0001,0.79,0.464,0.874,0.474,0.347,0.669,0.849,0.564,0.924,0.61,0.521,0.744,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(125,)",0.1,0.746,0.511,0.807,0.451,0.294,0.659,0.811,0.8,0.814,0.64,0.54,0.807,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(125,)",0.01,0.77,0.369,0.874,0.399,0.261,0.622,0.845,0.691,0.886,0.653,0.558,0.788,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(125,)",0.001,0.756,0.322,0.868,0.349,0.204,0.595,0.875,0.655,0.933,0.687,0.613,0.794,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(125,)",0.0001,0.766,0.3,0.886,0.341,0.211,0.593,0.872,0.582,0.948,0.653,0.582,0.765,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(150,)",0.1,0.761,0.583,0.807,0.497,0.356,0.695,0.808,0.709,0.833,0.602,0.492,0.771,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(150,)",0.01,0.775,0.392,0.873,0.409,0.274,0.633,0.86,0.691,0.905,0.677,0.594,0.798,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(150,)",0.001,0.78,0.369,0.886,0.407,0.277,0.628,0.868,0.655,0.924,0.675,0.596,0.789,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(150,)",0.0001,0.785,0.347,0.898,0.392,0.271,0.622,0.864,0.636,0.924,0.663,0.582,0.78,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(175,)",0.1,0.732,0.564,0.778,0.462,0.304,0.671,0.808,0.709,0.833,0.603,0.493,0.771,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(175,)",0.01,0.77,0.367,0.874,0.395,0.257,0.62,0.838,0.636,0.89,0.625,0.526,0.763,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(175,)",0.001,0.775,0.394,0.874,0.418,0.283,0.634,0.845,0.582,0.914,0.612,0.521,0.748,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(175,)",0.0001,0.785,0.417,0.88,0.439,0.314,0.648,0.845,0.582,0.914,0.611,0.519,0.748,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(200,)",0.1,0.732,0.511,0.789,0.438,0.274,0.65,0.808,0.691,0.838,0.596,0.482,0.765,0.83,0.818,0.833,0.667,0.576,0.826
relu,"(200,)",0.01,0.785,0.414,0.88,0.442,0.312,0.647,0.842,0.673,0.886,0.641,0.545,0.779,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(200,)",0.001,0.752,0.369,0.85,0.38,0.228,0.609,0.842,0.618,0.9,0.618,0.519,0.759,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(200,)",0.0001,0.766,0.392,0.862,0.408,0.263,0.627,0.845,0.618,0.905,0.627,0.534,0.761,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(225,)",0.1,0.737,0.467,0.807,0.423,0.258,0.637,0.811,0.745,0.829,0.621,0.517,0.787,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(225,)",0.01,0.785,0.389,0.886,0.421,0.292,0.637,0.853,0.709,0.89,0.67,0.58,0.8,0.792,0.364,0.905,0.421,0.304,0.634
relu,"(225,)",0.001,0.79,0.364,0.898,0.407,0.288,0.631,0.887,0.709,0.933,0.722,0.652,0.821,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(225,)",0.0001,0.794,0.389,0.898,0.432,0.315,0.643,0.898,0.636,0.967,0.721,0.672,0.802,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(250,)",0.1,0.708,0.583,0.741,0.453,0.281,0.662,0.796,0.727,0.814,0.595,0.48,0.771,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(250,)",0.01,0.775,0.367,0.88,0.397,0.263,0.623,0.845,0.636,0.9,0.633,0.539,0.768,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(250,)",0.001,0.77,0.367,0.874,0.392,0.252,0.62,0.838,0.618,0.895,0.614,0.514,0.757,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(250,)",0.0001,0.78,0.392,0.88,0.423,0.291,0.636,0.834,0.6,0.895,0.601,0.5,0.748,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(275,)",0.1,0.727,0.467,0.795,0.417,0.248,0.631,0.819,0.745,0.838,0.631,0.525,0.792,0.755,0.727,0.762,0.552,0.419,0.745
relu,"(275,)",0.01,0.78,0.367,0.886,0.405,0.277,0.626,0.845,0.691,0.886,0.651,0.555,0.788,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(275,)",0.001,0.756,0.319,0.868,0.346,0.201,0.594,0.872,0.582,0.948,0.654,0.587,0.765,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(275,)",0.0001,0.766,0.342,0.874,0.368,0.229,0.608,0.875,0.564,0.957,0.657,0.598,0.76,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(300,)",0.1,0.741,0.536,0.796,0.461,0.308,0.666,0.785,0.673,0.814,0.568,0.444,0.744,0.811,0.455,0.905,0.5,0.388,0.68
relu,"(300,)",0.01,0.785,0.392,0.886,0.427,0.299,0.639,0.857,0.709,0.895,0.673,0.585,0.802,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(300,)",0.001,0.77,0.319,0.886,0.358,0.227,0.603,0.864,0.6,0.933,0.65,0.573,0.767,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(300,)",0.0001,0.789,0.319,0.909,0.373,0.27,0.614,0.875,0.618,0.943,0.677,0.607,0.781,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(25,5)",0.1,0.747,0.561,0.795,0.476,0.323,0.678,0.815,0.727,0.838,0.621,0.513,0.783,0.83,0.909,0.81,0.69,0.615,0.859
relu,"(25,5)",0.01,0.78,0.419,0.874,0.427,0.297,0.647,0.83,0.6,0.89,0.597,0.491,0.745,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(25,5)",0.001,0.752,0.489,0.819,0.448,0.293,0.654,0.792,0.582,0.848,0.537,0.407,0.715,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(25,5)",0.0001,0.766,0.536,0.825,0.481,0.336,0.681,0.789,0.618,0.833,0.549,0.418,0.726,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(50,10)",0.1,0.742,0.414,0.825,0.393,0.231,0.619,0.834,0.691,0.871,0.636,0.535,0.781,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(50,10)",0.01,0.775,0.367,0.879,0.393,0.268,0.623,0.857,0.745,0.886,0.685,0.598,0.816,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(50,10)",0.001,0.789,0.3,0.915,0.365,0.266,0.608,0.909,0.673,0.971,0.757,0.715,0.822,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(50,10)",0.0001,0.789,0.275,0.921,0.342,0.249,0.598,0.887,0.509,0.986,0.65,0.626,0.747,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(75,15)",0.1,0.756,0.511,0.819,0.462,0.309,0.665,0.808,0.636,0.852,0.583,0.464,0.744,0.736,0.727,0.738,0.533,0.394,0.733
relu,"(75,15)",0.01,0.785,0.397,0.886,0.421,0.3,0.641,0.849,0.655,0.9,0.643,0.548,0.777,0.868,0.727,0.905,0.696,0.612,0.816
relu,"(75,15)",0.001,0.78,0.322,0.898,0.375,0.256,0.61,0.857,0.527,0.943,0.605,0.529,0.735,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(75,15)",0.0001,0.775,0.253,0.91,0.295,0.179,0.581,0.849,0.473,0.948,0.565,0.5,0.71,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(100,20)",0.1,0.732,0.533,0.783,0.451,0.288,0.658,0.815,0.709,0.843,0.618,0.507,0.776,0.792,0.364,0.905,0.421,0.304,0.634
relu,"(100,20)",0.01,0.775,0.417,0.868,0.432,0.293,0.642,0.849,0.691,0.89,0.659,0.567,0.791,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(100,20)",0.001,0.804,0.392,0.91,0.445,0.337,0.651,0.883,0.6,0.957,0.683,0.626,0.779,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(100,20)",0.0001,0.828,0.414,0.934,0.493,0.408,0.674,0.887,0.582,0.967,0.682,0.633,0.774,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(125,25)",0.1,0.756,0.417,0.843,0.406,0.255,0.63,0.792,0.6,0.843,0.544,0.415,0.721,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(125,25)",0.01,0.78,0.394,0.88,0.424,0.296,0.637,0.864,0.727,0.9,0.693,0.61,0.814,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(125,25)",0.001,0.79,0.231,0.934,0.305,0.215,0.582,0.853,0.455,0.957,0.56,0.507,0.706,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(125,25)",0.0001,0.804,0.256,0.946,0.345,0.277,0.601,0.842,0.418,0.952,0.522,0.457,0.685,0.83,0.455,0.929,0.526,0.434,0.692
