Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.5,3.2,0.0,0.973,0.959,0.987,0.972,0.949,0.973,0.723,0.225,0.944,0.325,0.242,0.585,0.692,0.125,0.944,0.2,0.12,0.535
poly,1,2,0.1,1,-1.6,2.4,0.0,0.986,0.972,1.0,0.986,0.974,0.986,0.838,0.475,1.0,0.642,0.62,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.1,2,-1.7,2.2,0.0,0.986,0.972,1.0,0.986,0.974,0.986,0.862,0.55,1.0,0.704,0.675,0.775,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.1,3,-1.8,2.2,0.0,0.98,0.959,1.0,0.979,0.96,0.98,0.862,0.65,0.956,0.743,0.67,0.803,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.1,4,-1.8,2.1,0.1,0.98,0.959,1.0,0.979,0.96,0.98,0.846,0.575,0.967,0.693,0.624,0.771,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.01,0,-1.1,2.2,-0.4,0.933,0.919,0.947,0.931,0.87,0.933,0.792,0.45,0.944,0.569,0.476,0.697,0.769,0.375,0.944,0.5,0.409,0.66
poly,1,2,0.01,1,-2.0,2.0,0.1,0.96,0.932,0.987,0.958,0.921,0.96,0.792,0.6,0.878,0.633,0.5,0.739,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.01,2,-2.6,2.4,0.5,0.946,0.891,1.0,0.94,0.9,0.946,0.831,0.575,0.944,0.67,0.584,0.76,0.808,0.5,0.944,0.615,0.52,0.722
poly,1,2,0.01,3,-2.8,2.5,0.2,0.953,0.919,0.987,0.95,0.908,0.953,0.815,0.675,0.878,0.693,0.567,0.776,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.01,4,-3.0,2.6,0.3,0.953,0.918,0.987,0.95,0.908,0.952,0.823,0.675,0.889,0.702,0.584,0.782,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.001,0,-1.0,0.9,-0.1,0.526,0.8,0.267,0.547,0.089,0.533,0.408,0.775,0.244,0.379,0.023,0.51,0.308,1.0,0.0,0.471,0.0,0.5
poly,1,2,0.001,1,-1.9,2.2,0.1,0.844,0.689,1.0,0.811,0.727,0.844,0.838,0.75,0.878,0.74,0.626,0.814,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,2,0.001,2,-2.2,2.3,-0.3,0.885,0.864,0.906,0.88,0.776,0.885,0.777,0.875,0.733,0.708,0.565,0.804,0.769,0.875,0.722,0.7,0.553,0.799
poly,1,2,0.001,3,-2.3,2.5,-0.2,0.892,0.864,0.919,0.886,0.789,0.891,0.785,0.875,0.744,0.715,0.576,0.81,0.808,0.875,0.778,0.737,0.61,0.826
poly,1,2,0.001,4,-2.5,2.7,0.0,0.886,0.797,0.972,0.869,0.787,0.885,0.769,0.75,0.778,0.666,0.501,0.764,0.769,0.75,0.778,0.667,0.501,0.764
poly,1,3,0.1,0,-1.3,5.1,-0.3,0.98,0.959,1.0,0.979,0.96,0.98,0.846,0.5,1.0,0.667,0.64,0.75,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.1,1,-1.3,4.1,-0.2,0.98,0.959,1.0,0.979,0.96,0.98,0.846,0.5,1.0,0.667,0.64,0.75,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.1,2,-1.4,3.4,-0.2,0.98,0.959,1.0,0.979,0.96,0.98,0.854,0.525,1.0,0.687,0.658,0.762,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.1,3,-1.4,2.9,-0.2,0.98,0.959,1.0,0.979,0.96,0.98,0.892,0.675,0.989,0.793,0.746,0.832,0.923,0.75,1.0,0.857,0.822,0.875
poly,1,3,0.1,4,-1.5,2.7,-0.1,0.98,0.959,1.0,0.979,0.96,0.98,0.877,0.6,1.0,0.746,0.713,0.8,0.885,0.625,1.0,0.769,0.732,0.812
poly,1,3,0.01,0,-1.5,4.2,-0.6,0.953,0.918,0.987,0.95,0.91,0.952,0.846,0.525,0.989,0.676,0.636,0.757,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.01,1,-1.8,2.3,0.1,0.98,0.959,1.0,0.979,0.96,0.98,0.862,0.625,0.967,0.736,0.667,0.796,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.01,2,-2.0,2.2,0.1,0.973,0.959,0.987,0.972,0.947,0.973,0.831,0.65,0.911,0.704,0.594,0.781,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.01,3,-2.3,2.1,0.1,0.973,0.959,0.987,0.972,0.947,0.973,0.808,0.65,0.878,0.678,0.548,0.764,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.01,4,-2.5,2.1,0.4,0.966,0.932,1.0,0.965,0.935,0.966,0.823,0.6,0.922,0.669,0.566,0.761,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.001,0,-1.0,1.0,-0.0,0.506,0.227,0.8,0.177,0.053,0.513,0.638,0.275,0.8,0.227,0.18,0.538,0.731,0.125,1.0,0.222,0.3,0.562
poly,1,3,0.001,1,-2.1,2.3,0.0,0.865,0.742,0.987,0.843,0.755,0.864,0.831,0.825,0.833,0.751,0.633,0.829,0.808,0.875,0.778,0.737,0.61,0.826
poly,1,3,0.001,2,-2.7,2.9,0.2,0.906,0.838,0.972,0.894,0.823,0.905,0.754,0.65,0.8,0.616,0.442,0.725,0.769,0.75,0.778,0.667,0.501,0.764
poly,1,3,0.001,3,-3.4,3.1,0.6,0.919,0.851,0.987,0.91,0.849,0.919,0.785,0.525,0.9,0.585,0.461,0.712,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,3,0.001,4,-3.8,3.6,0.5,0.939,0.891,0.987,0.934,0.884,0.939,0.792,0.6,0.878,0.626,0.495,0.739,0.846,0.75,0.889,0.75,0.639,0.819
poly,5,2,0.1,0,-1.5,3.2,0.0,0.973,0.959,0.987,0.972,0.949,0.973,0.723,0.225,0.944,0.325,0.242,0.585,0.692,0.125,0.944,0.2,0.12,0.535
poly,5,2,0.1,1,-1.6,2.4,0.0,0.986,0.972,1.0,0.986,0.974,0.986,0.838,0.475,1.0,0.642,0.62,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,5,2,0.1,2,-1.7,2.2,0.0,0.986,0.972,1.0,0.986,0.974,0.986,0.862,0.55,1.0,0.704,0.675,0.775,0.846,0.5,1.0,0.667,0.64,0.75
poly,5,2,0.1,3,-1.8,2.2,0.0,0.98,0.959,1.0,0.979,0.96,0.98,0.862,0.65,0.956,0.743,0.67,0.803,0.846,0.625,0.944,0.714,0.624,0.785
poly,5,2,0.1,4,-1.8,2.1,0.1,0.98,0.959,1.0,0.979,0.96,0.98,0.846,0.575,0.967,0.693,0.624,0.771,0.846,0.625,0.944,0.714,0.624,0.785
poly,5,2,0.01,0,-1.5,3.2,0.0,0.966,0.946,0.987,0.965,0.936,0.966,0.715,0.2,0.944,0.293,0.21,0.572,0.692,0.125,0.944,0.2,0.12,0.535
poly,5,2,0.01,1,-2.1,2.1,0.3,0.98,0.959,1.0,0.979,0.96,0.98,0.854,0.625,0.956,0.723,0.645,0.79,0.846,0.625,0.944,0.714,0.624,0.785
