n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.879,0.886,0.873,0.882,0.759,0.879,0.815,0.4,0.924,0.471,0.376,0.662,0.792,0.273,0.929,0.353,0.258,0.601
200,None,0.5,0.855,0.856,0.855,0.857,0.711,0.855,0.792,0.4,0.895,0.443,0.324,0.648,0.792,0.273,0.929,0.353,0.258,0.601
200,None,0.75,0.825,0.832,0.819,0.827,0.652,0.825,0.762,0.382,0.862,0.401,0.258,0.622,0.774,0.364,0.881,0.4,0.264,0.622
200,None,None,0.816,0.825,0.807,0.819,0.634,0.816,0.725,0.382,0.814,0.361,0.189,0.598,0.755,0.455,0.833,0.435,0.279,0.644
400,None,0.25,0.891,0.886,0.897,0.891,0.783,0.891,0.804,0.327,0.929,0.406,0.313,0.628,0.811,0.273,0.952,0.375,0.312,0.613
400,None,0.5,0.861,0.862,0.861,0.863,0.723,0.861,0.789,0.364,0.9,0.414,0.295,0.632,0.774,0.182,0.929,0.25,0.153,0.555
400,None,0.75,0.834,0.837,0.831,0.836,0.67,0.834,0.758,0.4,0.852,0.404,0.258,0.626,0.774,0.364,0.881,0.4,0.264,0.622
400,None,None,0.816,0.819,0.813,0.818,0.634,0.816,0.728,0.364,0.824,0.356,0.185,0.594,0.736,0.455,0.81,0.417,0.249,0.632
600,None,0.25,0.885,0.886,0.885,0.886,0.771,0.885,0.808,0.327,0.933,0.41,0.324,0.63,0.811,0.364,0.929,0.444,0.35,0.646
600,None,0.5,0.861,0.862,0.861,0.862,0.723,0.861,0.781,0.345,0.895,0.395,0.273,0.62,0.811,0.364,0.929,0.444,0.35,0.646
600,None,0.75,0.828,0.843,0.813,0.832,0.658,0.828,0.755,0.418,0.843,0.413,0.261,0.631,0.774,0.364,0.881,0.4,0.264,0.622
600,None,None,0.816,0.831,0.801,0.82,0.634,0.816,0.728,0.382,0.819,0.366,0.2,0.6,0.736,0.364,0.833,0.364,0.197,0.598
800,None,0.25,0.885,0.886,0.885,0.886,0.771,0.885,0.796,0.309,0.924,0.381,0.285,0.616,0.83,0.364,0.952,0.471,0.404,0.658
800,None,0.5,0.858,0.856,0.861,0.859,0.717,0.858,0.785,0.345,0.9,0.4,0.284,0.623,0.811,0.364,0.929,0.444,0.35,0.646
800,None,0.75,0.831,0.843,0.819,0.835,0.664,0.831,0.758,0.418,0.848,0.417,0.269,0.633,0.774,0.364,0.881,0.4,0.264,0.622
800,None,None,0.825,0.837,0.813,0.828,0.652,0.825,0.736,0.364,0.833,0.363,0.202,0.598,0.717,0.273,0.833,0.286,0.11,0.553
1000,None,0.25,0.882,0.88,0.885,0.883,0.766,0.882,0.796,0.309,0.924,0.381,0.285,0.616,0.83,0.364,0.952,0.471,0.404,0.658
1000,None,0.5,0.861,0.862,0.861,0.862,0.723,0.861,0.792,0.382,0.9,0.43,0.316,0.641,0.811,0.364,0.929,0.444,0.35,0.646
1000,None,0.75,0.828,0.843,0.813,0.832,0.658,0.828,0.755,0.4,0.848,0.402,0.252,0.624,0.755,0.364,0.857,0.381,0.229,0.61
1000,None,None,0.819,0.837,0.801,0.824,0.641,0.819,0.725,0.364,0.819,0.353,0.182,0.591,0.717,0.273,0.833,0.286,0.11,0.553
