n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.874,0.85,0.898,0.87,0.75,0.874,0.842,0.436,0.948,0.52,0.46,0.692,0.83,0.273,0.976,0.4,0.382,0.624
200,None,0.5,0.861,0.843,0.88,0.858,0.725,0.861,0.819,0.418,0.924,0.473,0.379,0.671,0.83,0.364,0.952,0.471,0.404,0.658
200,None,0.75,0.855,0.849,0.862,0.854,0.712,0.856,0.83,0.473,0.924,0.524,0.43,0.698,0.849,0.545,0.929,0.6,0.512,0.737
200,None,None,0.852,0.837,0.868,0.85,0.706,0.853,0.815,0.491,0.9,0.507,0.4,0.695,0.811,0.364,0.929,0.444,0.35,0.646
400,None,0.25,0.871,0.856,0.886,0.868,0.744,0.871,0.842,0.455,0.943,0.532,0.463,0.699,0.83,0.273,0.976,0.4,0.382,0.624
400,None,0.5,0.867,0.843,0.892,0.863,0.739,0.868,0.826,0.418,0.933,0.487,0.4,0.676,0.811,0.273,0.952,0.375,0.312,0.613
400,None,0.75,0.855,0.837,0.874,0.852,0.713,0.856,0.83,0.491,0.919,0.534,0.438,0.705,0.849,0.545,0.929,0.6,0.512,0.737
400,None,None,0.84,0.819,0.862,0.836,0.682,0.84,0.815,0.491,0.9,0.507,0.399,0.695,0.811,0.364,0.929,0.444,0.35,0.646
600,None,0.25,0.868,0.843,0.892,0.864,0.737,0.868,0.838,0.436,0.943,0.518,0.443,0.69,0.83,0.273,0.976,0.4,0.382,0.624
600,None,0.5,0.868,0.849,0.886,0.865,0.738,0.868,0.823,0.436,0.924,0.49,0.396,0.68,0.83,0.364,0.952,0.471,0.404,0.658
600,None,0.75,0.861,0.849,0.874,0.859,0.724,0.862,0.819,0.455,0.914,0.499,0.396,0.684,0.849,0.455,0.952,0.556,0.487,0.703
600,None,None,0.84,0.819,0.862,0.836,0.682,0.84,0.819,0.491,0.905,0.511,0.407,0.698,0.83,0.455,0.929,0.526,0.434,0.692
800,None,0.25,0.871,0.85,0.892,0.868,0.744,0.871,0.83,0.418,0.938,0.499,0.419,0.678,0.83,0.273,0.976,0.4,0.382,0.624
800,None,0.5,0.861,0.849,0.874,0.859,0.725,0.862,0.838,0.473,0.933,0.535,0.451,0.703,0.83,0.364,0.952,0.471,0.404,0.658
800,None,0.75,0.852,0.843,0.862,0.851,0.706,0.852,0.823,0.491,0.91,0.517,0.416,0.7,0.83,0.364,0.952,0.471,0.404,0.658
800,None,None,0.849,0.837,0.862,0.847,0.701,0.85,0.819,0.491,0.905,0.511,0.407,0.698,0.83,0.364,0.952,0.471,0.404,0.658
1000,None,0.25,0.871,0.85,0.892,0.868,0.744,0.871,0.83,0.4,0.943,0.489,0.413,0.671,0.849,0.364,0.976,0.5,0.471,0.67
1000,None,0.5,0.858,0.843,0.874,0.856,0.719,0.859,0.849,0.491,0.943,0.564,0.488,0.717,0.83,0.364,0.952,0.471,0.404,0.658
1000,None,0.75,0.858,0.843,0.874,0.856,0.718,0.859,0.826,0.473,0.919,0.517,0.42,0.696,0.83,0.364,0.952,0.471,0.404,0.658
1000,None,None,0.849,0.837,0.862,0.847,0.701,0.85,0.819,0.509,0.9,0.521,0.415,0.705,0.83,0.364,0.952,0.471,0.404,0.658
