n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.885,0.873,0.898,0.883,0.772,0.885,0.777,0.382,0.881,0.413,0.28,0.631,0.774,0.273,0.905,0.333,0.213,0.589
200,None,0.5,0.852,0.849,0.856,0.851,0.705,0.852,0.762,0.473,0.838,0.449,0.301,0.655,0.792,0.455,0.881,0.476,0.348,0.668
200,None,0.75,0.858,0.861,0.856,0.858,0.718,0.858,0.755,0.455,0.833,0.43,0.279,0.644,0.717,0.364,0.81,0.348,0.168,0.587
200,None,None,0.852,0.855,0.849,0.852,0.705,0.852,0.74,0.436,0.819,0.41,0.248,0.628,0.736,0.545,0.786,0.462,0.298,0.666
400,None,0.25,0.885,0.873,0.898,0.884,0.772,0.885,0.792,0.418,0.89,0.456,0.332,0.654,0.774,0.273,0.905,0.333,0.213,0.589
400,None,0.5,0.861,0.855,0.868,0.86,0.724,0.861,0.762,0.436,0.848,0.428,0.281,0.642,0.792,0.455,0.881,0.476,0.348,0.668
400,None,0.75,0.858,0.861,0.856,0.858,0.718,0.858,0.747,0.418,0.833,0.409,0.252,0.626,0.717,0.364,0.81,0.348,0.168,0.587
400,None,None,0.861,0.855,0.868,0.86,0.723,0.861,0.732,0.418,0.814,0.393,0.225,0.616,0.736,0.455,0.81,0.417,0.249,0.632
600,None,0.25,0.885,0.88,0.892,0.884,0.772,0.886,0.8,0.436,0.895,0.474,0.354,0.666,0.811,0.364,0.929,0.444,0.35,0.646
600,None,0.5,0.861,0.861,0.862,0.861,0.724,0.861,0.77,0.491,0.843,0.467,0.324,0.667,0.792,0.455,0.881,0.476,0.348,0.668
600,None,0.75,0.861,0.861,0.861,0.86,0.724,0.861,0.743,0.455,0.819,0.422,0.263,0.637,0.736,0.364,0.833,0.364,0.197,0.598
600,None,None,0.864,0.855,0.873,0.863,0.729,0.864,0.728,0.418,0.81,0.389,0.22,0.614,0.717,0.364,0.81,0.348,0.168,0.587
800,None,0.25,0.882,0.88,0.886,0.882,0.766,0.883,0.792,0.436,0.886,0.464,0.338,0.661,0.811,0.364,0.929,0.444,0.35,0.646
800,None,0.5,0.87,0.867,0.874,0.869,0.742,0.87,0.758,0.473,0.833,0.445,0.295,0.653,0.792,0.455,0.881,0.476,0.348,0.668
800,None,0.75,0.861,0.861,0.861,0.861,0.724,0.861,0.747,0.455,0.824,0.426,0.268,0.639,0.755,0.455,0.833,0.435,0.279,0.644
800,None,None,0.864,0.855,0.873,0.863,0.729,0.864,0.736,0.455,0.81,0.419,0.253,0.632,0.736,0.455,0.81,0.417,0.249,0.632
1000,None,0.25,0.882,0.873,0.892,0.881,0.766,0.883,0.8,0.455,0.89,0.481,0.36,0.673,0.792,0.364,0.905,0.421,0.304,0.634
1000,None,0.5,0.864,0.861,0.868,0.863,0.73,0.864,0.766,0.473,0.843,0.455,0.309,0.658,0.792,0.455,0.881,0.476,0.348,0.668
1000,None,0.75,0.858,0.861,0.855,0.858,0.717,0.858,0.747,0.455,0.824,0.426,0.268,0.639,0.755,0.455,0.833,0.435,0.279,0.644
1000,None,None,0.858,0.861,0.855,0.858,0.717,0.858,0.736,0.436,0.814,0.408,0.242,0.625,0.717,0.364,0.81,0.348,0.168,0.587
