n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.891,0.892,0.891,0.892,0.783,0.891,0.819,0.436,0.919,0.501,0.401,0.678,0.792,0.273,0.929,0.353,0.258,0.601
200,None,0.5,0.868,0.874,0.861,0.869,0.735,0.867,0.781,0.418,0.876,0.439,0.306,0.647,0.792,0.364,0.905,0.421,0.304,0.634
200,None,0.75,0.846,0.844,0.849,0.848,0.694,0.846,0.758,0.491,0.829,0.457,0.304,0.66,0.755,0.364,0.857,0.381,0.229,0.61
200,None,None,0.81,0.826,0.795,0.815,0.622,0.81,0.725,0.455,0.795,0.406,0.234,0.625,0.774,0.455,0.857,0.455,0.312,0.656
400,None,0.25,0.886,0.886,0.885,0.886,0.771,0.885,0.8,0.4,0.905,0.453,0.339,0.652,0.792,0.273,0.929,0.353,0.258,0.601
400,None,0.5,0.861,0.874,0.849,0.864,0.724,0.861,0.777,0.418,0.871,0.437,0.301,0.645,0.792,0.364,0.905,0.421,0.304,0.634
400,None,0.75,0.828,0.843,0.813,0.832,0.658,0.828,0.751,0.473,0.824,0.441,0.283,0.648,0.736,0.364,0.833,0.364,0.197,0.598
400,None,None,0.81,0.814,0.807,0.812,0.621,0.81,0.698,0.418,0.771,0.363,0.173,0.595,0.774,0.455,0.857,0.455,0.312,0.656
600,None,0.25,0.889,0.898,0.879,0.89,0.777,0.889,0.815,0.418,0.919,0.485,0.385,0.669,0.774,0.182,0.929,0.25,0.153,0.555
600,None,0.5,0.849,0.862,0.837,0.853,0.699,0.849,0.77,0.418,0.862,0.432,0.292,0.64,0.792,0.364,0.905,0.421,0.304,0.634
600,None,0.75,0.831,0.837,0.825,0.834,0.664,0.831,0.747,0.436,0.829,0.415,0.256,0.632,0.736,0.364,0.833,0.364,0.197,0.598
600,None,None,0.813,0.825,0.801,0.817,0.627,0.813,0.721,0.455,0.79,0.402,0.227,0.623,0.755,0.455,0.833,0.435,0.279,0.644
800,None,0.25,0.886,0.892,0.879,0.887,0.771,0.886,0.792,0.4,0.895,0.444,0.323,0.648,0.774,0.182,0.929,0.25,0.153,0.555
800,None,0.5,0.858,0.868,0.849,0.861,0.717,0.858,0.781,0.455,0.867,0.461,0.327,0.661,0.792,0.364,0.905,0.421,0.304,0.634
800,None,0.75,0.834,0.85,0.819,0.839,0.67,0.834,0.736,0.418,0.819,0.397,0.23,0.619,0.736,0.364,0.833,0.364,0.197,0.598
800,None,None,0.816,0.825,0.807,0.82,0.633,0.816,0.728,0.473,0.795,0.418,0.248,0.634,0.774,0.455,0.857,0.455,0.312,0.656
1000,None,0.25,0.889,0.892,0.885,0.889,0.777,0.889,0.8,0.4,0.905,0.454,0.342,0.652,0.774,0.182,0.929,0.25,0.153,0.555
1000,None,0.5,0.855,0.862,0.849,0.858,0.711,0.855,0.785,0.455,0.871,0.467,0.336,0.663,0.811,0.364,0.929,0.444,0.35,0.646
1000,None,0.75,0.834,0.856,0.812,0.84,0.671,0.834,0.74,0.418,0.824,0.401,0.236,0.621,0.717,0.364,0.81,0.348,0.168,0.587
1000,None,None,0.816,0.825,0.807,0.82,0.633,0.816,0.721,0.436,0.795,0.394,0.218,0.616,0.755,0.455,0.833,0.435,0.279,0.644
