n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.901,0.892,0.909,0.9,0.802,0.901,0.8,0.382,0.91,0.441,0.331,0.646,0.792,0.364,0.905,0.421,0.304,0.634
200,None,0.5,0.853,0.88,0.825,0.857,0.707,0.852,0.766,0.436,0.852,0.428,0.286,0.644,0.736,0.273,0.857,0.3,0.14,0.565
200,None,0.75,0.838,0.88,0.795,0.846,0.679,0.837,0.721,0.4,0.805,0.372,0.196,0.602,0.736,0.364,0.833,0.364,0.197,0.598
200,None,None,0.823,0.862,0.783,0.831,0.648,0.822,0.713,0.418,0.79,0.378,0.196,0.604,0.736,0.455,0.81,0.417,0.249,0.632
400,None,0.25,0.886,0.886,0.885,0.886,0.772,0.885,0.77,0.345,0.881,0.376,0.242,0.613,0.774,0.364,0.881,0.4,0.264,0.622
400,None,0.5,0.853,0.886,0.819,0.858,0.707,0.852,0.74,0.4,0.829,0.386,0.225,0.614,0.755,0.364,0.857,0.381,0.229,0.61
400,None,0.75,0.838,0.88,0.795,0.846,0.678,0.837,0.713,0.382,0.8,0.353,0.174,0.591,0.755,0.364,0.857,0.381,0.229,0.61
400,None,None,0.822,0.862,0.783,0.832,0.648,0.822,0.721,0.436,0.795,0.395,0.218,0.616,0.736,0.364,0.833,0.364,0.197,0.598
600,None,0.25,0.895,0.886,0.903,0.895,0.791,0.894,0.777,0.327,0.895,0.373,0.249,0.611,0.755,0.273,0.881,0.316,0.174,0.577
600,None,0.5,0.856,0.886,0.825,0.861,0.713,0.855,0.762,0.418,0.852,0.42,0.274,0.635,0.755,0.364,0.857,0.381,0.229,0.61
600,None,0.75,0.835,0.874,0.795,0.842,0.672,0.834,0.725,0.418,0.805,0.385,0.212,0.611,0.736,0.273,0.857,0.3,0.14,0.565
600,None,None,0.823,0.868,0.777,0.832,0.649,0.822,0.728,0.436,0.805,0.401,0.229,0.621,0.736,0.364,0.833,0.364,0.197,0.598
800,None,0.25,0.895,0.892,0.897,0.895,0.791,0.894,0.77,0.345,0.881,0.378,0.243,0.613,0.774,0.364,0.881,0.4,0.264,0.622
800,None,0.5,0.859,0.886,0.831,0.863,0.718,0.858,0.747,0.4,0.838,0.395,0.239,0.619,0.755,0.364,0.857,0.381,0.229,0.61
800,None,0.75,0.826,0.868,0.783,0.835,0.655,0.825,0.721,0.418,0.8,0.379,0.205,0.609,0.755,0.364,0.857,0.381,0.229,0.61
800,None,None,0.823,0.868,0.777,0.832,0.65,0.822,0.728,0.418,0.81,0.39,0.22,0.614,0.736,0.364,0.833,0.364,0.197,0.598
1000,None,0.25,0.895,0.892,0.897,0.895,0.791,0.894,0.774,0.327,0.89,0.373,0.243,0.609,0.774,0.364,0.881,0.4,0.264,0.622
1000,None,0.5,0.856,0.886,0.825,0.861,0.713,0.855,0.747,0.4,0.838,0.395,0.239,0.619,0.755,0.364,0.857,0.381,0.229,0.61
1000,None,0.75,0.826,0.868,0.783,0.835,0.654,0.825,0.725,0.436,0.8,0.398,0.224,0.618,0.774,0.364,0.881,0.4,0.264,0.622
1000,None,None,0.826,0.868,0.783,0.835,0.654,0.825,0.728,0.436,0.805,0.4,0.231,0.621,0.736,0.364,0.833,0.364,0.197,0.598
