Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.6,2.6,0.2,0.932,0.876,0.987,0.925,0.872,0.931,0.808,0.375,1.0,0.541,0.54,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.1,1,-2.0,2.3,0.3,0.959,0.932,0.987,0.958,0.922,0.96,0.823,0.425,1.0,0.585,0.578,0.712,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.1,2,-2.2,2.5,0.3,0.953,0.932,0.973,0.952,0.908,0.953,0.823,0.425,1.0,0.585,0.578,0.712,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.1,3,-2.4,3.1,0.2,0.946,0.946,0.947,0.946,0.898,0.946,0.808,0.4,0.989,0.552,0.531,0.694,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,2,0.1,4,-2.5,3.9,0.0,0.94,0.959,0.92,0.942,0.887,0.94,0.815,0.5,0.956,0.618,0.544,0.728,0.769,0.375,0.944,0.5,0.409,0.66
poly,1,2,0.01,0,-1.0,2.3,-0.6,0.912,0.825,1.0,0.903,0.839,0.912,0.846,0.5,1.0,0.667,0.64,0.75,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,1,-2.0,3.9,-0.3,0.926,0.892,0.96,0.924,0.855,0.926,0.792,0.875,0.756,0.723,0.588,0.815,0.808,0.875,0.778,0.737,0.61,0.826
poly,1,2,0.01,2,-2.8,5.3,0.3,0.926,0.851,1.0,0.919,0.862,0.926,0.854,0.55,0.989,0.681,0.65,0.769,0.808,0.5,0.944,0.615,0.52,0.722
poly,1,2,0.01,3,-3.6,6.3,0.5,0.926,0.851,1.0,0.919,0.862,0.926,0.846,0.5,1.0,0.659,0.637,0.75,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,2,0.01,4,-4.1,7.0,0.3,0.919,0.865,0.973,0.914,0.845,0.919,0.808,0.575,0.911,0.65,0.534,0.743,0.769,0.5,0.889,0.571,0.426,0.694
poly,1,2,0.001,0,-1.0,1.0,-0.0,0.533,0.28,0.8,0.255,0.127,0.54,0.631,0.25,0.8,0.174,0.087,0.525,0.692,0.0,1.0,0.0,0.0,0.5
poly,1,2,0.001,1,-1.6,1.8,-0.3,0.899,0.836,0.96,0.89,0.808,0.898,0.862,0.85,0.867,0.791,0.692,0.858,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,2,0.001,2,-1.9,2.4,-0.2,0.906,0.837,0.973,0.898,0.823,0.905,0.854,0.85,0.856,0.782,0.678,0.853,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,2,0.001,3,-2.0,2.9,-0.2,0.912,0.85,0.973,0.905,0.835,0.912,0.854,0.875,0.844,0.787,0.686,0.86,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,2,0.001,4,-2.1,3.3,-0.1,0.912,0.85,0.973,0.905,0.835,0.912,0.838,0.825,0.844,0.758,0.643,0.835,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,3,0.1,0,-1.3,6.1,-0.4,0.946,0.932,0.96,0.946,0.896,0.946,0.808,0.375,1.0,0.545,0.542,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,3,0.1,1,-1.6,3.1,0.0,0.96,0.932,0.987,0.958,0.922,0.96,0.838,0.475,1.0,0.639,0.619,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.1,2,-1.7,2.6,0.1,0.96,0.932,0.987,0.958,0.922,0.96,0.838,0.475,1.0,0.639,0.619,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,1,3,0.1,3,-1.9,2.4,0.0,0.953,0.959,0.947,0.954,0.91,0.953,0.831,0.475,0.989,0.63,0.592,0.732,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,3,0.1,4,-2.0,2.4,0.1,0.959,0.946,0.973,0.959,0.922,0.96,0.815,0.425,0.989,0.576,0.551,0.707,0.808,0.375,1.0,0.545,0.542,0.688
poly,1,3,0.01,0,-1.1,3.7,-0.9,0.912,0.838,0.987,0.904,0.837,0.912,0.915,0.725,1.0,0.837,0.803,0.862,0.923,0.75,1.0,0.857,0.822,0.875
poly,1,3,0.01,1,-1.9,3.5,-0.2,0.933,0.892,0.973,0.93,0.869,0.933,0.846,0.8,0.867,0.756,0.652,0.833,0.885,0.875,0.889,0.824,0.741,0.882
poly,1,3,0.01,2,-2.8,6.1,-0.1,0.92,0.919,0.92,0.921,0.845,0.92,0.777,0.725,0.8,0.67,0.508,0.763,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,3,0.01,3,-3.4,7.9,-0.2,0.913,0.972,0.853,0.919,0.838,0.913,0.723,0.75,0.711,0.626,0.432,0.731,0.731,0.75,0.722,0.632,0.441,0.736
poly,1,3,0.01,4,-3.5,9.3,-0.1,0.913,0.972,0.853,0.919,0.838,0.913,0.715,0.675,0.733,0.594,0.389,0.704,0.692,0.625,0.722,0.556,0.329,0.674
poly,1,3,0.001,0,-1.0,1.0,-0.0,0.533,0.28,0.8,0.255,0.127,0.54,0.615,0.2,0.8,0.094,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-1.7,2.0,-0.3,0.919,0.864,0.973,0.913,0.847,0.919,0.846,0.85,0.844,0.773,0.665,0.847,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,3,0.001,2,-2.2,3.7,0.0,0.919,0.85,0.987,0.911,0.848,0.919,0.854,0.775,0.889,0.767,0.663,0.832,0.808,0.75,0.833,0.706,0.566,0.792
poly,1,3,0.001,3,-2.4,5.0,0.2,0.919,0.837,1.0,0.91,0.85,0.919,0.846,0.675,0.922,0.731,0.633,0.799,0.885,0.75,0.944,0.8,0.723,0.847
poly,1,3,0.001,4,-3.1,6.3,0.1,0.926,0.878,0.973,0.922,0.857,0.926,0.785,0.675,0.833,0.658,0.503,0.754,0.769,0.625,0.833,0.625,0.458,0.729
poly,5,2,0.1,0,-1.6,2.6,0.2,0.932,0.876,0.987,0.925,0.872,0.931,0.808,0.375,1.0,0.541,0.54,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,2,0.1,1,-2.0,2.3,0.3,0.959,0.932,0.987,0.958,0.922,0.96,0.823,0.425,1.0,0.585,0.578,0.712,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,2,0.1,2,-2.2,2.5,0.3,0.953,0.932,0.973,0.952,0.908,0.953,0.823,0.425,1.0,0.585,0.578,0.712,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,2,0.1,3,-2.4,3.1,0.2,0.946,0.946,0.947,0.946,0.898,0.946,0.808,0.4,0.989,0.552,0.531,0.694,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,2,0.1,4,-2.5,3.9,0.0,0.94,0.959,0.92,0.942,0.887,0.94,0.815,0.5,0.956,0.618,0.544,0.728,0.769,0.375,0.944,0.5,0.409,0.66
poly,5,2,0.01,0,-1.1,2.8,-0.5,0.926,0.906,0.947,0.924,0.856,0.926,0.885,0.625,1.0,0.766,0.731,0.812,0.923,0.75,1.0,0.857,0.822,0.875
poly,5,2,0.01,1,-3.0,6.0,-0.1,0.926,0.919,0.933,0.927,0.857,0.926,0.8,0.8,0.8,0.713,0.572,0.8,0.769,0.625,0.833,0.625,0.458,0.729
poly,5,2,0.01,2,-3.9,8.4,0.0,0.906,0.918,0.893,0.908,0.821,0.906,0.746,0.7,0.767,0.631,0.448,0.733,0.769,0.625,0.833,0.625,0.458,0.729
poly,5,2,0.01,3,-4.4,9.7,-0.2,0.906,0.972,0.84,0.913,0.824,0.906,0.731,0.725,0.733,0.623,0.433,0.729,0.731,0.75,0.722,0.632,0.441,0.736
poly,5,2,0.01,4,-4.7,10.7,0.3,0.912,0.891,0.933,0.911,0.832,0.912,0.762,0.6,0.833,0.608,0.442,0.717,0.769,0.625,0.833,0.625,0.458,0.729
poly,5,2,0.001,0,-0.8,1.0,-0.1,0.593,0.4,0.8,0.38,0.254,0.6,0.638,0.275,0.8,0.203,0.108,0.538,0.692,0.0,1.0,0.0,0.0,0.5
poly,5,2,0.001,1,-2.1,3.5,0.0,0.912,0.836,0.987,0.902,0.837,0.911,0.854,0.775,0.889,0.767,0.663,0.832,0.808,0.75,0.833,0.706,0.566,0.792
poly,5,2,0.001,2,-2.3,4.6,-0.4,0.926,0.906,0.947,0.924,0.857,0.926,0.731,0.875,0.667,0.667,0.5,0.771,0.731,0.875,0.667,0.667,0.5,0.771
poly,5,2,0.001,3,-2.4,5.3,0.3,0.919,0.837,1.0,0.91,0.85,0.919,0.862,0.65,0.956,0.739,0.666,0.803,0.846,0.625,0.944,0.714,0.624,0.785
poly,5,2,0.001,4,-2.8,5.9,0.3,0.926,0.851,1.0,0.919,0.862,0.926,0.823,0.6,0.922,0.667,0.572,0.761,0.808,0.625,0.889,0.667,0.535,0.757
poly,5,3,0.1,0,-1.3,6.1,-0.4,0.946,0.932,0.96,0.946,0.896,0.946,0.808,0.375,1.0,0.545,0.542,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,3,0.1,1,-1.6,3.1,0.0,0.96,0.932,0.987,0.958,0.922,0.96,0.838,0.475,1.0,0.639,0.619,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,5,3,0.1,2,-1.7,2.6,0.1,0.96,0.932,0.987,0.958,0.922,0.96,0.838,0.475,1.0,0.639,0.619,0.738,0.846,0.5,1.0,0.667,0.64,0.75
poly,5,3,0.1,3,-1.9,2.4,0.0,0.953,0.959,0.947,0.954,0.91,0.953,0.831,0.475,0.989,0.63,0.592,0.732,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,3,0.1,4,-2.0,2.4,0.1,0.959,0.946,0.973,0.959,0.922,0.96,0.815,0.425,0.989,0.576,0.551,0.707,0.808,0.375,1.0,0.545,0.542,0.688
poly,5,3,0.01,0,-1.2,4.2,-0.8,0.926,0.851,1.0,0.919,0.862,0.926,0.9,0.675,1.0,0.799,0.767,0.838,0.923,0.75,1.0,0.857,0.822,0.875
poly,5,3,0.01,1,-2.1,4.5,-0.1,0.933,0.959,0.907,0.937,0.876,0.933,0.831,0.625,0.922,0.69,0.586,0.774,0.846,0.625,0.944,0.714,0.624,0.785
poly,5,3,0.01,2,-2.9,7.0,0.1,0.933,0.959,0.907,0.936,0.873,0.933,0.792,0.575,0.889,0.631,0.497,0.732,0.808,0.625,0.889,0.667,0.535,0.757
poly,5,3,0.01,3,-3.7,8.5,0.3,0.939,0.946,0.933,0.94,0.883,0.94,0.785,0.55,0.889,0.608,0.474,0.719,0.808,0.625,0.889,0.667,0.535,0.757
poly,5,3,0.01,4,-4.1,9.5,0.5,0.926,0.919,0.933,0.925,0.858,0.926,0.792,0.55,0.9,0.614,0.488,0.725,0.769,0.5,0.889,0.571,0.426,0.694
poly,5,3,0.001,0,-1.0,1.0,-0.0,0.533,0.28,0.8,0.255,0.127,0.54,0.615,0.2,0.8,0.094,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
poly,5,3,0.001,1,-2.2,4.2,-0.4,0.92,0.906,0.933,0.919,0.845,0.92,0.762,0.875,0.711,0.694,0.543,0.793,0.731,0.875,0.667,0.667,0.5,0.771
poly,5,3,0.001,2,-3.7,6.7,0.2,0.933,0.878,0.987,0.928,0.872,0.932,0.792,0.65,0.856,0.656,0.511,0.753,0.769,0.5,0.889,0.571,0.426,0.694
poly,5,3,0.001,3,-5.2,9.3,-0.2,0.906,0.905,0.907,0.906,0.817,0.906,0.723,0.75,0.711,0.624,0.432,0.731,0.654,0.625,0.667,0.526,0.272,0.646
poly,5,3,0.001,4,-5.3,11.4,0.7,0.912,0.865,0.96,0.908,0.831,0.912,0.815,0.6,0.911,0.662,0.545,0.756,0.808,0.625,0.889,0.667,0.535,0.757
poly,10,2,0.1,0,-1.6,2.6,0.2,0.932,0.876,0.987,0.925,0.872,0.931,0.808,0.375,1.0,0.541,0.54,0.688,0.808,0.375,1.0,0.545,0.542,0.688
poly,10,2,0.1,1,-2.0,2.3,0.3,0.959,0.932,0.987,0.958,0.922,0.96,0.823,0.425,1.0,0.585,0.578,0.712,0.808,0.375,1.0,0.545,0.542,0.688
poly,10,2,0.1,2,-2.2,2.5,0.3,0.953,0.932,0.973,0.952,0.908,0.953,0.823,0.425,1.0,0.585,0.578,0.712,0.808,0.375,1.0,0.545,0.542,0.688
poly,10,2,0.1,3,-2.4,3.1,0.2,0.946,0.946,0.947,0.946,0.898,0.946,0.808,0.4,0.989,0.552,0.531,0.694,0.808,0.375,1.0,0.545,0.542,0.688
poly,10,2,0.1,4,-2.5,3.9,0.0,0.94,0.959,0.92,0.942,0.887,0.94,0.815,0.5,0.956,0.618,0.544,0.728,0.769,0.375,0.944,0.5,0.409,0.66
poly,10,2,0.01,0,-1.2,2.9,-0.1,0.926,0.851,1.0,0.919,0.862,0.926,0.838,0.475,1.0,0.642,0.62,0.738,0.808,0.375,1.0,0.545,0.542,0.688
poly,10,2,0.01,1,-2.9,6.6,-0.1,0.92,0.959,0.88,0.925,0.849,0.92,0.762,0.725,0.778,0.657,0.483,0.751,0.769,0.625,0.833,0.625,0.458,0.729
poly,10,2,0.01,2,-3.7,9.2,0.2,0.919,0.931,0.907,0.921,0.844,0.919,0.769,0.625,0.833,0.629,0.466,0.729,0.769,0.625,0.833,0.625,0.458,0.729
poly,10,2,0.01,3,-4.1,10.5,0.4,0.919,0.905,0.933,0.919,0.844,0.919,0.777,0.6,0.856,0.62,0.465,0.728,0.769,0.625,0.833,0.625,0.458,0.729
poly,10,2,0.01,4,-4.5,11.2,0.6,0.912,0.891,0.933,0.911,0.832,0.912,0.792,0.575,0.889,0.626,0.49,0.732,0.769,0.5,0.889,0.571,0.426,0.694
poly,10,2,0.001,0,-0.9,1.1,-0.2,0.628,0.257,1.0,0.339,0.337,0.629,0.731,0.125,1.0,0.189,0.195,0.562,0.692,0.0,1.0,0.0,0.0,0.5
poly,10,2,0.001,1,-2.3,4.6,-0.4,0.926,0.906,0.947,0.924,0.857,0.926,0.731,0.875,0.667,0.667,0.5,0.771,0.731,0.875,0.667,0.667,0.5,0.771
