Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-30.1,22.0,5.9,0.796,0.165,0.988,0.264,0.309,0.576,0.734,0.074,0.943,0.114,0.024,0.509,0.722,0.053,0.933,0.083,-0.025,0.493
linear,5,-35.5,24.5,6.2,0.799,0.164,0.992,0.27,0.321,0.578,0.744,0.095,0.95,0.146,0.069,0.522,0.722,0.211,0.883,0.267,0.116,0.547
linear,10,-35.5,24.5,6.2,0.799,0.164,0.992,0.27,0.321,0.578,0.744,0.095,0.95,0.146,0.069,0.522,0.722,0.211,0.883,0.267,0.116,0.547
linear,15,-35.5,24.5,6.2,0.799,0.164,0.992,0.27,0.321,0.578,0.744,0.095,0.95,0.146,0.069,0.522,0.722,0.211,0.883,0.267,0.116,0.547
