Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-18.5,19.6,0.5,0.789,0.506,0.875,0.529,0.405,0.69,0.661,0.368,0.753,0.332,0.113,0.561,0.62,0.263,0.733,0.25,-0.003,0.498
linear,5,-36.6,29.6,1.9,0.795,0.437,0.904,0.502,0.387,0.671,0.706,0.305,0.833,0.328,0.147,0.569,0.658,0.211,0.8,0.229,0.011,0.505
linear,10,-64.5,31.6,2.1,0.792,0.423,0.904,0.486,0.37,0.664,0.704,0.326,0.823,0.34,0.154,0.575,0.646,0.211,0.783,0.222,-0.006,0.497
linear,15,-76.1,32.8,2.1,0.786,0.423,0.896,0.477,0.353,0.659,0.699,0.316,0.82,0.33,0.14,0.568,0.684,0.263,0.817,0.286,0.085,0.54
